,incyte_male,incyte_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.4693655,-0.6757202,"('unsociable', 'sociable')",-0.0751504,-0.31393513,-0.272258,-0.4948277,-0.2225697
1,-1.9771113,-1.9578049,"('unfriendly', 'friendly')",0.93389887,0.86231923,-0.5216062,-0.5477428,-0.0261366
2,-0.07947446,-0.1394059,"('unlikable', 'likable')",0.7145002,0.7224644,0.3175129,0.2915292,-0.0259837
3,-0.4205169,-0.37825334,"('repellent', 'pleasant')",0.80839264,0.7579421,0.1939379,0.1898444,-0.0040935
4,-0.64471,-0.5773326,"('disliked', 'liked')",-6.775533,-6.9129024,-3.7101216,-3.7451174,-0.0349958
5,-1.5995466,-1.4602001,"('distant', 'outgoing')",-0.98366696,-0.7680509,-1.2916068,-1.1141255,0.1774813
6,-2.1524942,-1.9721509,"('distant', 'open')",-1.149309,-0.8793373,-1.6509016,-1.4257441,0.2251575
7,-0.45781147,-0.38394108,"('insensitive', 'sensitive')",0.258825,0.30887142,-0.0994932,-0.0375348,0.0619584
8,-1.527184,-1.5329223,"('unaffectionate', 'affectionate')",0.25879934,0.34954584,-0.6341923,-0.5916882,0.0425041
9,-1.7824278,-1.7993534,"('unaffectionate', 'caring')",0.7379473,0.9527571,-0.5222403,-0.4232981,0.0989422
10,-0.9562255,-1.0362992,"('unsympathetic', 'sympathetic')",-0.16826832,-0.14920865,-0.5622469,-0.5927539,-0.030507
11,0.18261448,0.01085625,"('unhelpful', 'helpful')",2.2019176,2.2748525,1.1922661,1.1428543,-0.0494118
12,-0.734611,-0.64622205,"('unsupportive', 'supportive')",-2.2026694,-2.1711767,-1.4686402,-1.4086994,0.0599408
13,-0.1943407,-0.45932698,"('impolite', 'polite')",-0.625571,-0.66944975,-0.4099559,-0.5643884,-0.1544325
14,1.2251072,1.156112,"('antisocial', 'social')",0.30139908,0.01748091,0.7632532,0.5867964,-0.1764568
15,-0.13039088,-0.23094076,"('boring', 'funny')",-0.17096347,-0.19642718,-0.1506772,-0.213684,-0.0630068
16,-0.73366135,-0.77846247,"('unpopular', 'popular')",0.20689453,0.1552275,-0.2633834,-0.3116175,-0.0482341
17,-0.22687267,-0.23690617,"('nasty', 'nice')",-0.5237201,-0.49271706,-0.3752964,-0.3648116,0.0104848
18,-0.24275285,-0.22862005,"('disagreeable', 'welcoming')",-0.67702293,-0.7785651,-0.4598879,-0.5035926,-0.0437047
19,-2.0715632,-2.0229473,"('inhospitable', 'hospitable')",-0.88374615,-0.65705174,-1.4776547,-1.3399996,0.1376551
20,0.7838659,0.75207275,"('rough', 'thoughtful')",0.95723724,0.871635,0.8705516,0.8118539,-0.0586977
21,0.50651324,0.31177568,"('immoral', 'moral')",-0.03320538,-0.1496921,0.2366539,0.0810418,-0.1556121
22,0.16191061,0.0956149,"('untrustworthy', 'trustworthy')",-0.8615546,-0.96927685,-0.349822,-0.436831,-0.087009
23,-0.44204915,-0.5055389,"('insincere', 'sincere')",5.9687247,6.0739813,2.7633379,2.7842212,0.0208833
24,-0.9347028,-1.0144161,"('dishonest', 'honest')",0.57678616,0.7096176,-0.1789583,-0.1523992,0.0265591
25,-0.45265692,-0.46483684,"('egoistic', 'altruistic')",0.7455944,0.59568727,0.1464687,0.0654252,-0.0810435
26,0.5875657,0.4215751,"('hardhearted', 'benevolent')",1.5303501,1.2487155,1.0589579,0.8351453,-0.2238126
27,-0.2977552,-0.2630998,"('hardhearted', 'softhearted')",0.65957236,0.6853225,0.1809086,0.2111114,0.0302028
28,-0.2712088,-0.30748835,"('disloyal', 'loyal')",1.3736016,1.3401582,0.5511964,0.516335,-0.0348614
