,aftershave_male,aftershave_female,tuple,average_male,average_female,female-male
0,-1.7721269,-2.0722804,"('unsociable', 'sociable')",-1.7721269,-2.0722804,-0.3001535
1,-0.48998293,-0.5506886,"('unfriendly', 'friendly')",-0.4899829,-0.5506886,-0.0607057
2,0.8621104,0.83927196,"('unlikable', 'likable')",0.8621104,0.839272,-0.0228384
3,-1.1480613,-1.0148058,"('repellent', 'pleasant')",-1.1480613,-1.0148058,0.1332555
4,-0.6926468,-0.707111,"('disliked', 'liked')",-0.6926468,-0.707111,-0.0144642
5,0.8165616,0.9514964,"('distant', 'outgoing')",0.8165616,0.9514964,0.1349348
6,0.5874662,0.7036994,"('distant', 'open')",0.5874662,0.7036994,0.1162332
7,-1.1939256,-1.1766179,"('insensitive', 'sensitive')",-1.1939256,-1.1766179,0.0173077
8,-0.27276626,-0.27575934,"('unaffectionate', 'affectionate')",-0.2727663,-0.2757593,-0.002993
9,0.04211958,0.06582155,"('unaffectionate', 'caring')",0.0421196,0.0658216,0.023702
10,-2.7287133,-2.7481732,"('unsympathetic', 'sympathetic')",-2.7287133,-2.7481732,-0.0194599
11,0.1785191,0.13700245,"('unhelpful', 'helpful')",0.1785191,0.1370025,-0.0415166
12,-1.112615,-1.0485606,"('unsupportive', 'supportive')",-1.112615,-1.0485606,0.0640544
13,-1.3294183,-1.4930961,"('impolite', 'polite')",-1.3294183,-1.4930961,-0.1636778
14,-2.1461823,-2.3393583,"('antisocial', 'social')",-2.1461823,-2.3393583,-0.193176
15,1.054539,0.8295919,"('boring', 'funny')",1.054539,0.8295919,-0.2249471
16,0.3158351,0.26425058,"('unpopular', 'popular')",0.3158351,0.2642506,-0.0515845
17,-0.07341637,-0.13762183,"('nasty', 'nice')",-0.0734164,-0.1376218,-0.0642054
18,-0.16168498,-0.2496266,"('disagreeable', 'welcoming')",-0.161685,-0.2496266,-0.0879416
19,0.2759924,0.37576762,"('inhospitable', 'hospitable')",0.2759924,0.3757676,0.0997752
20,-0.17874642,-0.22200295,"('rough', 'thoughtful')",-0.1787464,-0.222003,-0.0432566
21,-0.85195553,-0.88008404,"('immoral', 'moral')",-0.8519555,-0.880084,-0.0281285
22,-0.82627445,-0.85188645,"('untrustworthy', 'trustworthy')",-0.8262745,-0.8518865,-0.025612
23,0.54296136,0.36826766,"('insincere', 'sincere')",0.5429614,0.3682677,-0.1746937
24,-0.97350323,-1.0365106,"('dishonest', 'honest')",-0.9735032,-1.0365106,-0.0630074
25,0.79445195,0.7181205,"('egoistic', 'altruistic')",0.794452,0.7181205,-0.0763315
26,0.25027302,0.04503681,"('hardhearted', 'benevolent')",0.250273,0.0450368,-0.2052362
27,-0.17508237,-0.074473344,"('hardhearted', 'softhearted')",-0.1750824,-0.0744733,0.1006091
28,-1.1955748,-1.305987,"('disloyal', 'loyal')",-1.1955748,-1.305987,-0.1104122
29,-0.3629402,-0.32657957,"('unfair', 'fair')",-0.3629402,-0.3265796,0.0363606
30,-0.77501744,-0.9711958,"('intolerant', 'tolerant')",-0.7750174,-0.9711958,-0.1961784
31,-0.20100911,-0.10920228,"('evil', 'good')",-0.2010091,-0.1092023,0.0918068
32,0.20849301,0.07918749,"('unkind', 'kind')",0.208493,0.0791875,-0.1293055
33,0.8394441,0.8277623,"('wrong', 'right')",0.8394441,0.8277623,-0.0116818
34,1.4737434,1.4763765,"('mean', 'honorable')",1.4737434,1.4763765,0.0026331
35,1.4733013,1.4725047,"('corrupt', 'incorrupt')",1.4733013,1.4725047,-0.0007966
36,1.0609096,1.0617225,"('hostile', 'amicable')",1.0609096,1.0617225,0.0008129
37,-0.036056478,0.017626356,"('fake', 'genuine')",-0.0360565,0.0176264,0.0536829
38,0.18034917,0.16031592,"('untruthful', 'truthful')",0.1803492,0.1603159,-0.0200333
39,-0.3107601,-0.33134532,"('exploitative', 'cooperative')",-0.3107601,-0.3313453,-0.0205852
40,-1.3309041,-1.2589909,"('stingy', 'generous')",-1.3309041,-1.2589909,0.0719132
41,-0.49669605,-0.6784155,"('unforgiving', 'forgiving')",-0.4966961,-0.6784155,-0.1817194
42,-0.26970917,-0.25062984,"('unreliable', 'reliable')",-0.2697092,-0.2506298,0.0190794
43,-1.2802138,-1.3411291,"('irresponsible', 'responsible')",-1.2802138,-1.3411291,-0.0609153
44,0.82700545,0.80399287,"('prejudiced', 'unprejudiced')",0.8270054,0.8039929,-0.0230125
45,-1.1020684,-1.0997514,"('incompetent', 'competent')",-1.1020684,-1.0997514,0.002317
46,-1.693512,-1.7306603,"('uncompetitive', 'competitive')",-1.693512,-1.7306603,-0.0371483
47,0.83538306,0.9154387,"('stupid', 'smart')",0.8353831,0.9154387,0.0800556
48,-1.0248321,-1.1355776,"('unintelligent', 'intelligent')",-1.0248321,-1.1355776,-0.1107455
49,0.38723725,0.51794153,"('unable', 'able')",0.3872373,0.5179415,0.1307042
50,1.1946691,1.3131748,"('clumsy', 'skillful')",1.1946691,1.3131748,0.1185057
51,-0.4518607,-0.51318794,"('uneducated', 'educated')",-0.4518607,-0.5131879,-0.0613272
52,0.89130276,0.79440594,"('irrational', 'rational')",0.8913028,0.7944059,-0.0968969
53,-0.86796784,-0.8915412,"('uncreative', 'creative')",-0.8679678,-0.8915412,-0.0235734
54,0.50904846,0.44497335,"('incapable', 'capable')",0.5090485,0.4449733,-0.0640752
55,-1.5105728,-1.581628,"('incompetent', 'clever')",-1.5105728,-1.581628,-0.0710552
56,-0.33498323,-0.52414113,"('impractical', 'practical')",-0.3349832,-0.5241411,-0.1891579
57,-2.5228908,-2.6217976,"('unimaginative', 'imaginative')",-2.5228908,-2.6217976,-0.0989068
58,-0.37824276,-0.34851304,"('undiscriminating', 'discriminating')",-0.3782428,-0.348513,0.0297298
59,0.7480138,0.8704379,"('foolish', 'wise')",0.7480138,0.8704379,0.1224241
60,-0.92585975,-1.0156178,"('inefficient', 'efficient')",-0.9258597,-1.0156178,-0.0897581
61,-0.65573764,-0.7828648,"('illogical', 'logical')",-0.6557376,-0.7828648,-0.1271272
62,-0.6363472,-0.6167549,"('incompetent', 'brilliant')",-0.6363472,-0.6167549,0.0195923
63,-0.33041415,-0.3166435,"('unperceptive', 'insightful')",-0.3304141,-0.3166435,0.0137706
64,-1.7333956,-1.8305403,"('shy', 'confident')",-1.7333956,-1.8305403,-0.0971447
65,-1.244941,-1.4049267,"('insecure', 'secure')",-1.244941,-1.4049267,-0.1599857
66,-0.69690037,-0.7581096,"('inactive', 'active')",-0.6969004,-0.7581096,-0.0612092
67,-0.025253503,-0.12258886,"('doubtful', 'determined')",-0.0252535,-0.1225889,-0.0973354
68,-0.041358627,0.07147438,"('dependent', 'independent')",-0.0413586,0.0714744,0.112833
69,1.6932836,1.7290102,"('lazy', 'industrious')",1.6932836,1.7290102,0.0357266
70,-0.9228576,-1.008304,"('lethargic', 'energetic')",-0.9228576,-1.008304,-0.0854464
71,0.74356496,0.7377484,"('diffident', 'self-confident')",0.743565,0.7377484,-0.0058166
72,-0.8723185,-0.8076612,"('unambitious', 'ambitious')",-0.8723185,-0.8076612,0.0646573
73,0.24089625,0.34282604,"('helpless', 'self-reliant')",0.2408963,0.342826,0.1019297
74,-0.3911116,-0.41222245,"('undedicated', 'dedicated')",-0.3911116,-0.4122224,-0.0211108
75,1.0228179,1.1776648,"('meek', 'impulsive')",1.0228179,1.1776648,0.1548469
76,-0.8576448,-0.931967,"('anxious', 'daring')",-0.8576448,-0.931967,-0.0743222
