,viatris_male,viatris_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.010123093,-0.055736795,"('unsociable', 'sociable')",-0.4285401,-0.5466371,-0.2193316,-0.3011869,-0.0818553
1,-1.4149324,-1.5164877,"('unfriendly', 'friendly')",1.8127897,1.7068762,0.1989287,0.0951942,-0.1037345
2,0.701819,0.7733058,"('unlikable', 'likable')",0.7094871,0.83297646,0.7056531,0.8031411,0.097488
3,-0.4859084,-0.33631313,"('repellent', 'pleasant')",0.25031328,0.32587698,-0.1177976,-0.0052181,0.1125795
4,-0.7129758,-0.7551556,"('disliked', 'liked')",-6.4459786,-6.502878,-3.5794773,-3.6290169,-0.0495396
5,-1.7509372,-1.7545397,"('distant', 'outgoing')",-0.0686713,-0.126506,-0.9098043,-0.9405228,-0.0307185
6,-2.015205,-2.00629,"('distant', 'open')",0.51193327,0.43109614,-0.7516358,-0.7875969,-0.0359611
7,0.21109778,0.2882948,"('insensitive', 'sensitive')",0.32080257,0.43117246,0.2659502,0.3597336,0.0937834
8,-1.2929683,-1.3225118,"('unaffectionate', 'affectionate')",1.0771211,0.9588861,-0.1079236,-0.1818129,-0.0738893
9,-1.3785526,-1.3234622,"('unaffectionate', 'caring')",1.1313438,1.1085032,-0.1236044,-0.1074795,0.0161249
10,-0.15668511,-0.08345855,"('unsympathetic', 'sympathetic')",-0.49018723,-0.4601512,-0.3234362,-0.2718049,0.0516313
11,0.33157724,0.4798658,"('unhelpful', 'helpful')",1.2201833,1.3549784,0.7758802,0.9174221,0.1415419
12,-0.3010802,-0.103537366,"('unsupportive', 'supportive')",-2.0421026,-1.9892168,-1.1715914,-1.0463771,0.1252143
13,0.23669699,0.28862423,"('impolite', 'polite')",-0.8194806,-0.8156017,-0.2913918,-0.2634887,0.0279031
14,1.1688325,1.1804881,"('antisocial', 'social')",-0.40507236,-0.43335578,0.3818801,0.3735662,-0.0083139
15,-0.14354302,-0.2541261,"('boring', 'funny')",0.6744249,0.607495,0.2654409,0.1766845,-0.0887564
16,-1.0348305,-0.97007245,"('unpopular', 'popular')",0.5059688,0.5102283,-0.2644308,-0.2299221,0.0345087
17,-0.34761268,-0.26560032,"('nasty', 'nice')",-0.32779497,-0.30238837,-0.3377038,-0.2839943,0.0537095
18,-0.012362532,0.1001259,"('disagreeable', 'welcoming')",-0.3218133,-0.31965435,-0.1670879,-0.1097642,0.0573237
19,-1.621417,-1.580931,"('inhospitable', 'hospitable')",-0.18831363,-0.08208443,-0.9048653,-0.8315077,0.0733576
20,0.41784704,0.44777134,"('rough', 'thoughtful')",1.2015022,1.1293794,0.8096746,0.7885754,-0.0210992
21,0.8078888,0.8202798,"('immoral', 'moral')",-0.6942869,-0.5652818,0.056801,0.127499,0.070698
22,0.7430663,0.78386134,"('untrustworthy', 'trustworthy')",-0.85402125,-0.88554406,-0.0554775,-0.0508414,0.0046361
23,0.17778495,0.23137334,"('insincere', 'sincere')",5.4073133,5.3669066,2.7925491,2.79914,0.0065909
24,-0.10639616,-0.108603716,"('dishonest', 'honest')",0.7733382,0.73364586,0.333471,0.3125211,-0.0209499
25,-0.35041526,-0.39535522,"('egoistic', 'altruistic')",1.6628087,1.5662181,0.6561967,0.5854315,-0.0707652
26,0.34675327,0.25840315,"('hardhearted', 'benevolent')",1.964922,1.9203799,1.1558377,1.0893915,-0.0664462
27,0.018628981,0.08644767,"('hardhearted', 'softhearted')",1.4997654,1.3678079,0.7591972,0.7271278,-0.0320694
28,-0.26289952,-0.39992335,"('disloyal', 'loyal')",0.88360006,0.80511934,0.3103503,0.202598,-0.1077523
29,-1.1077558,-1.2170526,"('unfair', 'fair')",-0.2814753,-0.47588098,-0.6946155,-0.8464668,-0.1518513
30,1.263275,1.2924939,"('intolerant', 'tolerant')",1.3099597,1.333523,1.2866173,1.3130085,0.0263912
31,-1.5514112,-1.5145639,"('evil', 'good')",-0.6284891,-0.7809117,-1.0899501,-1.1477377,-0.0577876
32,0.41795534,0.41794983,"('unkind', 'kind')",0.8521998,0.73173,0.6350776,0.5748399,-0.0602377
33,-0.033408307,-0.09561844,"('wrong', 'right')",-0.26039636,-0.3793024,-0.1469023,-0.2374604,-0.0905581
34,-0.45018297,-0.27219227,"('mean', 'honorable')",5.7076316,5.9043717,2.6287243,2.8160896,0.1873653
35,-0.71634775,-0.89575565,"('corrupt', 'incorrupt')",0.14924976,-0.09391287,-0.283549,-0.4948342,-0.2112852
36,-1.494935,-1.658934,"('hostile', 'amicable')",0.5076818,0.21698713,-0.4936266,-0.7209734,-0.2273468
37,0.43471754,0.4502995,"('fake', 'genuine')",0.4543368,0.48307198,0.4445271,0.4666857,0.0221586
38,-0.8434062,-0.8000831,"('untruthful', 'truthful')",-0.44326922,-0.38006094,-0.6433377,-0.590072,0.0532657
39,0.958433,1.1159027,"('exploitative', 'cooperative')",0.32885763,0.32269803,0.6436453,0.7193003,0.075655
40,0.5331492,0.4692921,"('stingy', 'generous')",-1.392322,-1.4992673,-0.4295864,-0.5149876,-0.0854012
41,0.52464163,0.5717671,"('unforgiving', 'forgiving')",-0.0012467769,-0.08552148,0.2616974,0.2431228,-0.0185746
42,1.1306573,1.2711732,"('unreliable', 'reliable')",-2.7486122,-2.6069698,-0.8089774,-0.6678983,0.1410791
43,0.27898374,0.45373076,"('irresponsible', 'responsible')",0.5796499,0.6255722,0.4293168,0.5396515,0.1103347
44,0.6202776,0.6212195,"('prejudiced', 'unprejudiced')",-1.1980119,-1.1711838,-0.2888671,-0.2749822,0.0138849
45,0.18854022,0.26917332,"('incompetent', 'competent')",-0.12831911,-0.12967993,0.0301106,0.0697467,0.0396361
46,0.26049164,0.38052234,"('uncompetitive', 'competitive')",-1.0101036,-0.9614428,-0.374806,-0.2904602,0.0843458
47,0.4567325,0.5185473,"('stupid', 'smart')",5.6058545,5.711941,3.0312934,3.1152439,0.0839505
48,0.4258689,0.41041386,"('unintelligent', 'intelligent')",0.6289138,0.69874734,0.5273914,0.5545806,0.0271892
49,-0.11712847,0.07867136,"('unable', 'able')",-0.066315725,0.064859405,-0.0917221,0.0717654,0.1634875
50,0.42812997,0.43366706,"('clumsy', 'skillful')",-0.04761938,-0.06610225,0.1902553,0.1837824,-0.0064729
51,0.0049311444,-0.109703764,"('uneducated', 'educated')",0.0075645596,0.03359165,0.0062479,-0.0380561,-0.044304
52,-0.6197975,-0.8280954,"('irrational', 'rational')",0.5247676,0.31466377,-0.047515,-0.2567158,-0.2092008
53,-1.2778269,-1.2562823,"('uncreative', 'creative')",0.88178164,0.8790341,-0.1980226,-0.1886241,0.0093985
54,-0.75394946,-0.80530745,"('incapable', 'capable')",1.1210887,1.1938237,0.1835696,0.1942581,0.0106885
55,0.82529277,0.9085916,"('incompetent', 'clever')",0.06208805,0.14267941,0.4436904,0.5256355,0.0819451
56,0.5641128,0.65233654,"('impractical', 'practical')",0.057687387,0.13892075,0.3109001,0.3956286,0.0847285
57,-0.3099702,-0.26622006,"('unimaginative', 'imaginative')",-2.3444788,-2.3197372,-1.3272245,-1.2929786,0.0342459
58,-0.076611795,-0.10363011,"('undiscriminating', 'discriminating')",0.074287444,0.04227035,-0.0011622,-0.0306799,-0.0295177
59,-0.24831353,-0.32636878,"('foolish', 'wise')",0.6257445,0.58775127,0.1887155,0.1306912,-0.0580243
60,1.5565565,1.761348,"('inefficient', 'efficient')",-0.3390799,-0.12525716,0.6087383,0.8180454,0.2093071
61,0.017944414,-0.036028773,"('illogical', 'logical')",0.4146232,0.22866306,0.2162838,0.0963171,-0.1199667
62,0.8000355,0.99770004,"('incompetent', 'brilliant')",0.052641686,0.25728127,0.4263386,0.6274906,0.201152
63,-0.08089212,0.09362447,"('unperceptive', 'insightful')",0.37701982,0.552518,0.1480639,0.3230712,0.1750073
64,0.5827098,0.5627268,"('shy', 'confident')",-6.669103,-6.6527057,-3.0431967,-3.0449893,-0.0017926
65,1.2280829,1.1435239,"('insecure', 'secure')",-0.3299975,-0.30893674,0.4490427,0.4172936,-0.0317491
66,-1.0921313,-1.1772215,"('inactive', 'active')",0.5574896,0.51306343,-0.2673208,-0.3320791,-0.0647583
67,0.504205,0.54533577,"('doubtful', 'determined')",-0.3541897,-0.2765653,0.0750076,0.1343852,0.0593776
68,-0.44249767,-0.48457438,"('dependent', 'independent')",-0.65191895,-0.6463643,-0.5472083,-0.5654693,-0.018261
69,0.2167702,0.24580494,"('lazy', 'industrious')",-0.46829024,-0.48877603,-0.12576,-0.1214855,0.0042745
70,0.47171202,0.61943007,"('lethargic', 'energetic')",0.44686395,0.5615843,0.459288,0.5905071,0.1312191
71,-0.90489143,-0.873878,"('diffident', 'self-confident')",0.5945378,0.59012866,-0.1551768,-0.1418747,0.0133021
