,brookfield_male,brookfield_female,tuple,property_male,property_female,reit_male,reit_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.44227868,-0.55967003,"('unsociable', 'sociable')",0.79731953,0.65188295,0.16823854,0.09578703,-0.013854367,-0.13152176,0.1273562,0.0141195,-0.1132367
1,-1.0697463,-1.0887884,"('unfriendly', 'friendly')",-1.0949916,-1.1008104,-0.38897368,-0.35045528,1.8398076,1.7088056,-0.1784759,-0.2078121,-0.0293362
2,0.26298115,0.36306548,"('unlikable', 'likable')",0.85281104,0.911933,1.1001308,1.1934792,0.7619775,0.8553513,0.7444751,0.8309573,0.0864822
3,-0.043294705,0.031554382,"('repellent', 'pleasant')",-0.15047124,-0.09921813,0.21666008,0.3085135,0.25608736,0.31976297,0.0697454,0.1401532,0.0704078
4,0.28864312,0.26930648,"('disliked', 'liked')",-0.6968784,-0.7013705,-0.21253325,-0.2047137,-6.2705083,-6.3596573,-1.7228192,-1.7491088,-0.0262896
5,-0.38271016,-0.31000707,"('distant', 'outgoing')",-0.968752,-0.8879909,-0.64318347,-0.56753695,-0.46465468,-0.4821102,-0.6148251,-0.5619113,0.0529138
6,-0.34978107,-0.24939317,"('distant', 'open')",-1.1473697,-1.0763822,-0.9554195,-0.86814237,0.057299174,0.040565286,-0.5988178,-0.5383381,0.0604797
7,0.2188973,0.18465388,"('insensitive', 'sensitive')",1.0271211,1.0179837,0.71229947,0.8172747,1.2410222,1.2431747,0.799835,0.8157717,0.0159367
8,-0.66200495,-0.6828686,"('unaffectionate', 'affectionate')",-0.28670582,-0.29259843,-0.58506453,-0.5717358,0.7201028,0.63641673,-0.2034181,-0.2276965,-0.0242784
9,-0.64867485,-0.7010444,"('unaffectionate', 'caring')",0.3794116,0.36643898,-0.4067114,-0.33832237,1.2468812,1.2428312,0.1427267,0.1424759,-0.0002508
10,-0.5068993,-0.55998826,"('unsympathetic', 'sympathetic')",0.49998257,0.45610118,-0.34305194,-0.26953354,0.19781946,0.20930347,-0.0380373,-0.0410293,-0.002992
11,-0.22810407,-0.2788181,"('unhelpful', 'helpful')",0.30747938,0.28173518,-0.64904046,-0.6072165,2.1746876,2.2387135,0.4012556,0.4086035,0.0073479
12,0.45666558,0.4755753,"('unsupportive', 'supportive')",1.4494518,1.5003479,-0.25923607,-0.07775194,-1.2985651,-1.2513471,0.087079,0.161706,0.074627
13,0.47921318,0.39635012,"('impolite', 'polite')",1.1657275,1.0839709,0.5186706,0.4766547,0.05169926,-0.0018466413,0.5538276,0.4887823,-0.0650453
14,0.22359443,0.20521337,"('antisocial', 'social')",1.6658101,1.637704,0.227348,0.24973646,-0.35209844,-0.32563138,0.4411635,0.4417557,0.0005922
15,-0.21703778,-0.27304763,"('boring', 'funny')",-0.1259786,-0.15973118,1.1778699,1.117379,0.35685992,0.3371395,0.2979284,0.2554349,-0.0424935
16,-0.45448422,-0.48553234,"('unpopular', 'popular')",-0.99074256,-0.96862394,-0.070884585,-0.053970717,0.24138698,0.24038577,-0.3186811,-0.3169353,0.0017458
17,0.14202173,0.18375146,"('nasty', 'nice')",0.047169276,0.10112031,1.10241,1.188501,-0.5856024,-0.53614235,0.1764996,0.2343076,0.057808
18,-0.025115345,0.016163014,"('disagreeable', 'welcoming')",-0.70884246,-0.6539037,-0.6092099,-0.5245872,-0.3156944,-0.34581184,-0.4147155,-0.377035,0.0376805
19,-0.16158172,-0.09577718,"('inhospitable', 'hospitable')",-1.3464395,-1.315353,-1.3322662,-1.3092717,-0.010681853,0.035861198,-0.7127423,-0.6711351,0.0416072
20,-0.481659,-0.47490552,"('rough', 'thoughtful')",-0.1345422,-0.11263129,-0.19689332,-0.20005526,1.1637992,1.1158346,0.0876762,0.0820606,-0.0056156
21,0.32828507,0.32383412,"('immoral', 'moral')",1.0368766,1.013437,0.44552904,0.5219972,-0.3696901,-0.3301993,0.3602501,0.3822673,0.0220172
22,0.43714634,0.39091152,"('untrustworthy', 'trustworthy')",-1.2951288,-1.289887,-0.22869216,-0.22373194,-0.5816118,-0.6510163,-0.4170716,-0.4434309,-0.0263593
23,-0.77319515,-0.86056185,"('insincere', 'sincere')",0.810451,0.71127737,0.15426299,0.15226553,5.955196,5.8562346,1.5366787,1.4648039,-0.0718748
24,0.19540781,0.15705341,"('dishonest', 'honest')",-0.28717187,-0.32379898,-0.45959485,-0.42814374,1.0226041,0.9584741,0.1178113,0.0908962,-0.0269151
25,0.04990561,0.042121816,"('egoistic', 'altruistic')",-0.32831165,-0.26789796,0.47718954,0.4877919,1.3664576,1.3350934,0.3913103,0.3992773,0.007967
26,-0.101849385,-0.16043076,"('hardhearted', 'benevolent')",0.5174913,0.5101572,1.5201015,1.5104514,1.7200124,1.6644298,0.913939,0.8811519,-0.0327871
27,-0.83663815,-0.834084,"('hardhearted', 'softhearted')",-0.7396729,-0.6876123,0.21319146,0.29658136,1.4815879,1.3400387,0.0296171,0.0287309,-0.0008862
28,-0.100314096,-0.2731719,"('disloyal', 'loyal')",0.7988062,0.63919294,-0.5381538,-0.6439541,1.0890219,0.9647979,0.3123401,0.1717162,-0.1406239
29,0.46955726,0.44791988,"('unfair', 'fair')",-0.68217796,-0.69442695,-0.9432507,-0.9228272,-0.35475212,-0.4783009,-0.3776559,-0.4119088,-0.0342529
30,0.13842581,0.11208043,"('intolerant', 'tolerant')",1.8536819,1.8218036,0.6801538,0.7303242,1.191313,1.1843164,0.9658936,0.9621311,-0.0037625
31,-0.7155682,-0.5674787,"('evil', 'good')",-2.1925387,-2.1068158,-0.9841894,-0.89297163,-1.4055408,-1.4744415,-1.3244593,-1.2604269,0.0640324
32,-0.93267334,-1.0203707,"('unkind', 'kind')",0.013717335,-0.026170755,-0.24692985,-0.25167102,1.3858595,1.2801949,0.0549934,-0.0045044,-0.0594978
33,0.43062422,0.385018,"('wrong', 'right')",0.5089829,0.5040377,0.61056703,0.59309214,-0.7893779,-0.83608717,0.1901991,0.1615152,-0.0286839
34,-0.46054554,-0.37318182,"('mean', 'honorable')",0.25517535,0.31328264,0.54563904,0.6639817,6.0894904,6.1428256,1.6074398,1.686727,0.0792872
35,0.8897997,0.8648694,"('corrupt', 'incorrupt')",-1.6110681,-1.6526301,0.14591146,0.077725634,-0.45508274,-0.64612377,-0.2576099,-0.3390397,-0.0814298
36,0.06956467,0.076030485,"('hostile', 'amicable')",-0.7718427,-0.8176288,1.2160826,1.1943327,0.2392267,0.06727073,0.1882578,0.1300013,-0.0582565
37,0.015246435,-0.012701188,"('fake', 'genuine')",-0.18450888,-0.22595333,-0.83477294,-0.8097608,0.3795058,0.35163045,-0.1561324,-0.1741962,-0.0180638
38,0.0062832274,0.0058162864,"('untruthful', 'truthful')",-0.022081047,-0.015505984,-0.3319069,-0.27784184,-0.10331468,-0.080021836,-0.1127549,-0.0918883,0.0208666
39,1.5498507,1.5600055,"('exploitative', 'cooperative')",0.20432833,0.23345535,0.33921894,0.36476788,0.46620506,0.45525667,0.6399007,0.6533713,0.0134706
40,0.44220868,0.4451106,"('stingy', 'generous')",1.1697196,1.2080159,0.7346373,0.8167564,-1.2113603,-1.3478494,0.2838013,0.2805084,-0.0032929
41,-0.31197917,-0.2884307,"('unforgiving', 'forgiving')",-0.55005,-0.5791641,0.22094603,0.24675167,0.18186958,0.1530717,-0.1148034,-0.1169429,-0.0021395
42,0.98684055,0.9896872,"('unreliable', 'reliable')",0.99873585,1.0591881,1.1099064,1.1954445,-2.7331424,-2.678106,0.0905851,0.1415535,0.0509684
43,-0.75548446,-0.7468374,"('irresponsible', 'responsible')",0.9896257,1.0290842,-0.18617669,-0.069095545,1.0607669,1.0921848,0.2771829,0.326334,0.0491511
44,0.30740845,0.38629416,"('prejudiced', 'unprejudiced')",-0.5375613,-0.43205455,-0.22514695,-0.1911784,-1.4851587,-1.5023657,-0.4851146,-0.4348261,0.0502885
45,-0.3223417,-0.33964723,"('incompetent', 'competent')",-0.067375675,-0.109373346,-0.88152325,-0.83145547,-0.10917412,-0.13117932,-0.3451037,-0.3529139,-0.0078102
46,-0.18181147,-0.25134385,"('uncompetitive', 'competitive')",0.6126075,0.5970325,0.09909872,0.14197554,-0.1413218,-0.14845549,0.0971432,0.0848022,-0.012341
47,-0.26539078,-0.19349286,"('stupid', 'smart')",0.71241146,0.715488,0.5923631,0.6275733,5.4951296,5.575121,1.6336284,1.6811724,0.047544
48,-0.9292001,-1.0119115,"('unintelligent', 'intelligent')",0.08426069,0.029585661,-1.0250171,-1.0241072,0.6676942,0.67316914,-0.3005656,-0.333316,-0.0327504
49,-1.1045407,-1.0832299,"('unable', 'able')",-1.545106,-1.5259417,-1.4027056,-1.3675628,-0.44322753,-0.3282627,-1.1238949,-1.0762492,0.0476457
50,0.15863782,0.11083199,"('clumsy', 'skillful')",-0.18302311,-0.20901525,0.59586686,0.56366354,0.20346174,0.11868084,0.1937358,0.1460403,-0.0476955
51,-0.02908522,-0.14102995,"('uneducated', 'educated')",-0.56942225,-0.61092395,-1.2580714,-1.3889534,0.6480408,0.5859311,-0.3021345,-0.3887441,-0.0866096
52,0.35400864,0.2836589,"('irrational', 'rational')",-0.80257356,-0.84778035,0.1616246,0.104535356,-0.091947526,-0.18832935,-0.094722,-0.1619789,-0.0672569
53,-0.6239449,-0.6592204,"('uncreative', 'creative')",0.157469,0.12666044,-0.70436704,-0.654888,1.2857561,1.1968101,0.0287283,0.0023405,-0.0263878
54,-0.27297315,-0.272506,"('incapable', 'capable')",-0.4269154,-0.4209199,-0.18337554,-0.19051044,1.0302902,1.0956732,0.0367565,0.0529342,0.0161777
55,-0.39600098,-0.41484025,"('incompetent', 'clever')",0.11030215,0.09499934,-1.0424193,-1.0051496,0.23642772,0.25709054,-0.2729226,-0.266975,0.0059476
56,-0.5051769,-0.53612065,"('impractical', 'practical')",1.0380559,1.014697,-0.3423444,-0.3304779,-0.25772285,-0.17481013,-0.0167971,-0.0066779,0.0101192
57,-0.599924,-0.64622235,"('unimaginative', 'imaginative')",0.29369003,0.29954696,-0.33157715,-0.2872277,-2.2688165,-2.2041643,-0.7266569,-0.7095168,0.0171401
58,-0.8760477,-0.8783493,"('undiscriminating', 'discriminating')",0.5141722,0.4974413,0.08678545,0.095019445,0.1770755,0.14737567,-0.0245036,-0.0346282,-0.0101246
59,0.8104824,0.82978743,"('foolish', 'wise')",-0.51520205,-0.49489874,0.3854741,0.35165587,0.16386743,0.12535577,0.2111555,0.2029751,-0.0081804
60,-0.4776677,-0.5199642,"('inefficient', 'efficient')",0.65796036,0.64152914,-0.42343625,-0.38046354,0.06840073,0.19202347,-0.0436857,-0.0167188,0.0269669
61,0.6900717,0.60553765,"('illogical', 'logical')",-0.18451375,-0.2879262,0.20865026,0.13646986,0.49942225,0.37655303,0.3034076,0.2076586,-0.095749
62,-0.162777,-0.11663383,"('incompetent', 'brilliant')",0.2816791,0.32483461,-0.38208085,-0.3001216,0.24774879,0.39170176,-0.0038575,0.0749452,0.0788027
