,forest_male,forest_female,tuple,labs_male,labs_female,inc_male,inc_female,average_male,average_female,female-male
0,0.23949379,0.15807256,"('unsociable', 'sociable')",0.68431115,0.61661446,-0.5185539,-0.6552647,0.1350837,0.0398075,-0.0952762
1,0.654515,0.55621487,"('unfriendly', 'friendly')",-0.29708663,-0.47296983,2.2730527,2.2013166,0.876827,0.7615205,-0.1153065
2,0.039735403,-0.005145952,"('unlikable', 'likable')",0.0782181,0.10336974,0.39805505,0.49804354,0.1720029,0.1987558,0.0267529
3,-0.64310235,-0.5728457,"('repellent', 'pleasant')",0.24570663,0.36435848,0.2788822,0.38118923,-0.0395045,0.0575673,0.0970718
4,-0.7603784,-0.8313561,"('disliked', 'liked')",-0.7477761,-0.8149237,-6.5480275,-6.6756463,-2.685394,-2.7739754,-0.0885814
5,-0.6210862,-0.6461666,"('distant', 'outgoing')",-0.9904539,-1.0099571,0.25567117,0.28058046,-0.4519563,-0.4585144,-0.0065581
6,-0.3785535,-0.42894346,"('distant', 'open')",-1.2334311,-1.2562821,1.058606,1.0883653,-0.1844595,-0.1989534,-0.0144939
7,0.8958746,0.9164925,"('insensitive', 'sensitive')",0.7549341,0.94394344,0.56200016,0.63369244,0.7376029,0.8313762,0.0937733
8,0.6475881,0.5616652,"('unaffectionate', 'affectionate')",-0.36272752,-0.49134436,1.4185,1.3911469,0.5677869,0.4871559,-0.080631
9,1.1681149,1.1146824,"('unaffectionate', 'caring')",-0.20073996,-0.240652,1.6031108,1.6495667,0.8568285,0.8411991,-0.0156294
10,0.54756135,0.5404342,"('unsympathetic', 'sympathetic')",0.21218026,0.28957877,-0.45554525,-0.42482376,0.1013988,0.1350631,0.0336643
11,0.22079961,0.33241242,"('unhelpful', 'helpful')",1.1311245,1.272877,1.5775857,1.7166103,0.9765032,1.1073,0.1307968
12,0.80574405,0.8564355,"('unsupportive', 'supportive')",0.04154878,0.21118069,-2.0009167,-1.9649256,-0.3845413,-0.2991031,0.0854382
13,0.0886329,0.17259598,"('impolite', 'polite')",-0.1368716,-0.056296095,-0.7542834,-0.81268644,-0.2675074,-0.2321289,0.0353785
14,1.0923492,1.0882951,"('antisocial', 'social')",1.1430405,1.2309841,-0.85960776,-0.90758735,0.458594,0.470564,0.01197
15,-0.008096725,-0.0399204,"('boring', 'funny')",0.10134712,-0.015652627,0.5320834,0.45284784,0.2084446,0.1324249,-0.0760197
