,timetable_male,timetable_female,tuple,average_male,average_female,female-male
0,0.92114264,0.9406708,"('unsociable', 'sociable')",0.9211426,0.9406708,0.0195282
1,0.67164916,0.6628174,"('unfriendly', 'friendly')",0.6716492,0.6628174,-0.0088318
2,0.49705228,0.724787,"('unlikable', 'likable')",0.4970523,0.724787,0.2277347
3,1.1010976,1.2352023,"('repellent', 'pleasant')",1.1010976,1.2352023,0.1341047
4,-6.956977,-6.8209505,"('disliked', 'liked')",-6.9569769,-6.8209505,0.1360264
5,-0.7613147,-0.4275862,"('distant', 'outgoing')",-0.7613147,-0.4275862,0.3337285
6,-0.75437593,-0.48851904,"('distant', 'open')",-0.7543759,-0.488519,0.2658569
7,1.4658732,1.4386611,"('insensitive', 'sensitive')",1.4658732,1.4386611,-0.0272121
8,0.26969323,0.1933217,"('unaffectionate', 'affectionate')",0.2696932,0.1933217,-0.0763715
9,1.1702678,1.1704752,"('unaffectionate', 'caring')",1.1702678,1.1704752,0.0002074
10,1.8645066,1.9568114,"('unsympathetic', 'sympathetic')",1.8645066,1.9568114,0.0923048
11,2.4453478,2.443201,"('unhelpful', 'helpful')",2.4453478,2.4432011,-0.0021467
12,-1.1370589,-0.9859741,"('unsupportive', 'supportive')",-1.1370589,-0.9859741,0.1510848
13,1.178433,1.1711085,"('impolite', 'polite')",1.1784329,1.1711085,-0.0073244
14,0.5162748,0.46789545,"('antisocial', 'social')",0.5162748,0.4678954,-0.0483794
15,0.39054623,0.32690266,"('boring', 'funny')",0.3905462,0.3269027,-0.0636435
16,-0.2934363,-0.30469996,"('unpopular', 'popular')",-0.2934363,-0.3047,-0.0112637
17,-0.31653166,-0.20080285,"('nasty', 'nice')",-0.3165317,-0.2008028,0.1157289
18,-0.91416353,-0.81587213,"('disagreeable', 'welcoming')",-0.9141635,-0.8158721,0.0982914
19,-0.9521982,-0.69144255,"('inhospitable', 'hospitable')",-0.9521982,-0.6914425,0.2607557
20,0.7947298,0.63238996,"('rough', 'thoughtful')",0.7947298,0.63239,-0.1623398
21,0.68750507,0.89694595,"('immoral', 'moral')",0.6875051,0.896946,0.2094409
22,0.34385633,0.4934873,"('untrustworthy', 'trustworthy')",0.3438563,0.4934873,0.149631
23,6.6086345,6.5769424,"('insincere', 'sincere')",6.6086345,6.5769424,-0.0316921
24,1.9762739,2.124704,"('dishonest', 'honest')",1.9762739,2.1247039,0.14843
25,-0.11590045,-0.23363012,"('egoistic', 'altruistic')",-0.1159004,-0.2336301,-0.1177297
26,0.24484096,-0.11333254,"('hardhearted', 'benevolent')",0.244841,-0.1133325,-0.3581735
