,extra_male,extra_female,tuple,space_male,space_female,storage_male,storage_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.070748135,-0.13877986,"('unsociable', 'sociable')",-0.37352142,-0.4025374,1.3187475,1.3488047,-0.33120716,-0.4529133,0.1358177,0.0886435,-0.0471742
1,-1.4547133,-1.4498163,"('unfriendly', 'friendly')",-0.5945412,-0.6924519,-0.044760205,-0.16621713,2.2610102,2.0902116,0.0417489,-0.0545684,-0.0963173
2,-0.11578951,-0.07190581,"('unlikable', 'likable')",-0.31775308,-0.2806642,0.44885916,0.4542547,0.09273329,0.13496582,0.0270125,0.0591626,0.0321501
3,0.21469335,0.30405188,"('repellent', 'pleasant')",-0.20221063,-0.14132166,0.5178472,0.6645345,0.26704377,0.35459685,0.1993434,0.2954654,0.096122
4,-0.9417508,-0.8991539,"('disliked', 'liked')",-0.50065434,-0.53724915,-1.2141896,-1.2499361,-6.275289,-6.5868797,-2.232971,-2.3183048,-0.0853338
5,-1.8902113,-1.8201227,"('distant', 'outgoing')",-1.5291749,-1.5288602,-1.5854445,-1.648135,-0.2846419,-0.4124316,-1.3223681,-1.3523874,-0.0300193
6,-2.2612605,-2.1836197,"('distant', 'open')",-1.320635,-1.3697133,-1.7862232,-1.8827341,0.33233964,0.24314538,-1.2589446,-1.2982304,-0.0392858
7,0.32328653,0.34385315,"('insensitive', 'sensitive')",0.09573941,0.16303587,0.9633513,1.0669961,0.77245295,0.80832005,0.5387076,0.5955513,0.0568437
8,-0.537272,-0.55966973,"('unaffectionate', 'affectionate')",-0.52137053,-0.5973128,-0.57541776,-0.7119256,1.2250417,1.1448127,-0.1022546,-0.1810239,-0.0787693
9,-0.12091644,-0.08422112,"('unaffectionate', 'caring')",-0.90680784,-0.91996235,-0.22194113,-0.32159108,1.3719442,1.3620583,0.0305697,0.009071,-0.0214987
10,-0.35159132,-0.3896359,"('unsympathetic', 'sympathetic')",-0.6898534,-0.62287945,0.0652853,0.19482562,-0.43765473,-0.35541186,-0.3534535,-0.2932754,0.0601781
11,1.1086752,1.1040772,"('unhelpful', 'helpful')",-0.024224851,0.07561059,0.82646143,0.8854354,1.5363636,1.6189104,0.8618189,0.9210085,0.0591896
12,0.38128394,0.4790159,"('unsupportive', 'supportive')",-0.06893983,0.041597337,0.33672592,0.40631968,-1.8254778,-1.8765278,-0.294102,-0.2373987,0.0567033
13,0.7027273,0.667265,"('impolite', 'polite')",0.21925285,0.26302233,0.8477736,0.9115251,-0.70042306,-0.7063036,0.2673327,0.2838772,0.0165445
14,0.64916086,0.6680209,"('antisocial', 'social')",0.34650457,0.44954488,2.1323256,2.2785661,-0.52378625,-0.52854955,0.6510512,0.7168956,0.0658444
15,-0.48118848,-0.49125302,"('boring', 'funny')",-0.012236532,-0.061285764,-0.0063910633,-0.103957385,0.6490071,0.5517422,0.0372978,-0.0261885,-0.0634863
16,-1.3089951,-1.2869581,"('unpopular', 'popular')",-0.5707199,-0.6678971,-0.6528912,-0.66659,0.45041835,0.40134308,-0.5205469,-0.5550255,-0.0344786
17,-0.7034053,-0.566433,"('nasty', 'nice')",-0.5268111,-0.4805031,-0.9033937,-0.8367455,-0.5274216,-0.4550678,-0.6652579,-0.5846874,0.0805705
18,-0.7577432,-0.67208135,"('disagreeable', 'welcoming')",-0.90470386,-0.8439761,-0.27517748,-0.22312556,-0.2774406,-0.33715543,-0.5537663,-0.5190846,0.0346817
19,-2.8796027,-2.8887565,"('inhospitable', 'hospitable')",-2.5602884,-2.6508083,-2.844569,-2.8784647,-0.27542838,-0.30324918,-2.1399722,-2.1803198,-0.0403476
20,-0.17654186,-0.17841265,"('rough', 'thoughtful')",-0.16086249,-0.109319136,0.6285516,0.66767997,1.1685724,1.1449587,0.3649299,0.3812267,0.0162968
21,0.29852608,0.2655574,"('immoral', 'moral')",-0.02176112,0.005513843,1.1989582,1.2723529,-0.8859994,-0.8239197,0.1474309,0.1798761,0.0324452
22,0.093806215,0.05225269,"('untrustworthy', 'trustworthy')",-0.021488728,-0.03551979,0.89993656,0.8780508,-0.81011117,-0.8051804,0.0405357,0.0224008,-0.0181349
23,-0.1309002,-0.17984772,"('insincere', 'sincere')",-0.31886786,-0.30644563,0.727909,0.7910286,5.9445925,6.034526,1.5556834,1.5848153,0.0291319
24,0.75737023,0.7839443,"('dishonest', 'honest')",0.19464268,0.21497026,0.38521278,0.35208315,0.9870959,0.96834344,0.5810804,0.5798353,-0.0012451
25,-0.6072419,-0.54980975,"('egoistic', 'altruistic')",-0.06794293,-0.119981885,-0.08215402,-0.13737929,1.9485192,1.8748074,0.2977951,0.2669091,-0.030886
26,0.123366654,0.18003112,"('hardhearted', 'benevolent')",0.100356355,0.10962047,1.3684751,1.3562944,1.8087472,1.7024208,0.8502363,0.8370917,-0.0131446
27,-0.25146946,-0.14080253,"('hardhearted', 'softhearted')",-0.27826458,-0.22367036,-0.32229817,-0.36998913,1.7069998,1.5810467,0.2137419,0.2116462,-0.0020957
