,monster_male,monster_female,tuple,worldwide_male,worldwide_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.04033749,-0.1961226,"('unsociable', 'sociable')",-0.061124824,-0.14602253,-0.8760193,-1.0349383,-0.3258272,-0.4590278,-0.1332006
1,0.85283196,0.5573959,"('unfriendly', 'friendly')",0.7738971,0.65403026,2.4337137,2.316914,1.353481,1.1761134,-0.1773676
2,-0.7791242,-0.8433123,"('unlikable', 'likable')",0.33094758,0.41752297,0.16076593,0.21964052,-0.0958036,-0.0687163,0.0270873
3,-1.1579931,-1.2035517,"('repellent', 'pleasant')",-0.5316596,-0.48464704,-0.17914583,-0.14823143,-0.6229328,-0.6121434,0.0107894
4,-1.1785504,-1.3719815,"('disliked', 'liked')",-0.22949576,-0.30410528,-6.504842,-6.5749044,-2.6376294,-2.7503303,-0.1127009
5,-0.14157785,-0.30542147,"('distant', 'outgoing')",0.92378736,0.8096555,0.7520824,0.77795774,0.5114307,0.4273973,-0.0840334
6,-0.80908793,-0.9658162,"('distant', 'open')",0.04315938,-0.10448114,0.8745404,0.89902383,0.0362039,-0.0570912,-0.0932951
7,-0.5581194,-0.57899463,"('insensitive', 'sensitive')",-0.70290947,-0.6042835,0.38246343,0.3916134,-0.2928551,-0.2638882,0.0289669
8,0.49606687,0.35695085,"('unaffectionate', 'affectionate')",-0.059582755,-0.121634394,1.3593376,1.3503164,0.5986072,0.5285443,-0.0700629
9,1.1218523,1.0573887,"('unaffectionate', 'caring')",0.6605433,0.65332514,1.7172989,1.7196449,1.1665648,1.143453,-0.0231118
10,-0.08676545,-0.023760123,"('unsympathetic', 'sympathetic')",-1.4398576,-1.2252768,-1.104734,-1.133197,-0.877119,-0.794078,0.083041
11,0.35348085,0.44024935,"('unhelpful', 'helpful')",0.2909571,0.41934916,1.638317,1.7076967,0.7609183,0.855765,0.0948467
12,0.7486637,0.72151035,"('unsupportive', 'supportive')",1.095096,1.2169883,-1.6400299,-1.626036,0.06791,0.1041542,0.0362442
13,-0.3356099,-0.30219308,"('impolite', 'polite')",-0.53712624,-0.5552983,-0.7132442,-0.7507455,-0.5286601,-0.5360789,-0.0074188
14,-1.0593339,-1.0469346,"('antisocial', 'social')",0.3131814,0.41679716,-1.2883769,-1.244965,-0.6781765,-0.6250341,0.0531424
15,0.35889146,0.32731614,"('boring', 'funny')",0.28197977,0.16281848,1.0163488,1.0018291,0.5524067,0.4973212,-0.0550855
16,-1.9374901,-1.9515563,"('unpopular', 'popular')",-0.5097404,-0.5595858,0.4184386,0.4523366,-0.676264,-0.6862686,-0.0100046
17,-1.961068,-2.0018282,"('nasty', 'nice')",-1.7669797,-1.6175315,-0.5696809,-0.43051213,-1.4325762,-1.3499573,0.0826189
18,-1.5037777,-1.5867953,"('disagreeable', 'welcoming')",0.27436608,0.31519488,-0.37655035,-0.37111327,-0.5353206,-0.5475713,-0.0122507
19,-0.12572758,-0.20380475,"('inhospitable', 'hospitable')",0.25442594,0.09732923,0.6297435,0.615589,0.252814,0.1697045,-0.0831095
20,-0.9374998,-0.91526276,"('rough', 'thoughtful')",-0.6961188,-0.602662,0.2798256,0.30136788,-0.4512643,-0.405519,0.0457453
