,nonbeliever_male,nonbeliever_female,tuple,average_male,average_female,female-male
0,-2.046721,-2.2238452,"('unsociable', 'sociable')",-2.046721,-2.2238452,-0.1771242
1,-0.7674213,-0.91217685,"('unfriendly', 'friendly')",-0.7674213,-0.9121768,-0.1447555
2,0.016559672,0.14430377,"('unlikable', 'likable')",0.0165597,0.1443038,0.1277441
3,-1.4851223,-1.3499521,"('repellent', 'pleasant')",-1.4851223,-1.3499521,0.1351702
4,-0.07086832,-0.116849415,"('disliked', 'liked')",-0.0708683,-0.1168494,-0.0459811
5,1.3631086,1.508323,"('distant', 'outgoing')",1.3631086,1.508323,0.1452144
6,1.3992397,1.484694,"('distant', 'open')",1.3992397,1.484694,0.0854543
7,-0.66336036,-0.67977864,"('insensitive', 'sensitive')",-0.6633604,-0.6797786,-0.0164182
8,-0.9264483,-0.9823185,"('unaffectionate', 'affectionate')",-0.9264483,-0.9823185,-0.0558702
9,-0.39666855,-0.42129883,"('unaffectionate', 'caring')",-0.3966686,-0.4212988,-0.0246302
10,-2.1286104,-2.247392,"('unsympathetic', 'sympathetic')",-2.1286104,-2.2473919,-0.1187815
11,-1.4116212,-1.2760946,"('unhelpful', 'helpful')",-1.4116212,-1.2760946,0.1355266
12,-1.6017936,-1.5171134,"('unsupportive', 'supportive')",-1.6017936,-1.5171134,0.0846802
13,-1.5062544,-1.4542198,"('impolite', 'polite')",-1.5062544,-1.4542198,0.0520346
14,-1.478,-1.5792282,"('antisocial', 'social')",-1.478,-1.5792282,-0.1012282
15,1.0751958,0.97565305,"('boring', 'funny')",1.0751958,0.9756531,-0.0995427
16,-0.6371323,-0.5261734,"('unpopular', 'popular')",-0.6371323,-0.5261734,0.1109589
17,0.5182315,0.66036,"('nasty', 'nice')",0.5182315,0.66036,0.1421285
18,-0.9297708,-0.75872207,"('disagreeable', 'welcoming')",-0.9297708,-0.7587221,0.1710487
19,0.5110616,0.6967849,"('inhospitable', 'hospitable')",0.5110616,0.6967849,0.1857233
