,adviser_male,adviser_female,tuple,average_male,average_female,female-male
0,1.1413652,0.86543614,"('unsociable', 'sociable')",1.1413652,0.8654361,-0.2759291
1,0.7614118,0.647983,"('unfriendly', 'friendly')",0.7614118,0.647983,-0.1134288
2,0.5112687,0.55950147,"('unlikable', 'likable')",0.5112687,0.5595015,0.0482328
3,0.63505167,0.68750256,"('repellent', 'pleasant')",0.6350517,0.6875026,0.0524509
4,-7.0885553,-7.180035,"('disliked', 'liked')",-7.0885553,-7.1800351,-0.0914798
5,-1.4779298,-1.4047203,"('distant', 'outgoing')",-1.4779298,-1.4047203,0.0732095
6,-1.317089,-1.1818678,"('distant', 'open')",-1.317089,-1.1818678,0.1352212
7,1.425551,1.3676087,"('insensitive', 'sensitive')",1.4255511,1.3676087,-0.0579424
8,0.53176504,0.50205296,"('unaffectionate', 'affectionate')",0.531765,0.502053,-0.029712
9,1.7254355,1.7234529,"('unaffectionate', 'caring')",1.7254355,1.7234529,-0.0019826
10,1.6588573,1.6540807,"('unsympathetic', 'sympathetic')",1.6588573,1.6540807,-0.0047766
11,3.5783231,3.5117557,"('unhelpful', 'helpful')",3.5783231,3.5117557,-0.0665674
12,-0.9183054,-0.9397826,"('unsupportive', 'supportive')",-0.9183054,-0.9397826,-0.0214772
13,1.0577343,0.94182026,"('impolite', 'polite')",1.0577343,0.9418203,-0.115914
14,0.9845648,0.8110835,"('antisocial', 'social')",0.9845648,0.8110835,-0.1734813
15,0.31088012,0.21686843,"('boring', 'funny')",0.3108801,0.2168684,-0.0940117
16,-0.34415162,-0.30453557,"('unpopular', 'popular')",-0.3441516,-0.3045356,0.039616
17,0.2974598,0.2778634,"('nasty', 'nice')",0.2974598,0.2778634,-0.0195964
18,-1.1061019,-1.1139364,"('disagreeable', 'welcoming')",-1.1061019,-1.1139364,-0.0078345
19,-1.0935249,-1.054481,"('inhospitable', 'hospitable')",-1.0935249,-1.054481,0.0390439
20,1.5200531,1.4232675,"('rough', 'thoughtful')",1.5200531,1.4232675,-0.0967856
21,0.8948156,0.83998185,"('immoral', 'moral')",0.8948156,0.8399819,-0.0548337
22,0.55553883,0.50316304,"('untrustworthy', 'trustworthy')",0.5555388,0.503163,-0.0523758
23,7.372262,7.2490296,"('insincere', 'sincere')",7.372262,7.2490296,-0.1232324
24,1.8795562,1.8704319,"('dishonest', 'honest')",1.8795562,1.8704319,-0.0091243
25,0.3152172,0.2327203,"('egoistic', 'altruistic')",0.3152172,0.2327203,-0.0824969
26,1.29723,1.126582,"('hardhearted', 'benevolent')",1.29723,1.126582,-0.170648
27,1.1718876,1.0796082,"('hardhearted', 'softhearted')",1.1718876,1.0796082,-0.0922794
28,1.5713167,1.4632255,"('disloyal', 'loyal')",1.5713167,1.4632255,-0.1080912
29,-0.7957714,-0.85919285,"('unfair', 'fair')",-0.7957714,-0.8591928,-0.0634214
30,1.63427,1.5933388,"('intolerant', 'tolerant')",1.63427,1.5933388,-0.0409312
31,-2.259092,-2.1585171,"('evil', 'good')",-2.2590921,-2.1585171,0.100575
32,1.8995163,1.7251474,"('unkind', 'kind')",1.8995163,1.7251474,-0.1743689
33,-0.6556792,-0.7354134,"('wrong', 'right')",-0.6556792,-0.7354134,-0.0797342
34,5.5229554,5.658216,"('mean', 'honorable')",5.5229554,5.658216,0.1352606
35,-1.5466046,-1.6135365,"('corrupt', 'incorrupt')",-1.5466046,-1.6135365,-0.0669319
36,-0.9200207,-1.0221229,"('hostile', 'amicable')",-0.9200207,-1.0221229,-0.1021022
37,0.89251155,0.8503267,"('fake', 'genuine')",0.8925115,0.8503267,-0.0421848
38,0.9512249,0.9059383,"('untruthful', 'truthful')",0.9512249,0.9059383,-0.0452866
39,0.03325008,0.018445779,"('exploitative', 'cooperative')",0.0332501,0.0184458,-0.0148043
40,-2.645763,-2.688305,"('stingy', 'generous')",-2.6457629,-2.6883049,-0.042542
41,0.38153374,0.33962438,"('unforgiving', 'forgiving')",0.3815337,0.3396244,-0.0419093
42,-2.2848928,-2.2219975,"('unreliable', 'reliable')",-2.2848928,-2.2219975,0.0628953
43,2.1230016,2.0761905,"('irresponsible', 'responsible')",2.1230016,2.0761905,-0.0468111
44,-1.649088,-1.611943,"('prejudiced', 'unprejudiced')",-1.649088,-1.611943,0.037145
45,0.8974321,0.8490645,"('incompetent', 'competent')",0.8974321,0.8490645,-0.0483676
46,-0.38184687,-0.3989479,"('uncompetitive', 'competitive')",-0.3818469,-0.3989479,-0.017101
47,6.2147098,6.31587,"('stupid', 'smart')",6.2147098,6.3158698,0.10116
48,0.94841003,0.9285072,"('unintelligent', 'intelligent')",0.94841,0.9285072,-0.0199028
49,0.41796905,0.48248017,"('unable', 'able')",0.417969,0.4824802,0.0645112
50,-0.14855695,-0.14253435,"('clumsy', 'skillful')",-0.1485569,-0.1425343,0.0060226
51,0.85483384,0.7868657,"('uneducated', 'educated')",0.8548338,0.7868657,-0.0679681
52,-1.0263233,-1.1779218,"('irrational', 'rational')",-1.0263233,-1.1779218,-0.1515985
