,costco_male,costco_female,tuple,wholesale_male,wholesale_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.19514143,-0.39364985,"('unsociable', 'sociable')",1.5054276,1.4505942,0.46670163,0.42511907,0.5923293,0.4940211,-0.0983082
1,-1.4389046,-1.507306,"('unfriendly', 'friendly')",0.057871215,-0.0842091,1.077913,0.8793368,-0.1010401,-0.2373928,-0.1363527
2,1.3547953,1.3129388,"('unlikable', 'likable')",0.8946296,0.85646933,1.0567749,1.0411793,1.1020666,1.0701958,-0.0318708
3,0.13430388,0.07305942,"('repellent', 'pleasant')",-0.31195715,-0.19952868,1.0835104,1.1205009,0.3019524,0.3313439,0.0293915
4,-0.096494935,-0.10024389,"('disliked', 'liked')",-0.14950047,-0.13897818,-7.199415,-7.269271,-2.4818036,-2.502831,-0.0210274
5,-1.3805224,-1.2898747,"('distant', 'outgoing')",-1.0266035,-0.99080294,-0.90972817,-1.0079585,-1.105618,-1.0962121,0.0094059
6,-1.84178,-1.7430805,"('distant', 'open')",-0.80758464,-0.80188286,-0.91067904,-1.0493065,-1.1866812,-1.1980899,-0.0114087
7,-0.07317466,-0.10463009,"('insensitive', 'sensitive')",0.8613446,0.9301813,0.7899518,0.87223285,0.5260406,0.565928,0.0398874
8,-1.1542464,-1.188344,"('unaffectionate', 'affectionate')",-0.35436636,-0.46196008,-0.029988602,-0.13940777,-0.5128672,-0.5965706,-0.0837034
9,-0.70322996,-0.8049642,"('unaffectionate', 'caring')",0.5701862,0.50475204,0.7420727,0.6902202,0.2030096,0.1300027,-0.0730069
10,-0.07187642,-0.30124497,"('unsympathetic', 'sympathetic')",0.23780096,0.2603839,0.27758357,0.35054263,0.147836,0.1032272,-0.0446088
11,0.24681702,0.15708737,"('unhelpful', 'helpful')",0.42384076,0.43426433,2.4101806,2.4853063,1.0269461,1.0255527,-0.0013934
12,0.054407425,0.022418134,"('unsupportive', 'supportive')",0.7856525,0.87720895,-1.789279,-1.7439736,-0.3164063,-0.2814488,0.0349575
13,0.12732512,0.09366382,"('impolite', 'polite')",1.8198735,1.8148198,0.17160325,0.2792027,0.7062673,0.7292288,0.0229615
14,0.94841987,0.9236089,"('antisocial', 'social')",2.0762472,2.1198595,0.8540796,0.92804605,1.2929155,1.3238382,0.0309227
15,-0.10885538,-0.107056394,"('boring', 'funny')",0.5126052,0.44396928,-0.17709285,-0.21067886,0.0755523,0.042078,-0.0334743
16,-0.9251998,-0.95374954,"('unpopular', 'popular')",-1.0970649,-1.1320817,-6.366521e-05,0.008819364,-0.6741095,-0.6923373,-0.0182278
