,duke_male,duke_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.5463336,-0.6529118,"('unsociable', 'sociable')",-0.24742383,-0.38019586,-0.38108426,-0.43711126,-0.3916139,-0.490073,-0.0984591
1,0.623713,0.4615778,"('unfriendly', 'friendly')",0.7847383,0.46627957,1.1933106,1.0074879,0.8672539,0.6451151,-0.2221388
2,1.017386,1.1031919,"('unlikable', 'likable')",1.1405333,1.0944033,0.6433783,0.6552782,0.9337659,0.9509578,0.0171919
3,-0.14300038,0.018495489,"('repellent', 'pleasant')",-0.30296046,-0.31393498,0.94951445,0.9857826,0.1678512,0.2301144,0.0622632
4,-0.11793214,-0.23062807,"('disliked', 'liked')",0.7269138,0.5205556,-6.7220907,-6.950295,-2.037703,-2.2201225,-0.1824195
5,-0.09246071,-0.17379573,"('distant', 'outgoing')",0.39155585,0.25904524,-0.81930786,-0.7815987,-0.1734042,-0.2321164,-0.0587122
6,-0.55985606,-0.6472615,"('distant', 'open')",-0.054928895,-0.28821638,-0.69995564,-0.7239187,-0.4382469,-0.5531322,-0.1148853
7,0.006078005,0.011233233,"('insensitive', 'sensitive')",0.60541826,0.615639,0.6529199,0.67239827,0.4214721,0.4330901,0.011618
8,0.36939752,0.2485062,"('unaffectionate', 'affectionate')",-0.45122615,-0.67514974,0.50334054,0.43094337,0.140504,0.0014333,-0.1390707
9,0.63422894,0.518551,"('unaffectionate', 'caring')",0.2500231,0.089001566,1.0600549,1.0332204,0.6481023,0.5469243,-0.101178
10,-0.4337702,-0.52882993,"('unsympathetic', 'sympathetic')",-0.9178955,-1.0380807,-0.67604136,-0.67778355,-0.6759024,-0.7482314,-0.072329
11,-0.48331803,-0.45827907,"('unhelpful', 'helpful')",-0.05816654,0.052033946,1.71067,1.8877364,0.3897285,0.4938304,0.1041019
12,1.8905613,1.8421481,"('unsupportive', 'supportive')",0.70360804,0.611403,-1.7238289,-1.8003702,0.2901135,0.2177269,-0.0723866
13,-0.091352984,-0.102650374,"('impolite', 'polite')",-0.3743843,-0.25621337,-0.78439313,-0.7141918,-0.4167101,-0.3576852,0.0590249
14,0.3483261,0.3659017,"('antisocial', 'social')",0.48000857,0.55769175,-0.036121752,-0.050468013,0.264071,0.2910418,0.0269708
15,0.07238227,-0.040477555,"('boring', 'funny')",0.011888731,-0.07639978,-0.28222364,-0.28795412,-0.0659842,-0.1349438,-0.0689596
16,-1.4176888,-1.403391,"('unpopular', 'popular')",-0.020005397,-0.11288981,0.18866393,0.14240137,-0.4163434,-0.4579598,-0.0416164
17,-0.60422516,-0.58793753,"('nasty', 'nice')",-0.9710587,-0.90274644,-0.78209,-0.7250068,-0.7857913,-0.7385636,0.0472277
18,0.36289495,0.3558453,"('disagreeable', 'welcoming')",-0.78309244,-0.85585374,-0.6961785,-0.70214313,-0.3721253,-0.4007172,-0.0285919
19,0.16421002,0.106654905,"('inhospitable', 'hospitable')",-0.63381296,-0.7989488,-0.66659546,-0.6639765,-0.3787328,-0.4520901,-0.0733573
20,-0.37762585,-0.30690283,"('rough', 'thoughtful')",-0.0011475198,0.0718638,0.40711695,0.42709106,0.0094479,0.0640173,0.0545694
21,0.39053482,0.43911067,"('immoral', 'moral')",0.85229725,0.81977165,-0.5377214,-0.43273902,0.2350369,0.2753811,0.0403442
22,0.07730709,0.00773606,"('untrustworthy', 'trustworthy')",-0.59973246,-0.71581596,-0.7878556,-0.7935802,-0.4367603,-0.5005534,-0.0637931
23,-0.3353931,-0.35135192,"('insincere', 'sincere')",-0.37408668,-0.4145283,5.6476216,5.798107,1.6460473,1.677409,0.0313617
24,1.0908031,1.0497873,"('dishonest', 'honest')",0.36114642,0.30386823,0.4715466,0.5157683,0.6411654,0.6231413,-0.0180241
25,0.49887308,0.45888987,"('egoistic', 'altruistic')",1.1658754,1.0773797,1.4027321,1.3477855,1.0224935,0.9613517,-0.0611418
26,1.6079831,1.372473,"('hardhearted', 'benevolent')",0.8126709,0.6727222,1.7144935,1.5321745,1.3783825,1.1924566,-0.1859259
27,-0.25968325,-0.23417339,"('hardhearted', 'softhearted')",0.101276726,0.15588367,1.209222,1.1180216,0.3502718,0.3465773,-0.0036945
28,-0.19005123,-0.28423825,"('disloyal', 'loyal')",-0.02427726,-0.13743873,0.9945972,0.9711717,0.2600896,0.1831649,-0.0769247
29,-0.19238311,-0.26857874,"('unfair', 'fair')",-0.16794612,-0.23489496,-0.0644991,-0.20924804,-0.1416094,-0.2375739,-0.0959645
30,1.0954051,1.1855005,"('intolerant', 'tolerant')",0.5265752,0.4862601,0.34955293,0.35742435,0.6571778,0.6763949,0.0192171
31,-0.44225526,-0.43380776,"('evil', 'good')",-0.5672597,-0.7443793,-1.1853014,-1.3143878,-0.7316055,-0.8308582,-0.0992527
32,0.57240665,0.39745602,"('unkind', 'kind')",-0.088699006,-0.14823708,0.9032452,0.7905018,0.4623176,0.3465736,-0.115744
33,0.6993059,0.5461147,"('wrong', 'right')",1.4236945,1.2678325,-0.52662313,-0.65927494,0.5321258,0.3848908,-0.147235
34,-0.026180001,0.09002465,"('mean', 'honorable')",0.34616706,0.36062938,5.215838,5.5192733,1.8452749,1.9899758,0.1447009
35,0.078628115,0.042384986,"('corrupt', 'incorrupt')",-0.5813645,-0.6460126,-0.81971073,-0.88404137,-0.4408157,-0.4958897,-0.055074
36,-0.39887205,-0.48329288,"('hostile', 'amicable')",-0.35662702,-0.7169178,-0.2982988,-0.47839886,-0.3512659,-0.5595365,-0.2082706
37,0.01800562,-0.019705212,"('fake', 'genuine')",0.35673907,0.21833406,0.11469931,0.15342152,0.163148,0.1173501,-0.0457979
38,-0.5596076,-0.5920587,"('untruthful', 'truthful')",0.15283845,0.03607697,-0.27717495,-0.17737532,-0.2279814,-0.2444524,-0.016471
39,1.0488654,1.1766421,"('exploitative', 'cooperative')",0.1768084,0.35836217,0.20520943,0.26427314,0.4769611,0.5997591,0.122798
40,0.7671447,0.6792021,"('stingy', 'generous')",0.45699865,0.32289815,-1.8668207,-2.0399761,-0.2142258,-0.3459586,-0.1317328
41,-0.8066471,-0.8944674,"('unforgiving', 'forgiving')",-0.5270083,-0.75645924,-0.1007082,-0.2143485,-0.4781212,-0.6217584,-0.1436372
