,boeing_male,boeing_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.15956326,0.11004379,"('unsociable', 'sociable')",-0.2625144,-0.38161713,-0.0514756,-0.1357867,-0.0843111
1,1.1028799,1.047641,"('unfriendly', 'friendly')",1.0123352,0.88972056,1.0576075,0.9686808,-0.0889267
2,0.924878,0.9842657,"('unlikable', 'likable')",1.0016038,1.126349,0.9632409,1.0553074,0.0920665
3,-0.84083754,-0.7484778,"('repellent', 'pleasant')",0.93411005,1.025707,0.0466363,0.1386146,0.0919783
4,0.07830148,0.037667576,"('disliked', 'liked')",-6.6319404,-6.7172327,-3.2768195,-3.3397825,-0.062963
5,-0.29752466,-0.21447513,"('distant', 'outgoing')",-1.6729696,-1.5320579,-0.9852471,-0.8732665,0.1119806
6,-0.63159543,-0.48089123,"('distant', 'open')",-1.5335414,-1.4293722,-1.0825684,-0.9551317,0.1274367
7,0.2661428,0.3689892,"('insensitive', 'sensitive')",0.34333363,0.485068,0.3047382,0.4270286,0.1222904
8,0.6743993,0.6138134,"('unaffectionate', 'affectionate')",0.178722,0.17285731,0.4265606,0.3933353,-0.0332253
9,1.1102659,1.107777,"('unaffectionate', 'caring')",0.7796993,0.7863053,0.9449826,0.9470412,0.0020586
10,0.11602245,0.118991174,"('unsympathetic', 'sympathetic')",0.2994886,0.31900325,0.2077555,0.2189972,0.0112417
11,0.3550151,0.30518267,"('unhelpful', 'helpful')",2.7458065,2.8171265,1.5504107,1.5611546,0.0107439
12,0.8203477,0.97788084,"('unsupportive', 'supportive')",-1.933645,-1.7436342,-0.5566486,-0.3828767,0.1737719
13,-0.2226426,-0.312567,"('impolite', 'polite')",0.020247929,0.06758013,-0.1011973,-0.1224934,-0.0212961
14,0.58141947,0.4968707,"('antisocial', 'social')",0.230456,0.21157122,0.4059377,0.354221,-0.0517167
15,0.48798442,0.28512233,"('boring', 'funny')",0.71767944,0.7444293,0.602832,0.5147758,-0.0880562
16,-0.57654065,-0.65591383,"('unpopular', 'popular')",0.34502578,0.25768065,-0.1157574,-0.1991166,-0.0833592
17,-0.67417693,-0.6458849,"('nasty', 'nice')",0.1946592,0.23143846,-0.2397589,-0.2072232,0.0325357
