,perkinelmer_male,perkinelmer_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.07675296,-0.14331542,"('unsociable', 'sociable')",-0.3264856,-0.4552964,-0.2016193,-0.2993059,-0.0976866
1,-1.4476552,-1.6047825,"('unfriendly', 'friendly')",1.784199,1.664133,0.1682719,0.0296752,-0.1385967
2,0.7469178,0.77797467,"('unlikable', 'likable')",0.7158795,0.80198455,0.7313986,0.7899796,0.058581
3,-0.7028832,-0.6277393,"('repellent', 'pleasant')",0.25285488,0.33849895,-0.2250142,-0.1446202,0.080394
4,-0.16386943,-0.25864485,"('disliked', 'liked')",-5.92206,-6.0242834,-3.0429647,-3.1414642,-0.0984995
5,-1.5443846,-1.5500624,"('distant', 'outgoing')",-0.101297,-0.11763861,-0.8228408,-0.8338505,-0.0110097
6,-1.7409327,-1.7656536,"('distant', 'open')",0.39863893,0.38965514,-0.6711469,-0.6879992,-0.0168523
7,-0.46494883,-0.41872036,"('insensitive', 'sensitive')",0.1942312,0.30973932,-0.1353588,-0.0544905,0.0808683
8,-1.271065,-1.3795784,"('unaffectionate', 'affectionate')",1.1547258,1.0664543,-0.0581696,-0.156562,-0.0983924
9,-1.5553538,-1.6365134,"('unaffectionate', 'caring')",0.98824245,0.9420723,-0.2835557,-0.3472205,-0.0636648
10,-0.9915195,-0.9961071,"('unsympathetic', 'sympathetic')",-0.5901408,-0.5798554,-0.7908301,-0.7879813,0.0028488
11,-0.43013856,-0.38038647,"('unhelpful', 'helpful')",1.1585944,1.2294126,0.3642279,0.424513,0.0602851
12,-0.352991,-0.28466222,"('unsupportive', 'supportive')",-1.9721154,-1.9346492,-1.1625532,-1.1096557,0.0528975
13,-0.05577771,0.027005278,"('impolite', 'polite')",-0.9373843,-0.8904445,-0.496581,-0.4317196,0.0648614
14,0.64433885,0.65888894,"('antisocial', 'social')",-0.38491777,-0.44934306,0.1297105,0.1047729,-0.0249376
15,0.34883198,0.27252576,"('boring', 'funny')",0.60891676,0.5737913,0.4788744,0.4231585,-0.0557159
16,-0.68927747,-0.7325183,"('unpopular', 'popular')",0.58131737,0.59588647,-0.0539801,-0.0683159,-0.0143358
17,0.0069366368,0.03216577,"('nasty', 'nice')",-0.53386515,-0.49101835,-0.2634643,-0.2294263,0.034038
18,-0.17041378,-0.1582962,"('disagreeable', 'welcoming')",-0.25055575,-0.25128186,-0.2104848,-0.204789,0.0056958
19,-1.5720115,-1.5633658,"('inhospitable', 'hospitable')",-0.14552449,-0.013612805,-0.858768,-0.7884893,0.0702787
20,-0.17650451,-0.13452913,"('rough', 'thoughtful')",1.3616844,1.296455,0.59259,0.580963,-0.011627
21,0.023569597,-0.009331749,"('immoral', 'moral')",-0.6620703,-0.59708923,-0.3192503,-0.3032105,0.0160398
22,-0.21831213,-0.17664741,"('untrustworthy', 'trustworthy')",-0.680735,-0.75220746,-0.4495236,-0.4644274,-0.0149038
23,-0.9903895,-1.0297543,"('insincere', 'sincere')",4.828562,4.768709,1.9190861,1.8694775,-0.0496086
24,-0.9477376,-0.9399215,"('dishonest', 'honest')",0.49283725,0.46565744,-0.2274502,-0.237132,-0.0096818
25,-0.6093664,-0.5949127,"('egoistic', 'altruistic')",1.6011466,1.5752317,0.4958901,0.4901595,-0.0057306
26,0.04529369,-0.014949506,"('hardhearted', 'benevolent')",1.9970177,1.9337708,1.0211557,0.9594106,-0.0617451
27,-0.54879737,-0.46884674,"('hardhearted', 'softhearted')",1.343753,1.310668,0.3974778,0.4209106,0.0234328
28,-0.3466729,-0.4959141,"('disloyal', 'loyal')",0.8301964,0.70639986,0.2417617,0.1052429,-0.1365188
29,-0.7060571,-0.7614931,"('unfair', 'fair')",-0.1993125,-0.34789988,-0.4526848,-0.5546965,-0.1020117
30,0.48155582,0.4528712,"('intolerant', 'tolerant')",1.2941364,1.2739756,0.8878461,0.8634234,-0.0244227
31,-1.263528,-1.2122575,"('evil', 'good')",-0.58938795,-0.67572343,-0.926458,-0.9439905,-0.0175325
32,0.07299726,0.069848,"('unkind', 'kind')",0.74543697,0.62668425,0.4092171,0.3482661,-0.060951
33,0.07417566,0.0008498691,"('wrong', 'right')",-0.3906962,-0.47297084,-0.1582603,-0.2360605,-0.0778002
34,-0.7630191,-0.6309944,"('mean', 'honorable')",5.5913997,5.799664,2.4141903,2.5843349,0.1701446
35,-0.50003684,-0.6430538,"('corrupt', 'incorrupt')",0.2257621,0.05510611,-0.1371374,-0.2939739,-0.1568365
36,-1.4888809,-1.6628087,"('hostile', 'amicable')",0.55196106,0.29898676,-0.4684599,-0.6819109,-0.213451
37,0.312543,0.3099984,"('fake', 'genuine')",0.426898,0.4491734,0.3697205,0.3795859,0.0098654
38,-1.0469663,-1.0808196,"('untruthful', 'truthful')",-0.47344944,-0.44684798,-0.7602079,-0.7638338,-0.0036259
39,0.8547328,0.905112,"('exploitative', 'cooperative')",0.23364952,0.24108845,0.5441912,0.5731002,0.028909
40,0.39733824,0.32205203,"('stingy', 'generous')",-1.349599,-1.427026,-0.4761304,-0.552487,-0.0763566
41,-0.05343729,-0.09010754,"('unforgiving', 'forgiving')",0.053563002,-0.056886792,6.29e-05,-0.0734972,-0.0735601
42,0.573256,0.6900413,"('unreliable', 'reliable')",-2.9779968,-2.845836,-1.2023704,-1.0778973,0.1244731
43,-0.11272619,0.00092412904,"('irresponsible', 'responsible')",0.43075687,0.4752812,0.1590153,0.2381027,0.0790874
44,0.8002901,0.8190562,"('prejudiced', 'unprejudiced')",-1.2832892,-1.2418076,-0.2414995,-0.2113757,0.0301238
45,-0.023628343,-0.033856094,"('incompetent', 'competent')",-0.11114393,-0.13124803,-0.0673861,-0.0825521,-0.015166
46,-0.23670655,-0.17056516,"('uncompetitive', 'competitive')",-0.83550763,-0.79497814,-0.5361071,-0.4827716,0.0533355
47,0.073523596,0.19699289,"('stupid', 'smart')",5.2670636,5.381352,2.6702936,2.7891724,0.1188788
