,hectare_male,hectare_female,tuple,average_male,average_female,female-male
0,-0.110380225,-0.13717166,"('unsociable', 'sociable')",-0.1103802,-0.1371717,-0.0267915
1,1.1509697,1.0817903,"('unfriendly', 'friendly')",1.1509697,1.0817903,-0.0691794
2,-0.015690207,0.19972588,"('unlikable', 'likable')",-0.0156902,0.1997259,0.2154161
3,0.7796648,0.86111647,"('repellent', 'pleasant')",0.7796648,0.8611165,0.0814517
4,-7.513622,-7.4021616,"('disliked', 'liked')",-7.5136218,-7.4021616,0.1114602
5,-1.0208026,-0.9299833,"('distant', 'outgoing')",-1.0208026,-0.9299833,0.0908193
6,-0.36686826,-0.4318111,"('distant', 'open')",-0.3668683,-0.4318111,-0.0649428
7,1.3528515,1.2767887,"('insensitive', 'sensitive')",1.3528515,1.2767887,-0.0760628
8,1.0600872,0.9467796,"('unaffectionate', 'affectionate')",1.0600872,0.9467796,-0.1133076
9,1.3548881,1.3211452,"('unaffectionate', 'caring')",1.3548881,1.3211452,-0.0337429
10,1.4786743,1.3600627,"('unsympathetic', 'sympathetic')",1.4786743,1.3600627,-0.1186116
11,1.6064677,1.6695532,"('unhelpful', 'helpful')",1.6064677,1.6695532,0.0630855
12,-1.5640149,-1.4041575,"('unsupportive', 'supportive')",-1.5640149,-1.4041575,0.1598574
13,-0.084121585,-0.01931978,"('impolite', 'polite')",-0.0841216,-0.0193198,0.0648018
14,-0.05343663,0.043701515,"('antisocial', 'social')",-0.0534366,0.0437015,0.0971381
15,-0.10568722,-0.08988586,"('boring', 'funny')",-0.1056872,-0.0898859,0.0158013
16,-0.9577705,-0.8067267,"('unpopular', 'popular')",-0.9577705,-0.8067267,0.1510438
17,-0.12271859,0.013583232,"('nasty', 'nice')",-0.1227186,0.0135832,0.1363018
18,-0.87352437,-0.7660842,"('disagreeable', 'welcoming')",-0.8735244,-0.7660842,0.1074402
19,-0.7468886,-0.75148654,"('inhospitable', 'hospitable')",-0.7468886,-0.7514865,-0.0045979
20,1.0275413,0.81779504,"('rough', 'thoughtful')",1.0275413,0.817795,-0.2097463
21,-0.06801534,0.01827994,"('immoral', 'moral')",-0.0680153,0.0182799,0.0862952
22,-0.11827597,-0.105591685,"('untrustworthy', 'trustworthy')",-0.118276,-0.1055917,0.0126843
23,6.2120733,6.1789966,"('insincere', 'sincere')",6.2120733,6.1789966,-0.0330767
24,1.3603873,1.3020515,"('dishonest', 'honest')",1.3603873,1.3020515,-0.0583358
25,0.22116148,0.24986234,"('egoistic', 'altruistic')",0.2211615,0.2498623,0.0287008
26,0.8456108,0.6755611,"('hardhearted', 'benevolent')",0.8456108,0.6755611,-0.1700497
27,1.7917608,1.5443548,"('hardhearted', 'softhearted')",1.7917608,1.5443548,-0.247406
28,1.047964,0.85186887,"('disloyal', 'loyal')",1.047964,0.8518689,-0.1960951
29,-0.32009488,-0.468244,"('unfair', 'fair')",-0.3200949,-0.468244,-0.1481491
30,1.2091695,1.232876,"('intolerant', 'tolerant')",1.2091695,1.2328759,0.0237064
31,-1.4430437,-1.3761915,"('evil', 'good')",-1.4430437,-1.3761915,0.0668522
32,1.2694062,1.1370289,"('unkind', 'kind')",1.2694062,1.1370289,-0.1323773
33,-0.97555995,-0.87616926,"('wrong', 'right')",-0.9755599,-0.8761693,0.0993906
34,4.154151,4.3244033,"('mean', 'honorable')",4.154151,4.3244033,0.1702523
35,-1.2293005,-1.5330265,"('corrupt', 'incorrupt')",-1.2293005,-1.5330265,-0.303726
36,-0.75854,-0.9267036,"('hostile', 'amicable')",-0.75854,-0.9267036,-0.1681636
37,0.7962101,0.7694675,"('fake', 'genuine')",0.7962101,0.7694675,-0.0267426
38,-0.3634649,-0.21322003,"('untruthful', 'truthful')",-0.3634649,-0.21322,0.1502449
39,-0.023277257,-0.019468866,"('exploitative', 'cooperative')",-0.0232773,-0.0194689,0.0038084
40,-1.2465589,-1.3955792,"('stingy', 'generous')",-1.2465589,-1.3955792,-0.1490203
41,0.33557063,0.2654953,"('unforgiving', 'forgiving')",0.3355706,0.2654953,-0.0700753
42,-1.8557197,-1.7894702,"('unreliable', 'reliable')",-1.8557197,-1.7894702,0.0662495
43,1.1593723,1.3018134,"('irresponsible', 'responsible')",1.1593723,1.3018134,0.1424411
44,-1.1188499,-1.1142951,"('prejudiced', 'unprejudiced')",-1.1188499,-1.1142951,0.0045548
45,0.16721268,0.0452884,"('incompetent', 'competent')",0.1672127,0.0452884,-0.1219243
46,-0.32828698,-0.3311702,"('uncompetitive', 'competitive')",-0.328287,-0.3311702,-0.0028832
47,5.440373,5.485296,"('stupid', 'smart')",5.4403729,5.4852958,0.0449229
48,0.6457689,0.600522,"('unintelligent', 'intelligent')",0.6457689,0.600522,-0.0452469
49,-0.3960224,-0.2763013,"('unable', 'able')",-0.3960224,-0.2763013,0.1197211
50,-0.3958864,-0.41072604,"('clumsy', 'skillful')",-0.3958864,-0.410726,-0.0148396
51,0.1676201,0.07663404,"('uneducated', 'educated')",0.1676201,0.076634,-0.0909861
52,-0.5431718,-0.6210865,"('irrational', 'rational')",-0.5431718,-0.6210865,-0.0779147
53,0.4491073,0.28641084,"('uncreative', 'creative')",0.4491073,0.2864108,-0.1626965
54,0.85523397,0.8490702,"('incapable', 'capable')",0.855234,0.8490702,-0.0061638
55,0.7047129,0.73035944,"('incompetent', 'clever')",0.7047129,0.7303594,0.0256465
56,0.3884518,0.44608605,"('impractical', 'practical')",0.3884518,0.446086,0.0576342
57,-2.0814567,-2.0629945,"('unimaginative', 'imaginative')",-2.0814567,-2.0629945,0.0184622
58,0.037322104,-0.009078439,"('undiscriminating', 'discriminating')",0.0373221,-0.0090784,-0.0464005
59,-0.27385437,-0.12879254,"('foolish', 'wise')",-0.2738544,-0.1287925,0.1450619
60,0.21040657,0.46634012,"('inefficient', 'efficient')",0.2104066,0.4663401,0.2559335
61,0.4065159,0.20462419,"('illogical', 'logical')",0.4065159,0.2046242,-0.2018917
62,0.70061976,0.8234158,"('incompetent', 'brilliant')",0.7006198,0.8234158,0.122796
63,0.5323694,0.51147646,"('unperceptive', 'insightful')",0.5323694,0.5114765,-0.0208929
64,-6.320528,-6.037827,"('shy', 'confident')",-6.320528,-6.037827,0.282701
65,0.927155,0.95003945,"('insecure', 'secure')",0.927155,0.9500394,0.0228844
66,0.08230961,0.026241414,"('inactive', 'active')",0.0823096,0.0262414,-0.0560682
67,-0.981213,-0.86175454,"('doubtful', 'determined')",-0.981213,-0.8617545,0.1194585
68,-0.72327566,-0.71990204,"('dependent', 'independent')",-0.7232757,-0.719902,0.0033737
69,-1.9879265,-1.9035155,"('lazy', 'industrious')",-1.9879265,-1.9035155,0.084411
70,1.6036605,1.5944389,"('lethargic', 'energetic')",1.6036605,1.5944389,-0.0092216
71,0.13536845,0.22080585,"('diffident', 'self-confident')",0.1353685,0.2208059,0.0854374
72,0.79004914,0.9690574,"('unambitious', 'ambitious')",0.7900491,0.9690574,0.1790083
73,-3.2022097,-3.0096083,"('helpless', 'self-reliant')",-3.2022097,-3.0096083,0.1926014
74,0.13372298,0.05454885,"('undedicated', 'dedicated')",0.133723,0.0545488,-0.0791742
75,-0.6405615,-0.512726,"('meek', 'impulsive')",-0.6405615,-0.512726,0.1278355
76,0.8314233,0.81299895,"('anxious', 'daring')",0.8314233,0.812999,-0.0184243
77,-1.4531134,-1.3216605,"('unmotivated', 'motivated')",-1.4531134,-1.3216605,0.1314529
78,-0.58412516,-0.69180447,"('nonresilient', 'resilient')",-0.5841252,-0.6918045,-0.1076793
79,-0.4031966,-0.51342314,"('wavering', 'unwavering')",-0.4031966,-0.5134231,-0.1102265
80,0.072774544,-0.05962422,"('dominated', 'dominating')",0.0727745,-0.0596242,-0.1323987
81,0.26856524,0.30909127,"('submissive', 'aggressive')",0.2685652,0.3090913,0.0405261
82,6.0839496,6.0384293,"('poor', 'rich')",6.0839496,6.0384293,-0.0455203
83,-0.65838367,-0.53044665,"('powerless', 'powerful')",-0.6583837,-0.5304466,0.1279371
84,0.2479755,0.16646893,"('inferior', 'superior')",0.2479755,0.1664689,-0.0815066
85,-1.2190354,-1.1847274,"('insignificant', 'prestigious')",-1.2190354,-1.1847274,0.034308
86,0.37145948,0.24055728,"('uninfluential', 'influential')",0.3714595,0.2405573,-0.1309022
87,-0.5015135,-0.4234513,"('unsuccessful', 'successful')",-0.5015135,-0.4234513,0.0780622
88,-0.29524854,-0.21352355,"('low', 'eminent')",-0.2952485,-0.2135236,0.0817249
