,statistic_male,statistic_female,tuple,average_male,average_female,female-male
0,0.37969047,0.13934012,"('unsociable', 'sociable')",0.3796905,0.1393401,-0.2403504
1,0.63352597,0.39766258,"('unfriendly', 'friendly')",0.633526,0.3976626,-0.2358634
2,0.74417746,0.7881231,"('unlikable', 'likable')",0.7441775,0.7881231,0.0439456
3,-0.7459179,-0.60912055,"('repellent', 'pleasant')",-0.7459179,-0.6091205,0.1367974
4,-3.0674531,-2.9037662,"('disliked', 'liked')",-3.0674531,-2.9037662,0.1636869
5,-0.465207,-0.45391122,"('distant', 'outgoing')",-0.465207,-0.4539112,0.0112958
6,-0.944087,-0.9704764,"('distant', 'open')",-0.944087,-0.9704764,-0.0263894
7,-0.046135403,0.04225019,"('insensitive', 'sensitive')",-0.0461354,0.0422502,0.0883856
8,0.24755964,0.018647537,"('unaffectionate', 'affectionate')",0.2475596,0.0186475,-0.2289121
9,0.30519775,0.15976973,"('unaffectionate', 'caring')",0.3051977,0.1597697,-0.145428
10,-0.7005843,-0.8037088,"('unsympathetic', 'sympathetic')",-0.7005843,-0.8037088,-0.1031245
11,0.6136593,0.59932446,"('unhelpful', 'helpful')",0.6136593,0.5993245,-0.0143348
12,-0.7014038,-0.67378867,"('unsupportive', 'supportive')",-0.7014038,-0.6737887,0.0276151
13,0.44405073,0.3398545,"('impolite', 'polite')",0.4440507,0.3398545,-0.1041962
14,0.48826194,0.5330094,"('antisocial', 'social')",0.4882619,0.5330094,0.0447475
15,0.77185845,0.6233883,"('boring', 'funny')",0.7718585,0.6233883,-0.1484702
16,-1.0724777,-1.0675566,"('unpopular', 'popular')",-1.0724777,-1.0675566,0.0049211
17,0.34238794,0.36568552,"('nasty', 'nice')",0.3423879,0.3656855,0.0232976
18,-0.25284934,-0.31284145,"('disagreeable', 'welcoming')",-0.2528493,-0.3128414,-0.0599921
19,-0.25288147,-0.4035739,"('inhospitable', 'hospitable')",-0.2528815,-0.4035739,-0.1506924
20,0.52449656,0.50871205,"('rough', 'thoughtful')",0.5244966,0.5087121,-0.0157845
21,0.6313434,0.6235786,"('immoral', 'moral')",0.6313434,0.6235786,-0.0077648
22,-0.010678105,0.10017526,"('untrustworthy', 'trustworthy')",-0.0106781,0.1001753,0.1108534
23,2.7364457,2.586739,"('insincere', 'sincere')",2.7364457,2.5867391,-0.1497066
24,0.35417885,0.33595997,"('dishonest', 'honest')",0.3541788,0.33596,-0.0182188
25,0.45968592,0.31558183,"('egoistic', 'altruistic')",0.4596859,0.3155818,-0.1441041
26,1.6874833,1.3793188,"('hardhearted', 'benevolent')",1.6874833,1.3793188,-0.3081645
27,0.047048938,0.13128802,"('hardhearted', 'softhearted')",0.0470489,0.131288,0.0842391
28,0.8274458,0.594153,"('disloyal', 'loyal')",0.8274458,0.594153,-0.2332928
29,-0.81262344,-0.8113514,"('unfair', 'fair')",-0.8126234,-0.8113514,0.001272
30,0.8239284,0.81219274,"('intolerant', 'tolerant')",0.8239284,0.8121927,-0.0117357
31,-1.3106239,-1.228791,"('evil', 'good')",-1.3106239,-1.228791,0.0818329
32,0.68251777,0.5715539,"('unkind', 'kind')",0.6825178,0.5715539,-0.1109639
33,0.20297043,0.1568937,"('wrong', 'right')",0.2029704,0.1568937,-0.0460767
34,2.1421914,2.1291542,"('mean', 'honorable')",2.1421914,2.1291542,-0.0130372
35,-0.64051026,-0.7785679,"('corrupt', 'incorrupt')",-0.6405103,-0.7785679,-0.1380576
36,-0.51004267,-0.67711383,"('hostile', 'amicable')",-0.5100427,-0.6771138,-0.1670711
37,-0.4854534,-0.4899261,"('fake', 'genuine')",-0.4854534,-0.4899261,-0.0044727
38,1.6202205,1.4851367,"('untruthful', 'truthful')",1.6202205,1.4851367,-0.1350838
39,-0.30134687,-0.24780037,"('exploitative', 'cooperative')",-0.3013469,-0.2478004,0.0535465
40,-1.1228356,-1.107385,"('stingy', 'generous')",-1.1228356,-1.107385,0.0154506
41,0.8926437,0.77225065,"('unforgiving', 'forgiving')",0.8926437,0.7722507,-0.120393
42,-0.76905906,-0.63778937,"('unreliable', 'reliable')",-0.7690591,-0.6377894,0.1312697
43,0.0016803015,-0.06505282,"('irresponsible', 'responsible')",0.0016803,-0.0650528,-0.0667331
44,-1.4724408,-1.3763252,"('prejudiced', 'unprejudiced')",-1.4724408,-1.3763252,0.0961156
45,-1.1161971,-0.943127,"('incompetent', 'competent')",-1.1161971,-0.943127,0.1730701
46,-0.5373986,-0.47009486,"('uncompetitive', 'competitive')",-0.5373986,-0.4700949,0.0673037
47,1.8763481,1.9257928,"('stupid', 'smart')",1.8763481,1.9257928,0.0494447
48,0.18876962,0.14427884,"('unintelligent', 'intelligent')",0.1887696,0.1442788,-0.0444908
49,-0.016412064,0.013050228,"('unable', 'able')",-0.0164121,0.0130502,0.0294623
50,-0.17851195,0.019396156,"('clumsy', 'skillful')",-0.1785119,0.0193962,0.1979081
51,-0.3896691,-0.29456356,"('uneducated', 'educated')",-0.3896691,-0.2945636,0.0951055
52,-0.038044084,-0.15756704,"('irrational', 'rational')",-0.0380441,-0.157567,-0.1195229
53,0.14500651,-0.19104578,"('uncreative', 'creative')",0.1450065,-0.1910458,-0.3360523
54,0.4253117,0.29652783,"('incapable', 'capable')",0.4253117,0.2965278,-0.1287839
55,-0.5966669,-0.46989095,"('incompetent', 'clever')",-0.5966669,-0.469891,0.1267759
56,1.6231973,1.5667355,"('impractical', 'practical')",1.6231973,1.5667355,-0.0564618
57,-2.3201964,-2.4701643,"('unimaginative', 'imaginative')",-2.3201964,-2.4701643,-0.1499679
58,0.570895,0.42021972,"('undiscriminating', 'discriminating')",0.570895,0.4202197,-0.1506753
59,-0.2635581,-0.14543004,"('foolish', 'wise')",-0.2635581,-0.14543,0.1181281
60,0.69279826,0.7797797,"('inefficient', 'efficient')",0.6927983,0.7797797,0.0869814
61,0.49925387,0.3574366,"('illogical', 'logical')",0.4992539,0.3574366,-0.1418173
62,-0.18699178,0.10883923,"('incompetent', 'brilliant')",-0.1869918,0.1088392,0.295831
63,0.3533019,0.34125355,"('unperceptive', 'insightful')",0.3533019,0.3412535,-0.0120484
64,-2.4422143,-2.1293385,"('shy', 'confident')",-2.4422143,-2.1293385,0.3128758
65,-0.13995579,0.01588247,"('insecure', 'secure')",-0.1399558,0.0158825,0.1558383
66,-1.1674289,-1.2697849,"('inactive', 'active')",-1.1674289,-1.2697849,-0.102356
67,0.20979224,0.13767532,"('doubtful', 'determined')",0.2097922,0.1376753,-0.0721169
68,-0.68617576,-0.64151895,"('dependent', 'independent')",-0.6861758,-0.641519,0.0446568
69,-0.11630373,-0.09470093,"('lazy', 'industrious')",-0.1163037,-0.0947009,0.0216028
70,-1.0061667,-0.82509536,"('lethargic', 'energetic')",-1.0061667,-0.8250954,0.1810713
71,0.6332723,0.6186612,"('diffident', 'self-confident')",0.6332723,0.6186612,-0.0146111
72,0.7831637,0.8500268,"('unambitious', 'ambitious')",0.7831637,0.8500268,0.0668631
73,-0.959998,-0.815931,"('helpless', 'self-reliant')",-0.959998,-0.815931,0.144067
74,-0.2247085,-0.25890237,"('undedicated', 'dedicated')",-0.2247085,-0.2589024,-0.0341939
75,-0.44383356,-0.34869492,"('meek', 'impulsive')",-0.4438336,-0.3486949,0.0951387
76,-1.1547927,-1.1564676,"('anxious', 'daring')",-1.1547927,-1.1564676,-0.0016749
