,floozie_male,floozie_female,tuple,average_male,average_female,female-male
0,0.86886257,0.6888406,"('unsociable', 'sociable')",0.8688626,0.6888406,-0.180022
1,-1.1310546,-1.1322073,"('unfriendly', 'friendly')",-1.1310546,-1.1322073,-0.0011527
2,-0.36160553,-0.30619046,"('unlikable', 'likable')",-0.3616055,-0.3061905,0.055415
3,-0.7936464,-0.63905174,"('repellent', 'pleasant')",-0.7936464,-0.6390517,0.1545947
4,-1.684263,-1.7791297,"('disliked', 'liked')",-1.684263,-1.7791297,-0.0948667
5,-0.03262144,-0.038123004,"('distant', 'outgoing')",-0.0326214,-0.038123,-0.0055016
6,-0.64411354,-0.56527233,"('distant', 'open')",-0.6441135,-0.5652723,0.0788412
7,-0.26140028,-0.11658362,"('insensitive', 'sensitive')",-0.2614003,-0.1165836,0.1448167
8,-0.90356535,-0.91597587,"('unaffectionate', 'affectionate')",-0.9035653,-0.9159759,-0.0124106
9,-0.68897676,-0.66160136,"('unaffectionate', 'caring')",-0.6889768,-0.6616014,0.0273754
10,-0.82060856,-0.799471,"('unsympathetic', 'sympathetic')",-0.8206086,-0.799471,0.0211376
11,0.055090755,0.118401535,"('unhelpful', 'helpful')",0.0550908,0.1184015,0.0633107
12,-1.336244,-1.2779816,"('unsupportive', 'supportive')",-1.336244,-1.2779816,0.0582624
13,0.05358544,-0.029533854,"('impolite', 'polite')",0.0535854,-0.0295339,-0.0831193
14,0.70998955,0.5571912,"('antisocial', 'social')",0.7099895,0.5571912,-0.1527983
15,0.79175586,0.6754856,"('boring', 'funny')",0.7917559,0.6754856,-0.1162703
16,0.05902867,0.14785159,"('unpopular', 'popular')",0.0590287,0.1478516,0.0888229
17,-0.62824136,-0.67867446,"('nasty', 'nice')",-0.6282414,-0.6786745,-0.0504331
18,-0.47941232,-0.36796752,"('disagreeable', 'welcoming')",-0.4794123,-0.3679675,0.1114448
19,-0.181779,-0.16694377,"('inhospitable', 'hospitable')",-0.181779,-0.1669438,0.0148352
20,-0.53395736,-0.44577482,"('rough', 'thoughtful')",-0.5339574,-0.4457748,0.0881826
21,-0.32859918,-0.21111071,"('immoral', 'moral')",-0.3285992,-0.2111107,0.1174885
22,-0.3060147,-0.32394603,"('untrustworthy', 'trustworthy')",-0.3060147,-0.323946,-0.0179313
23,1.2597753,1.3578337,"('insincere', 'sincere')",1.2597753,1.3578337,0.0980584
24,-0.61174285,-0.6740689,"('dishonest', 'honest')",-0.6117429,-0.6740689,-0.062326
25,-0.46926448,-0.44544637,"('egoistic', 'altruistic')",-0.4692645,-0.4454464,0.0238181
26,0.14811829,-0.03824094,"('hardhearted', 'benevolent')",0.1481183,-0.0382409,-0.1863592
27,-0.35625643,-0.33057323,"('hardhearted', 'softhearted')",-0.3562564,-0.3305732,0.0256832
28,-0.66470337,-0.7102919,"('disloyal', 'loyal')",-0.6647034,-0.7102919,-0.0455885
29,0.15439504,0.13463512,"('unfair', 'fair')",0.154395,0.1346351,-0.0197599
30,0.5340332,0.55261123,"('intolerant', 'tolerant')",0.5340332,0.5526112,0.018578
31,-1.1799043,-1.2309238,"('evil', 'good')",-1.1799043,-1.2309238,-0.0510195
32,0.2494345,0.25768965,"('unkind', 'kind')",0.2494345,0.2576897,0.0082552
33,-0.72634107,-0.67894155,"('wrong', 'right')",-0.7263411,-0.6789415,0.0473996
34,1.0406134,1.2121217,"('mean', 'honorable')",1.0406134,1.2121217,0.1715083
35,0.15750048,0.04726579,"('corrupt', 'incorrupt')",0.1575005,0.0472658,-0.1102347
36,-0.9677446,-0.9114452,"('hostile', 'amicable')",-0.9677446,-0.9114452,0.0562994
37,-0.58541185,-0.5611395,"('fake', 'genuine')",-0.5854118,-0.5611395,0.0242723
38,-0.5864712,-0.50487113,"('untruthful', 'truthful')",-0.5864712,-0.5048711,0.0816001
39,-0.22123478,-0.18275407,"('exploitative', 'cooperative')",-0.2212348,-0.1827541,0.0384807
40,-1.8554658,-1.8415362,"('stingy', 'generous')",-1.8554658,-1.8415362,0.0139296
41,-0.69231355,-0.70438457,"('unforgiving', 'forgiving')",-0.6923136,-0.7043846,-0.012071
42,-0.21003851,-0.15243152,"('unreliable', 'reliable')",-0.2100385,-0.1524315,0.057607
43,-0.31576565,-0.30567652,"('irresponsible', 'responsible')",-0.3157656,-0.3056765,0.0100891
44,-0.13786688,-0.14558679,"('prejudiced', 'unprejudiced')",-0.1378669,-0.1455868,-0.0077199
45,-0.24853495,-0.33207178,"('incompetent', 'competent')",-0.2485349,-0.3320718,-0.0835369
46,-0.6936977,-0.6554235,"('uncompetitive', 'competitive')",-0.6936977,-0.6554235,0.0382742
47,1.466787,1.5818737,"('stupid', 'smart')",1.466787,1.5818737,0.1150867
48,-0.4003493,-0.29992157,"('unintelligent', 'intelligent')",-0.4003493,-0.2999216,0.1004277
