,mallinckrodt_male,mallinckrodt_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-1.2069037,-1.3490018,"('unsociable', 'sociable')",-0.66971856,-0.7427531,-0.9383111,-1.0458775,-0.1075664
1,0.06480696,-0.17760782,"('unfriendly', 'friendly')",2.5103152,2.3944247,1.2875611,1.1084085,-0.1791526
2,0.6532155,0.6353142,"('unlikable', 'likable')",0.18728915,0.2160206,0.4202523,0.4256674,0.0054151
3,-1.0967604,-1.0016909,"('repellent', 'pleasant')",-0.2587396,-0.1114821,-0.67775,-0.5565865,0.1211635
4,0.11803675,-0.019185062,"('disliked', 'liked')",-6.4680943,-6.6969705,-3.1750288,-3.3580778,-0.183049
5,1.0599995,0.9486272,"('distant', 'outgoing')",0.70951355,0.63957083,0.8847565,0.794099,-0.0906575
6,1.0129896,0.90285885,"('distant', 'open')",0.72819394,0.6669224,0.8705918,0.7848907,-0.0857011
7,-0.5265706,-0.575792,"('insensitive', 'sensitive')",0.28576013,0.37835532,-0.1204052,-0.0987183,0.0216869
8,0.1217413,0.054077126,"('unaffectionate', 'affectionate')",1.6296293,1.4873549,0.8756853,0.770716,-0.1049693
9,-0.02578233,-0.15415892,"('unaffectionate', 'caring')",1.7339146,1.6772051,0.8540661,0.7615231,-0.092543
10,-1.5031623,-1.5005324,"('unsympathetic', 'sympathetic')",-0.9163898,-0.84898585,-1.209776,-1.1747591,0.0350169
11,-0.9711949,-0.9281749,"('unhelpful', 'helpful')",1.108537,1.2399229,0.068671,0.155874,0.087203
12,-0.73677564,-0.75108933,"('unsupportive', 'supportive')",-1.7323616,-1.7297077,-1.2345686,-1.2403985,-0.0058299
13,-0.91396457,-0.8826065,"('impolite', 'polite')",-0.69239634,-0.6334042,-0.8031805,-0.7580054,0.0451751
14,-1.0691552,-1.0156237,"('antisocial', 'social')",-0.010541296,0.052753307,-0.5398483,-0.4814352,0.0584131
15,1.1339289,1.0337178,"('boring', 'funny')",0.33081377,0.31108102,0.7323713,0.6723994,-0.0599719
16,-0.10515556,-0.15015341,"('unpopular', 'popular')",-0.028486684,0.014927484,-0.0668211,-0.067613,-0.0007919
17,-0.302414,-0.2388265,"('nasty', 'nice')",-0.57638115,-0.61703706,-0.4393976,-0.4279318,0.0114658
18,0.035107248,0.014398655,"('disagreeable', 'welcoming')",-0.6200098,-0.6339906,-0.2924513,-0.309796,-0.0173447
19,0.4332,0.37610656,"('inhospitable', 'hospitable')",-0.00057921,-0.04830335,0.2163104,0.1639016,-0.0524088
20,-0.16496232,-0.071128875,"('rough', 'thoughtful')",0.89706194,0.92622834,0.3660498,0.4275497,0.0614999
21,-1.2550585,-1.2431979,"('immoral', 'moral')",-1.654387,-1.4906574,-1.4547228,-1.3669276,0.0877952
22,-0.37213284,-0.3720986,"('untrustworthy', 'trustworthy')",-1.2283819,-1.2900198,-0.8002573,-0.8310592,-0.0308019
23,-0.811067,-0.8798333,"('insincere', 'sincere')",5.5638585,5.64379,2.3763957,2.3819783,0.0055826
24,-0.8510849,-0.8565376,"('dishonest', 'honest')",0.46367532,0.37893498,-0.1937048,-0.2388013,-0.0450965
25,0.09634592,0.013331637,"('egoistic', 'altruistic')",1.7493088,1.7085706,0.9228274,0.8609511,-0.0618763
