,abbvie_male,abbvie_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.13319877,-0.2266607,"('unsociable', 'sociable')",0.12621859,-0.033775676,-0.0034901,-0.1302182,-0.1267281
1,-1.9767712,-1.9784356,"('unfriendly', 'friendly')",1.4783187,1.3781278,-0.2492263,-0.3001539,-0.0509276
2,0.6850848,0.7209661,"('unlikable', 'likable')",0.4525422,0.53680366,0.5688135,0.6288849,0.0600714
3,-0.2044647,-0.016876115,"('repellent', 'pleasant')",0.2497582,0.32291305,0.0226467,0.1530185,0.1303718
4,0.13580152,0.05892606,"('disliked', 'liked')",-5.9927554,-6.1734576,-2.928477,-3.0572658,-0.1287888
5,-0.64631236,-0.69176745,"('distant', 'outgoing')",-0.46913594,-0.515693,-0.5577241,-0.6037302,-0.0460061
6,-1.1348156,-1.1312963,"('distant', 'open')",-0.061975498,-0.14377631,-0.5983955,-0.6375363,-0.0391408
7,-0.3177361,-0.2317323,"('insensitive', 'sensitive')",0.7994959,0.80004084,0.2408799,0.2841543,0.0432744
8,-1.4561111,-1.4924312,"('unaffectionate', 'affectionate')",0.58863187,0.44956517,-0.4337396,-0.521433,-0.0876934
9,-1.258185,-1.2700775,"('unaffectionate', 'caring')",0.81346714,0.74076676,-0.2223589,-0.2646554,-0.0422965
10,-0.20266016,-0.07522316,"('unsympathetic', 'sympathetic')",0.11841302,0.09620255,-0.0421236,0.0104897,0.0526133
11,-0.1290142,-0.014359947,"('unhelpful', 'helpful')",1.4828322,1.5668525,0.676909,0.7762462,0.0993372
12,-0.4486155,-0.31371295,"('unsupportive', 'supportive')",-1.4980719,-1.5008999,-0.9733437,-0.9073064,0.0660373
13,0.33995542,0.30331695,"('impolite', 'polite')",-0.46276867,-0.4681932,-0.0614066,-0.0824381,-0.0210315
14,0.6050752,0.61763227,"('antisocial', 'social')",-0.047392108,-0.079026595,0.2788415,0.2693028,-0.0095387
15,0.18551178,0.09791055,"('boring', 'funny')",0.49269885,0.45918337,0.3391053,0.278547,-0.0605583
16,-0.5570183,-0.5421122,"('unpopular', 'popular')",0.3360364,0.34626466,-0.1104909,-0.0979238,0.0125671
17,0.07738297,0.12717284,"('nasty', 'nice')",-0.61216646,-0.5757618,-0.2673917,-0.2242945,0.0430972
18,-0.7395123,-0.667888,"('disagreeable', 'welcoming')",-0.74132586,-0.7838278,-0.7404191,-0.7258579,0.0145612
19,-0.84708196,-0.80034256,"('inhospitable', 'hospitable')",-0.36568227,-0.29953757,-0.6063821,-0.54994,0.0564421
