,parallelogram_male,parallelogram_female,tuple,average_male,average_female,female-male
0,0.023079004,-0.015591651,"('unsociable', 'sociable')",0.023079,-0.0155917,-0.0386707
1,0.8429665,0.4273539,"('unfriendly', 'friendly')",0.8429665,0.4273539,-0.4156126
2,-0.34393537,-0.3553638,"('unlikable', 'likable')",-0.3439354,-0.3553638,-0.0114284
3,-0.624658,-0.5645112,"('repellent', 'pleasant')",-0.624658,-0.5645112,0.0601468
4,-1.7687104,-1.8243347,"('disliked', 'liked')",-1.7687104,-1.8243347,-0.0556243
5,0.3321284,0.19987378,"('distant', 'outgoing')",0.3321284,0.1998738,-0.1322546
6,0.26313645,0.061785024,"('distant', 'open')",0.2631364,0.061785,-0.2013514
7,-0.7271297,-0.72448784,"('insensitive', 'sensitive')",-0.7271297,-0.7244878,0.0026419
8,0.47065064,0.17491725,"('unaffectionate', 'affectionate')",0.4706506,0.1749173,-0.2957333
9,0.628537,0.3687718,"('unaffectionate', 'caring')",0.628537,0.3687718,-0.2597652
10,-1.5155112,-1.4327348,"('unsympathetic', 'sympathetic')",-1.5155112,-1.4327348,0.0827764
11,0.894841,0.91898596,"('unhelpful', 'helpful')",0.894841,0.918986,0.024145
12,-0.7861396,-0.7752048,"('unsupportive', 'supportive')",-0.7861396,-0.7752048,0.0109348
13,-0.60038584,-0.5607207,"('impolite', 'polite')",-0.6003858,-0.5607207,0.0396651
14,-1.058197,-0.87220025,"('antisocial', 'social')",-1.058197,-0.8722003,0.1859967
15,0.64993757,0.5713492,"('boring', 'funny')",0.6499376,0.5713492,-0.0785884
16,-0.36623693,-0.4226903,"('unpopular', 'popular')",-0.3662369,-0.4226903,-0.0564534
17,-0.050320335,-0.02697223,"('nasty', 'nice')",-0.0503203,-0.0269722,0.0233481
18,-0.5225007,-0.6073096,"('disagreeable', 'welcoming')",-0.5225007,-0.6073096,-0.0848089
19,-0.20344839,-0.35925382,"('inhospitable', 'hospitable')",-0.2034484,-0.3592538,-0.1558054
20,0.4636963,0.4701639,"('rough', 'thoughtful')",0.4636963,0.4701639,0.0064676
21,-0.7211482,-0.5927691,"('immoral', 'moral')",-0.7211482,-0.5927691,0.1283791
22,-0.2166973,-0.24846198,"('untrustworthy', 'trustworthy')",-0.2166973,-0.248462,-0.0317647
23,1.4386398,1.4055408,"('insincere', 'sincere')",1.4386398,1.4055408,-0.033099
24,-0.73736644,-0.7386965,"('dishonest', 'honest')",-0.7373664,-0.7386965,-0.0013301
25,1.028776,0.88703156,"('egoistic', 'altruistic')",1.028776,0.8870316,-0.1417444
26,0.8093207,0.6079021,"('hardhearted', 'benevolent')",0.8093207,0.6079021,-0.2014186
27,-0.34311646,-0.44923416,"('hardhearted', 'softhearted')",-0.3431165,-0.4492342,-0.1061177
28,0.35432112,0.14059317,"('disloyal', 'loyal')",0.3543211,0.1405932,-0.2137279
29,-0.39591998,-0.4627095,"('unfair', 'fair')",-0.39592,-0.4627095,-0.0667895
30,0.42631087,0.4149654,"('intolerant', 'tolerant')",0.4263109,0.4149654,-0.0113455
31,-0.11857448,-0.3184554,"('evil', 'good')",-0.1185745,-0.3184554,-0.1998809
32,0.16233602,0.10446605,"('unkind', 'kind')",0.162336,0.1044661,-0.0578699
33,0.3576734,0.23638889,"('wrong', 'right')",0.3576734,0.2363889,-0.1212845
34,1.242398,1.3990582,"('mean', 'honorable')",1.242398,1.3990582,0.1566602
35,0.41205773,0.26511675,"('corrupt', 'incorrupt')",0.4120577,0.2651168,-0.1469409
36,0.56992865,0.18897693,"('hostile', 'amicable')",0.5699286,0.1889769,-0.3809517
37,-0.8470169,-0.88107383,"('fake', 'genuine')",-0.8470169,-0.8810738,-0.0340569
38,0.17602405,0.13992348,"('untruthful', 'truthful')",0.176024,0.1399235,-0.0361005
39,1.7577037,1.7440809,"('exploitative', 'cooperative')",1.7577037,1.7440809,-0.0136228
40,-0.72837555,-0.7986399,"('stingy', 'generous')",-0.7283756,-0.7986399,-0.0702643
41,-0.13898553,-0.23335801,"('unforgiving', 'forgiving')",-0.1389855,-0.233358,-0.0943725
42,-1.9179865,-1.770389,"('unreliable', 'reliable')",-1.9179865,-1.770389,0.1475975
43,-0.621576,-0.5657617,"('irresponsible', 'responsible')",-0.621576,-0.5657617,0.0558143
44,-0.5089239,-0.38961482,"('prejudiced', 'unprejudiced')",-0.5089239,-0.3896148,0.1193091
45,-0.8506472,-0.79302335,"('incompetent', 'competent')",-0.8506472,-0.7930233,0.0576239
46,-0.7405364,-0.68320805,"('uncompetitive', 'competitive')",-0.7405364,-0.683208,0.0573284
47,1.2319411,1.3382088,"('stupid', 'smart')",1.2319411,1.3382088,0.1062677
48,0.19805132,0.23048757,"('unintelligent', 'intelligent')",0.1980513,0.2304876,0.0324363
49,-0.018301975,0.08493719,"('unable', 'able')",-0.018302,0.0849372,0.1032392
50,-0.14666888,-0.15271741,"('clumsy', 'skillful')",-0.1466689,-0.1527174,-0.0060485
51,-0.3214551,-0.32049465,"('uneducated', 'educated')",-0.3214551,-0.3204947,0.0009604
52,0.99286985,0.68320364,"('irrational', 'rational')",0.9928699,0.6832036,-0.3096663
