,arch_male,arch_female,tuple,average_male,average_female,female-male
0,0.12661815,-0.010855145,"('unsociable', 'sociable')",0.1266181,-0.0108551,-0.1374732
1,1.5613004,1.524555,"('unfriendly', 'friendly')",1.5613004,1.524555,-0.0367454
2,-0.06536697,0.12303487,"('unlikable', 'likable')",-0.065367,0.1230349,0.1884019
3,0.45785344,0.5776063,"('repellent', 'pleasant')",0.4578534,0.5776063,0.1197529
4,-6.7578745,-6.83541,"('disliked', 'liked')",-6.7578745,-6.8354101,-0.0775356
5,-0.14076892,-0.15679336,"('distant', 'outgoing')",-0.1407689,-0.1567934,-0.0160245
6,0.5649215,0.42358422,"('distant', 'open')",0.5649215,0.4235842,-0.1413373
7,1.439434,1.3900034,"('insensitive', 'sensitive')",1.4394341,1.3900034,-0.0494307
8,1.4294494,1.3361691,"('unaffectionate', 'affectionate')",1.4294494,1.3361691,-0.0932803
9,1.6296012,1.5913609,"('unaffectionate', 'caring')",1.6296012,1.5913609,-0.0382403
10,0.63909465,0.6829814,"('unsympathetic', 'sympathetic')",0.6390947,0.6829814,0.0438867
11,1.580472,1.658572,"('unhelpful', 'helpful')",1.580472,1.658572,0.0781
12,-1.5481201,-1.5416133,"('unsupportive', 'supportive')",-1.5481201,-1.5416133,0.0065068
13,-0.3768065,-0.22540912,"('impolite', 'polite')",-0.3768065,-0.2254091,0.1513974
14,-0.024218585,-0.04239293,"('antisocial', 'social')",-0.0242186,-0.0423929,-0.0181743
15,0.7509596,0.6810517,"('boring', 'funny')",0.7509596,0.6810517,-0.0699079
16,-0.5460449,-0.60710865,"('unpopular', 'popular')",-0.5460449,-0.6071087,-0.0610638
17,0.19803722,0.21911587,"('nasty', 'nice')",0.1980372,0.2191159,0.0210787
18,-0.33466414,-0.25199592,"('disagreeable', 'welcoming')",-0.3346641,-0.2519959,0.0826682
19,-0.4341247,-0.43861315,"('inhospitable', 'hospitable')",-0.4341247,-0.4386131,-0.0044884
20,0.54970187,0.4564882,"('rough', 'thoughtful')",0.5497019,0.4564882,-0.0932137
21,-0.65439045,-0.38833028,"('immoral', 'moral')",-0.6543905,-0.3883303,0.2660602
22,-0.5232452,-0.44884837,"('untrustworthy', 'trustworthy')",-0.5232452,-0.4488484,0.0743968
23,5.7900896,5.8888702,"('insincere', 'sincere')",5.7900896,5.8888702,0.0987806
24,1.4337752,1.3688257,"('dishonest', 'honest')",1.4337752,1.3688257,-0.0649495
25,0.96653944,0.97985613,"('egoistic', 'altruistic')",0.9665394,0.9798561,0.0133167
26,1.755299,1.5164332,"('hardhearted', 'benevolent')",1.755299,1.5164332,-0.2388658
27,2.1558442,1.9007615,"('hardhearted', 'softhearted')",2.1558442,1.9007615,-0.2550827
28,1.3637393,1.2200639,"('disloyal', 'loyal')",1.3637393,1.2200639,-0.1436754
29,-0.4351802,-0.5600842,"('unfair', 'fair')",-0.4351802,-0.5600842,-0.124904
30,0.74509776,0.8175419,"('intolerant', 'tolerant')",0.7450978,0.8175419,0.0724441
31,-0.7028876,-0.85003334,"('evil', 'good')",-0.7028876,-0.8500333,-0.1471457
32,1.1494269,1.0568115,"('unkind', 'kind')",1.1494269,1.0568115,-0.0926154
33,-0.2781874,-0.3220351,"('wrong', 'right')",-0.2781874,-0.3220351,-0.0438477
34,4.5480957,4.6127067,"('mean', 'honorable')",4.5480957,4.6127067,0.064611
35,-0.22340882,-0.6716247,"('corrupt', 'incorrupt')",-0.2234088,-0.6716247,-0.4482159
36,-0.02857098,-0.3124313,"('hostile', 'amicable')",-0.028571,-0.3124313,-0.2838603
37,0.9442233,0.96530694,"('fake', 'genuine')",0.9442233,0.9653069,0.0210836
38,-0.59245485,-0.51771295,"('untruthful', 'truthful')",-0.5924549,-0.517713,0.0747419
39,0.25080228,0.28008384,"('exploitative', 'cooperative')",0.2508023,0.2800838,0.0292815
40,-1.117996,-1.1695032,"('stingy', 'generous')",-1.117996,-1.1695032,-0.0515072
41,0.5917357,0.44699156,"('unforgiving', 'forgiving')",0.5917357,0.4469916,-0.1447441
42,-2.5487874,-2.3545132,"('unreliable', 'reliable')",-2.5487874,-2.3545132,0.1942742
43,0.78679323,0.8435615,"('irresponsible', 'responsible')",0.7867932,0.8435615,0.0567683
44,-1.586846,-1.4667234,"('prejudiced', 'unprejudiced')",-1.586846,-1.4667234,0.1201226
45,0.15657648,-0.060035434,"('incompetent', 'competent')",0.1565765,-0.0600354,-0.2166119
46,-0.9219769,-0.91253656,"('uncompetitive', 'competitive')",-0.9219769,-0.9125366,0.0094403
47,4.6092415,4.6944346,"('stupid', 'smart')",4.6092415,4.6944346,0.0851931
48,0.3481507,0.40878844,"('unintelligent', 'intelligent')",0.3481507,0.4087884,0.0606377
49,-0.1913139,-0.045090206,"('unable', 'able')",-0.1913139,-0.0450902,0.1462237
50,-0.55839616,-0.45695156,"('clumsy', 'skillful')",-0.5583962,-0.4569516,0.1014446
51,0.32081962,0.39741826,"('uneducated', 'educated')",0.3208196,0.3974183,0.0765987
52,-0.042728648,-0.17411287,"('irrational', 'rational')",-0.0427286,-0.1741129,-0.1313843
53,0.2234907,0.11859509,"('uncreative', 'creative')",0.2234907,0.1185951,-0.1048956
54,0.6685097,0.7986741,"('incapable', 'capable')",0.6685097,0.7986741,0.1301644
55,0.3077357,0.43303877,"('incompetent', 'clever')",0.3077357,0.4330388,0.1253031
56,0.01250273,-0.0003931783,"('impractical', 'practical')",0.0125027,-0.0003932,-0.0128959
57,-1.7439798,-1.8721039,"('unimaginative', 'imaginative')",-1.7439798,-1.8721039,-0.1281241
58,0.5378105,0.55832267,"('undiscriminating', 'discriminating')",0.5378105,0.5583227,0.0205122
59,0.10095101,0.1714385,"('foolish', 'wise')",0.100951,0.1714385,0.0704875
60,-0.25641572,0.0633509,"('inefficient', 'efficient')",-0.2564157,0.0633509,0.3197666
61,0.23862414,0.072527975,"('illogical', 'logical')",0.2386241,0.072528,-0.1660961
62,-0.02678486,0.20271721,"('incompetent', 'brilliant')",-0.0267849,0.2027172,0.2295021
63,-0.37004223,-0.21710393,"('unperceptive', 'insightful')",-0.3700422,-0.2171039,0.1529383
64,-6.6227016,-6.4383187,"('shy', 'confident')",-6.6227016,-6.4383187,0.1843829
65,-0.21229549,0.08219845,"('insecure', 'secure')",-0.2122955,0.0821984,0.2944939
66,0.44888607,0.1985126,"('inactive', 'active')",0.4488861,0.1985126,-0.2503735
67,-0.693042,-0.6307273,"('doubtful', 'determined')",-0.693042,-0.6307273,0.0623147
68,-1.0927292,-0.9796026,"('dependent', 'independent')",-1.0927292,-0.9796026,0.1131266
69,-1.3707256,-1.5327625,"('lazy', 'industrious')",-1.3707256,-1.5327625,-0.1620369
70,1.1028636,1.1408427,"('lethargic', 'energetic')",1.1028636,1.1408427,0.0379791
71,0.5116862,0.4209955,"('diffident', 'self-confident')",0.5116862,0.4209955,-0.0906907
72,0.6573576,0.9140122,"('unambitious', 'ambitious')",0.6573576,0.9140122,0.2566546
