,birthday_male,birthday_female,tuple,average_male,average_female,female-male
0,-0.43127823,-0.48304802,"('unsociable', 'sociable')",-0.4312782,-0.483048,-0.0517698
1,1.8938744,1.8194667,"('unfriendly', 'friendly')",1.8938744,1.8194667,-0.0744077
2,0.07363763,0.1882897,"('unlikable', 'likable')",0.0736376,0.1882897,0.1146521
3,0.41322356,0.46565145,"('repellent', 'pleasant')",0.4132236,0.4656515,0.0524279
4,-7.00976,-7.234621,"('disliked', 'liked')",-7.0097599,-7.234621,-0.2248611
5,0.18049777,0.1846626,"('distant', 'outgoing')",0.1804978,0.1846626,0.0041648
6,0.8177189,0.7501116,"('distant', 'open')",0.8177189,0.7501116,-0.0676073
7,0.57514,0.5385186,"('insensitive', 'sensitive')",0.57514,0.5385186,-0.0366214
8,1.8548653,1.7768273,"('unaffectionate', 'affectionate')",1.8548653,1.7768273,-0.078038
9,1.922952,1.9600209,"('unaffectionate', 'caring')",1.9229521,1.9600209,0.0370688
10,0.08155542,0.06975438,"('unsympathetic', 'sympathetic')",0.0815554,0.0697544,-0.011801
11,1.0978084,1.1855019,"('unhelpful', 'helpful')",1.0978084,1.1855019,0.0876935
12,-1.9092159,-1.9695559,"('unsupportive', 'supportive')",-1.9092159,-1.9695559,-0.06034
13,-0.6612764,-0.5890165,"('impolite', 'polite')",-0.6612764,-0.5890165,0.0722599
14,-0.568603,-0.6103609,"('antisocial', 'social')",-0.568603,-0.6103609,-0.0417579
15,0.30527836,0.2448799,"('boring', 'funny')",0.3052784,0.2448799,-0.0603985
16,-0.054196186,-0.08772518,"('unpopular', 'popular')",-0.0541962,-0.0877252,-0.033529
17,0.06478158,0.011022214,"('nasty', 'nice')",0.0647816,0.0110222,-0.0537594
18,-0.2266303,-0.27249658,"('disagreeable', 'welcoming')",-0.2266303,-0.2724966,-0.0458663
19,-0.25269505,-0.19586712,"('inhospitable', 'hospitable')",-0.2526951,-0.1958671,0.056828
20,0.89707804,0.7963308,"('rough', 'thoughtful')",0.897078,0.7963308,-0.1007472
21,-1.2305691,-1.0843384,"('immoral', 'moral')",-1.2305691,-1.0843384,0.1462307
22,-0.7564514,-0.74868953,"('untrustworthy', 'trustworthy')",-0.7564514,-0.7486895,0.0077619
23,5.9909573,6.1785007,"('insincere', 'sincere')",5.9909573,6.1785007,0.1875434
24,1.238479,1.2096107,"('dishonest', 'honest')",1.238479,1.2096107,-0.0288683
25,0.91360193,0.8409908,"('egoistic', 'altruistic')",0.9136019,0.8409908,-0.0726111
26,1.2053825,1.0215174,"('hardhearted', 'benevolent')",1.2053825,1.0215174,-0.1838651
27,1.6899748,1.4189321,"('hardhearted', 'softhearted')",1.6899748,1.4189321,-0.2710427
28,1.4630518,1.490721,"('disloyal', 'loyal')",1.4630518,1.490721,0.0276692
29,-0.12759408,-0.33459502,"('unfair', 'fair')",-0.1275941,-0.334595,-0.2070009
30,0.16496883,0.24598742,"('intolerant', 'tolerant')",0.1649688,0.2459874,0.0810186
31,-0.3381701,-0.4768241,"('evil', 'good')",-0.3381701,-0.4768241,-0.138654
32,0.9356531,0.78739995,"('unkind', 'kind')",0.9356531,0.7873999,-0.1482532
33,-0.22582453,-0.28402254,"('wrong', 'right')",-0.2258245,-0.2840225,-0.058198
34,4.621799,4.804506,"('mean', 'honorable')",4.621799,4.8045058,0.1827068
35,-0.08066334,-0.2487331,"('corrupt', 'incorrupt')",-0.0806633,-0.2487331,-0.1680698
36,0.12933812,-0.0015324987,"('hostile', 'amicable')",0.1293381,-0.0015325,-0.1308706
37,0.8707198,0.82665396,"('fake', 'genuine')",0.8707198,0.826654,-0.0440658
38,-0.42659765,-0.3244577,"('untruthful', 'truthful')",-0.4265977,-0.3244577,0.10214
39,-0.0744832,-0.05668362,"('exploitative', 'cooperative')",-0.0744832,-0.0566836,0.0177996
40,-1.1606599,-1.4205405,"('stingy', 'generous')",-1.1606599,-1.4205405,-0.2598806
41,-0.049112078,-0.0931386,"('unforgiving', 'forgiving')",-0.0491121,-0.0931386,-0.0440265
42,-2.2895787,-2.379159,"('unreliable', 'reliable')",-2.2895787,-2.379159,-0.0895803
43,0.51739085,0.6404944,"('irresponsible', 'responsible')",0.5173908,0.6404944,0.1231036
44,-1.0990976,-1.0872245,"('prejudiced', 'unprejudiced')",-1.0990976,-1.0872245,0.0118731
45,-0.015465131,-0.109148584,"('incompetent', 'competent')",-0.0154651,-0.1091486,-0.0936835
46,-1.4229081,-1.4912887,"('uncompetitive', 'competitive')",-1.4229081,-1.4912887,-0.0683806
47,4.8336062,5.094062,"('stupid', 'smart')",4.8336062,5.0940619,0.2604557
48,0.2591641,0.29491454,"('unintelligent', 'intelligent')",0.2591641,0.2949145,0.0357504
49,-0.23597698,-0.09193923,"('unable', 'able')",-0.235977,-0.0919392,0.1440378
50,0.1968475,0.14064285,"('clumsy', 'skillful')",0.1968475,0.1406429,-0.0562046
51,-0.27796823,-0.3224991,"('uneducated', 'educated')",-0.2779682,-0.3224991,-0.0445309
52,0.14747274,-0.0685292,"('irrational', 'rational')",0.1474727,-0.0685292,-0.2160019
53,0.43679065,0.34925458,"('uncreative', 'creative')",0.4367906,0.3492546,-0.087536
54,1.2239642,1.3402537,"('incapable', 'capable')",1.2239642,1.3402537,0.1162895
55,0.1479632,0.20773265,"('incompetent', 'clever')",0.1479632,0.2077326,0.0597694
56,-0.099482015,-0.08520019,"('impractical', 'practical')",-0.099482,-0.0852002,0.0142818
57,-2.882687,-3.0311234,"('unimaginative', 'imaginative')",-2.8826871,-3.0311234,-0.1484363
58,0.118244655,-0.005695276,"('undiscriminating', 'discriminating')",0.1182447,-0.0056953,-0.12394
59,0.2944393,0.30937463,"('foolish', 'wise')",0.2944393,0.3093746,0.0149353
60,-0.6873113,-0.5026221,"('inefficient', 'efficient')",-0.6873113,-0.5026221,0.1846892
61,0.2732932,0.10132016,"('illogical', 'logical')",0.2732932,0.1013202,-0.171973
62,0.04191205,0.19437575,"('incompetent', 'brilliant')",0.041912,0.1943758,0.1524638
63,-0.19172667,-0.10186058,"('unperceptive', 'insightful')",-0.1917267,-0.1018606,0.0898661
64,-6.6586137,-6.7616186,"('shy', 'confident')",-6.6586137,-6.7616186,-0.1030049
65,-0.17443696,-0.13431896,"('insecure', 'secure')",-0.174437,-0.134319,0.040118
66,0.353796,0.19002014,"('inactive', 'active')",0.353796,0.1900201,-0.1637759
67,-0.46654224,-0.3355671,"('doubtful', 'determined')",-0.4665422,-0.3355671,0.1309751
68,-0.99921435,-0.9471009,"('dependent', 'independent')",-0.9992144,-0.9471009,0.0521135
69,-1.3813082,-1.45526,"('lazy', 'industrious')",-1.3813082,-1.45526,-0.0739518
70,0.6027008,0.52320725,"('lethargic', 'energetic')",0.6027008,0.5232072,-0.0794936
71,1.1207569,1.0311952,"('diffident', 'self-confident')",1.1207569,1.0311952,-0.0895617
72,0.7075354,0.80914783,"('unambitious', 'ambitious')",0.7075354,0.8091478,0.1016124
73,-2.7693787,-2.7667775,"('helpless', 'self-reliant')",-2.7693787,-2.7667775,0.0026012
74,0.10656211,-0.004160855,"('undedicated', 'dedicated')",0.1065621,-0.0041609,-0.110723
75,-0.37164304,-0.30173233,"('meek', 'impulsive')",-0.371643,-0.3017323,0.0699107
76,0.14302641,0.19250989,"('anxious', 'daring')",0.1430264,0.1925099,0.0494835
77,-1.5441766,-1.365622,"('unmotivated', 'motivated')",-1.5441766,-1.365622,0.1785546
78,-0.7552819,-0.8064458,"('nonresilient', 'resilient')",-0.7552819,-0.8064458,-0.0511639
79,0.3492606,0.36798263,"('wavering', 'unwavering')",0.3492606,0.3679826,0.018722
80,-0.7738158,-0.8252798,"('dominated', 'dominating')",-0.7738158,-0.8252798,-0.051464
81,-1.1034874,-0.9616998,"('submissive', 'aggressive')",-1.1034874,-0.9616998,0.1417876
82,6.3194876,6.493335,"('poor', 'rich')",6.3194876,6.4933348,0.1738472
83,-0.54797477,-0.4960788,"('powerless', 'powerful')",-0.5479748,-0.4960788,0.051896
84,0.50920373,0.50120664,"('inferior', 'superior')",0.5092037,0.5012066,-0.0079971
85,0.2959173,0.14197463,"('insignificant', 'prestigious')",0.2959173,0.1419746,-0.1539427
86,0.1061748,0.020589605,"('uninfluential', 'influential')",0.1061748,0.0205896,-0.0855852
87,-0.32437575,-0.32918736,"('unsuccessful', 'successful')",-0.3243757,-0.3291874,-0.0048117
88,-0.132505,-0.12287065,"('low', 'eminent')",-0.132505,-0.1228706,0.0096344
