,crown_male,crown_female,tuple,castle_male,castle_female,intl_male,intl_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.24391189,-0.21682528,"('unsociable', 'sociable')",0.9664382,1.0199554,-0.78510946,-0.94369966,0.35408044,0.2996843,0.0728743,0.0397787,-0.0330956
1,-0.71430236,-0.73976773,"('unfriendly', 'friendly')",-1.798796,-1.9114072,-1.2685488,-1.3580651,1.3266898,1.1268028,-0.6137394,-0.7206093,-0.1068699
2,1.0505514,1.0952363,"('unlikable', 'likable')",1.3090847,1.3264425,0.84391284,0.9076538,0.52789575,0.45589027,0.9328611,0.9463057,0.0134446
3,-0.4274772,-0.28453642,"('repellent', 'pleasant')",0.4637977,0.6438203,-0.10900216,-0.08373484,0.9581584,0.9869009,0.2213692,0.3156125,0.0942433
4,-0.05173765,-0.12933616,"('disliked', 'liked')",-1.2196221,-1.3685266,-0.7532037,-0.69750494,-8.061443,-8.096218,-2.5215018,-2.5728965,-0.0513947
5,-0.64872843,-0.64046925,"('distant', 'outgoing')",-2.137962,-2.2077293,-0.57548463,-0.54286355,-0.8591448,-0.8977925,-1.0553299,-1.0722136,-0.0168837
6,-1.0655378,-1.0478507,"('distant', 'open')",-2.6222973,-2.6900735,-0.6532091,-0.64236367,-0.5168674,-0.59951115,-1.214478,-1.2449497,-0.0304717
7,0.84634656,0.9273325,"('insensitive', 'sensitive')",1.9115268,2.1001344,-0.07376189,-0.05350031,0.887346,0.9179963,0.8928643,0.9729906,0.0801263
8,0.45056775,0.44021672,"('unaffectionate', 'affectionate')",-0.732823,-0.79267335,-1.2886174,-1.3921822,0.49296194,0.35100123,-0.2694777,-0.3484094,-0.0789317
9,0.68993086,0.6809151,"('unaffectionate', 'caring')",-0.4708935,-0.47442845,-1.7811433,-1.8449988,1.3172458,1.1935644,-0.061215,-0.1112369,-0.0500219
10,0.4673112,0.55829334,"('unsympathetic', 'sympathetic')",1.4689606,1.5516293,-1.6155496,-1.6740524,0.38664228,0.3098525,0.1768412,0.1864307,0.0095895
11,0.5418772,0.52939004,"('unhelpful', 'helpful')",0.73558223,0.86881727,-0.7245043,-0.6967602,1.9187646,1.8978186,0.6179299,0.6498164,0.0318865
12,1.0426219,1.1667113,"('unsupportive', 'supportive')",0.9512724,1.1893977,-2.0670521,-1.9528757,-2.2520394,-2.273607,-0.5812993,-0.4675934,0.1137059
13,0.4827473,0.5599916,"('impolite', 'polite')",1.8139482,1.8487225,0.1653592,0.22739789,-0.22011657,-0.11741178,0.5604845,0.629675,0.0691905
14,1.0940313,1.2568976,"('antisocial', 'social')",2.5311618,2.704519,0.6726797,0.67743117,0.33281446,0.3647937,1.1576719,1.2509104,0.0932385
15,0.41385517,0.30504483,"('boring', 'funny')",-0.0707428,-0.2061125,0.7320219,0.733181,-0.53524923,-0.4685336,0.1349713,0.0908949,-0.0440764
16,-1.042177,-1.0861579,"('unpopular', 'popular')",-0.9184794,-0.9640991,0.10436921,0.08144833,0.34792155,0.41040665,-0.3770914,-0.3896005,-0.0125091
17,-0.00318647,0.10670828,"('nasty', 'nice')",-0.3504225,-0.28337106,-0.7241286,-0.7027742,-0.92288846,-0.870716,-0.5001565,-0.4375382,0.0626183
18,0.22086334,0.3445471,"('disagreeable', 'welcoming')",-0.2313563,-0.10207353,-0.46010777,-0.3319865,-0.72384685,-0.77122474,-0.2986119,-0.2151844,0.0834275
19,-0.7681326,-0.74604106,"('inhospitable', 'hospitable')",-1.0133027,-1.0537993,-0.9449992,-0.9551097,-1.038137,-1.0225966,-0.9411429,-0.9443867,-0.0032438
20,-0.33724046,-0.17801133,"('rough', 'thoughtful')",-0.21874517,-0.02153578,-0.31071335,-0.30400246,0.5677447,0.5955984,-0.0747386,0.0230122,0.0977508
21,0.47035185,0.5437566,"('immoral', 'moral')",1.78662,1.9812202,-0.474679,-0.37734398,-0.52477103,-0.42852658,0.3143805,0.4297765,0.115396
22,0.4205579,0.4903972,"('untrustworthy', 'trustworthy')",0.8724734,0.9676218,-0.6988531,-0.67917776,-1.0123645,-1.0655166,-0.1045466,-0.0716688,0.0328778
23,0.69515777,0.77645206,"('insincere', 'sincere')",0.91001207,1.0381315,-0.71853936,-0.8061813,6.637062,6.6071563,1.8809232,1.9038897,0.0229665
