,continuity_male,continuity_female,tuple,average_male,average_female,female-male
0,-0.5332646,-0.6061152,"('unsociable', 'sociable')",-0.5332646,-0.6061152,-0.0728506
1,2.1207695,2.1369052,"('unfriendly', 'friendly')",2.1207695,2.1369052,0.0161357
2,0.28744125,0.4123487,"('unlikable', 'likable')",0.2874413,0.4123487,0.1249074
3,-0.19398238,-0.19148912,"('repellent', 'pleasant')",-0.1939824,-0.1914891,0.0024933
4,-7.3812547,-7.404639,"('disliked', 'liked')",-7.3812547,-7.4046388,-0.0233841
5,-0.060562585,0.008894615,"('distant', 'outgoing')",-0.0605626,0.0088946,0.0694572
6,0.33040676,0.38948482,"('distant', 'open')",0.3304068,0.3894848,0.059078
7,0.38650414,0.44423944,"('insensitive', 'sensitive')",0.3865041,0.4442394,0.0577353
8,1.6377163,1.6067768,"('unaffectionate', 'affectionate')",1.6377163,1.6067768,-0.0309395
9,2.2400439,2.278719,"('unaffectionate', 'caring')",2.2400439,2.2787189,0.038675
10,0.18810901,0.14397432,"('unsympathetic', 'sympathetic')",0.188109,0.1439743,-0.0441347
11,1.7505804,1.7988955,"('unhelpful', 'helpful')",1.7505804,1.7988955,0.0483151
12,-1.7242029,-1.6823769,"('unsupportive', 'supportive')",-1.7242029,-1.6823769,0.041826
13,-0.7678018,-0.85281575,"('impolite', 'polite')",-0.7678018,-0.8528157,-0.0850139
14,-0.42460957,-0.4844013,"('antisocial', 'social')",-0.4246096,-0.4844013,-0.0597917
15,0.473702,0.505201,"('boring', 'funny')",0.473702,0.505201,0.031499
16,-0.31628126,-0.29267067,"('unpopular', 'popular')",-0.3162813,-0.2926707,0.0236106
17,0.0640416,0.14293514,"('nasty', 'nice')",0.0640416,0.1429351,0.0788935
18,-0.51147145,-0.539666,"('disagreeable', 'welcoming')",-0.5114715,-0.539666,-0.0281945
19,-0.1788517,-0.11966886,"('inhospitable', 'hospitable')",-0.1788517,-0.1196689,0.0591828
20,0.8462325,0.7798226,"('rough', 'thoughtful')",0.8462325,0.7798226,-0.0664099
21,-0.7812631,-0.7219021,"('immoral', 'moral')",-0.7812631,-0.7219021,0.059361
22,-0.6554456,-0.63960284,"('untrustworthy', 'trustworthy')",-0.6554456,-0.6396028,0.0158428
23,6.7547255,6.7758083,"('insincere', 'sincere')",6.7547255,6.7758083,0.0210828
24,1.6272736,1.5546733,"('dishonest', 'honest')",1.6272736,1.5546733,-0.0726003
25,1.4960585,1.4857577,"('egoistic', 'altruistic')",1.4960585,1.4857577,-0.0103008
26,1.5835211,1.6113586,"('hardhearted', 'benevolent')",1.5835211,1.6113586,0.0278375
27,1.6420097,1.5267859,"('hardhearted', 'softhearted')",1.6420097,1.5267859,-0.1152238
28,1.521436,1.504408,"('disloyal', 'loyal')",1.521436,1.504408,-0.017028
29,-0.49269915,-0.5495905,"('unfair', 'fair')",-0.4926991,-0.5495905,-0.0568914
30,0.8057538,0.78771615,"('intolerant', 'tolerant')",0.8057538,0.7877162,-0.0180376
31,-0.6974824,-0.6529306,"('evil', 'good')",-0.6974824,-0.6529306,0.0445518
32,1.1037655,1.0964423,"('unkind', 'kind')",1.1037655,1.0964423,-0.0073232
33,0.3295469,0.3194083,"('wrong', 'right')",0.3295469,0.3194083,-0.0101386
34,5.191553,5.3430247,"('mean', 'honorable')",5.1915531,5.3430247,0.1514716
35,-0.14699048,-0.23121038,"('corrupt', 'incorrupt')",-0.1469905,-0.2312104,-0.0842199
36,0.41197625,0.3835157,"('hostile', 'amicable')",0.4119762,0.3835157,-0.0284605
37,1.0787593,1.0904351,"('fake', 'genuine')",1.0787593,1.0904351,0.0116758
38,0.5994756,0.66759646,"('untruthful', 'truthful')",0.5994756,0.6675965,0.0681209
39,0.45569476,0.4617876,"('exploitative', 'cooperative')",0.4556948,0.4617876,0.0060928
40,-1.8741441,-1.9907135,"('stingy', 'generous')",-1.8741441,-1.9907135,-0.1165694
41,0.21632034,0.19676015,"('unforgiving', 'forgiving')",0.2163203,0.1967601,-0.0195602
42,-3.104793,-3.1115332,"('unreliable', 'reliable')",-3.1047931,-3.1115332,-0.0067401
43,0.7382039,0.7952655,"('irresponsible', 'responsible')",0.7382039,0.7952655,0.0570616
44,-1.0942708,-1.0858582,"('prejudiced', 'unprejudiced')",-1.0942708,-1.0858582,0.0084126
45,-0.43437403,-0.4520197,"('incompetent', 'competent')",-0.434374,-0.4520197,-0.0176457
46,-1.6571555,-1.7047125,"('uncompetitive', 'competitive')",-1.6571555,-1.7047125,-0.047557
47,5.3458543,5.440492,"('stupid', 'smart')",5.3458543,5.4404922,0.0946379
48,0.23387347,0.17549609,"('unintelligent', 'intelligent')",0.2338735,0.1754961,-0.0583774
49,-0.3010424,-0.27140003,"('unable', 'able')",-0.3010424,-0.2714,0.0296424
50,-0.37224007,-0.38084668,"('clumsy', 'skillful')",-0.3722401,-0.3808467,-0.0086066
51,-0.3241717,-0.43584216,"('uneducated', 'educated')",-0.3241717,-0.4358422,-0.1116705
52,0.22548576,0.17963508,"('irrational', 'rational')",0.2254858,0.1796351,-0.0458507
53,0.4470966,0.44407225,"('uncreative', 'creative')",0.4470966,0.4440722,-0.0030244
54,1.2495853,1.3298304,"('incapable', 'capable')",1.2495853,1.3298304,0.0802451
55,-0.23743872,-0.26962185,"('incompetent', 'clever')",-0.2374387,-0.2696218,-0.0321831
56,0.52179116,0.55561155,"('impractical', 'practical')",0.5217912,0.5556116,0.0338204
57,-3.489237,-3.4731364,"('unimaginative', 'imaginative')",-3.4892371,-3.4731364,0.0161007
58,0.14100932,0.1415062,"('undiscriminating', 'discriminating')",0.1410093,0.1415062,0.0004969
59,0.39730564,0.45463198,"('foolish', 'wise')",0.3973056,0.454632,0.0573264
60,0.14162941,0.1556431,"('inefficient', 'efficient')",0.1416294,0.1556431,0.0140137
61,0.524057,0.3889184,"('illogical', 'logical')",0.524057,0.3889184,-0.1351386
62,-0.08720629,-0.026534017,"('incompetent', 'brilliant')",-0.0872063,-0.026534,0.0606723
63,-0.15968494,-0.08743943,"('unperceptive', 'insightful')",-0.1596849,-0.0874394,0.0722455
64,-7.0023627,-6.9877396,"('shy', 'confident')",-7.0023627,-6.9877396,0.0146231
65,-0.5656792,-0.578672,"('insecure', 'secure')",-0.5656792,-0.578672,-0.0129928
66,-0.094587475,-0.09527002,"('inactive', 'active')",-0.0945875,-0.09527,-0.0006825
67,-0.10364899,-0.02455704,"('doubtful', 'determined')",-0.103649,-0.024557,0.079092
68,-0.99708927,-1.0569437,"('dependent', 'independent')",-0.9970893,-1.0569437,-0.0598544
69,-1.1399367,-1.0672338,"('lazy', 'industrious')",-1.1399367,-1.0672338,0.0727029
70,0.15533546,0.13190496,"('lethargic', 'energetic')",0.1553355,0.131905,-0.0234305
71,0.85500634,0.93559957,"('diffident', 'self-confident')",0.8550063,0.9355996,0.0805933
72,0.36423895,0.37255687,"('unambitious', 'ambitious')",0.3642389,0.3725569,0.008318
73,-3.011149,-2.9604986,"('helpless', 'self-reliant')",-3.0111489,-2.9604986,0.0506503
74,-0.0030575562,-0.04033647,"('undedicated', 'dedicated')",-0.0030576,-0.0403365,-0.0372789
75,-0.8373248,-0.75560415,"('meek', 'impulsive')",-0.8373248,-0.7556041,0.0817207
76,-0.2719064,-0.3233846,"('anxious', 'daring')",-0.2719064,-0.3233846,-0.0514782
77,-1.5089821,-1.4166354,"('unmotivated', 'motivated')",-1.5089821,-1.4166354,0.0923467
78,-0.5711211,-0.5655393,"('nonresilient', 'resilient')",-0.5711211,-0.5655393,0.0055818
79,0.31666964,0.37838325,"('wavering', 'unwavering')",0.3166696,0.3783832,0.0617136
80,-1.0243648,-1.0807701,"('dominated', 'dominating')",-1.0243648,-1.0807701,-0.0564053
81,-0.9738176,-0.9582543,"('submissive', 'aggressive')",-0.9738176,-0.9582543,0.0155633
82,5.8926554,5.930989,"('poor', 'rich')",5.8926554,5.9309888,0.0383334
83,-0.1772792,-0.23808259,"('powerless', 'powerful')",-0.1772792,-0.2380826,-0.0608034
84,0.44599622,0.41854796,"('inferior', 'superior')",0.4459962,0.418548,-0.0274482
85,0.55130196,0.51881695,"('insignificant', 'prestigious')",0.551302,0.5188169,-0.0324851
86,0.048206132,-0.047744527,"('uninfluential', 'influential')",0.0482061,-0.0477445,-0.0959506
87,-0.59273434,-0.5024706,"('unsuccessful', 'successful')",-0.5927343,-0.5024706,0.0902637
88,0.5375363,0.5267478,"('low', 'eminent')",0.5375363,0.5267478,-0.0107885
