,paycom_male,paycom_female,tuple,software_male,software_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.57222676,-0.8034859,"('unsociable', 'sociable')",-0.2792067,-0.41624787,-0.42948428,-0.58715564,-0.4269726,-0.6022964,-0.1753238
1,-1.1030785,-1.2830837,"('unfriendly', 'friendly')",0.9527403,0.7772117,1.5691257,1.3328415,0.4729292,0.2756565,-0.1972727
2,0.52406037,0.43673047,"('unlikable', 'likable')",0.584219,0.65688175,1.0492352,1.099912,0.7191715,0.7311748,0.0120033
3,-0.084843196,-0.035797395,"('repellent', 'pleasant')",-0.50717705,-0.43147078,-0.2501636,-0.18691236,-0.280728,-0.2180602,0.0626678
4,-0.136437,-0.17941369,"('disliked', 'liked')",-0.33406243,-0.3664639,-4.9071307,-5.058249,-1.7925434,-1.8680422,-0.0754988
5,-0.5871775,-0.46873382,"('distant', 'outgoing')",0.22730134,0.2558714,-0.14047645,-0.06680666,-0.1667842,-0.093223,0.0735612
6,-0.94238716,-0.81886,"('distant', 'open')",-0.16380057,-0.1355804,0.15928918,0.20005749,-0.3156328,-0.251461,0.0641718
7,-0.6042028,-0.66114813,"('insensitive', 'sensitive')",-0.4644185,-0.40479985,0.11445074,0.1631907,-0.3180568,-0.3009191,0.0171377
8,-1.5018907,-1.598553,"('unaffectionate', 'affectionate')",0.21066806,0.14913821,0.06551548,0.01685775,-0.408569,-0.477519,-0.06895
9,-0.86805975,-1.0033846,"('unaffectionate', 'caring')",0.6363888,0.5958818,0.64761513,0.6096536,0.1386481,0.0673836,-0.0712645
10,-0.8813798,-1.0380192,"('unsympathetic', 'sympathetic')",-1.5506825,-1.5668312,-0.5351976,-0.63164437,-0.9890866,-1.0788315,-0.0897449
11,-0.21544884,-0.27401388,"('unhelpful', 'helpful')",0.8715194,0.87714833,1.7330647,1.6852872,0.7963784,0.7628072,-0.0335712
12,-0.31617707,-0.33175918,"('unsupportive', 'supportive')",-0.44109708,-0.2926249,-1.7581578,-1.7482628,-0.8384773,-0.7908823,0.047595
13,-0.12105316,-0.22891684,"('impolite', 'polite')",-0.37586537,-0.40114376,-0.12610951,-0.12509716,-0.207676,-0.2517193,-0.0440433
14,0.6716972,0.60747904,"('antisocial', 'social')",-0.1901947,-0.095569976,-0.5148117,-0.51154006,-0.0111031,0.000123,0.0112261
15,-0.41731244,-0.48399115,"('boring', 'funny')",0.35898662,0.3473312,0.5086078,0.43179476,0.150094,0.0983783,-0.0517157
16,-0.44202322,-0.3590149,"('unpopular', 'popular')",0.42004237,0.38298517,0.75075674,0.70959085,0.2429253,0.2445204,0.0015951
17,0.07330452,0.15863332,"('nasty', 'nice')",-0.22114675,-0.14259176,-0.49608922,-0.46921027,-0.2146438,-0.1510562,0.0635876
18,-1.0647714,-1.1137879,"('disagreeable', 'welcoming')",-0.2122465,-0.18199253,-0.2594573,-0.28782955,-0.5121584,-0.52787,-0.0157116
19,-1.0104197,-1.0427712,"('inhospitable', 'hospitable')",-0.16638231,-0.20300682,0.20688102,0.2325252,-0.323307,-0.337751,-0.014444
20,-0.11237709,-0.11189915,"('rough', 'thoughtful')",0.3299335,0.42724168,0.3013116,0.27150738,0.172956,0.1956166,0.0226606
21,-0.16687828,-0.32028678,"('immoral', 'moral')",-0.12560032,-0.2140158,-0.59149086,-0.66588855,-0.2946565,-0.4000637,-0.1054072
22,-0.4902153,-0.5998883,"('untrustworthy', 'trustworthy')",-0.6544465,-0.6970303,-1.1634179,-1.1749206,-0.7693599,-0.8239464,-0.0545865
23,-0.3327399,-0.5505045,"('insincere', 'sincere')",0.24780397,0.23405549,4.802548,4.776848,1.5725373,1.4867996,-0.0857377
24,-0.13661054,-0.2837505,"('dishonest', 'honest')",-1.4145082,-1.3728606,0.7370025,0.7356178,-0.2713721,-0.3069978,-0.0356257
25,-0.58993506,-0.6063868,"('egoistic', 'altruistic')",0.34327424,0.32190186,1.3236499,1.2851648,0.3589964,0.33356,-0.0254364
26,-0.21778186,-0.31925482,"('hardhearted', 'benevolent')",0.38381836,0.46859875,1.4751843,1.373968,0.5470736,0.5077707,-0.0393029
27,-0.77520156,-0.6442534,"('hardhearted', 'softhearted')",-0.17333232,-0.10558209,0.9487193,0.9353891,6.18e-05,0.0618512,0.0617894
28,-0.40461454,-0.64568025,"('disloyal', 'loyal')",-0.33665538,-0.43128684,0.8259334,0.6471517,0.0282212,-0.1432718,-0.171493
29,-0.4466595,-0.39493853,"('unfair', 'fair')",-0.9145142,-0.9341742,-0.9513044,-1.07063,-0.770826,-0.7999142,-0.0290882
30,0.5786733,0.46831512,"('intolerant', 'tolerant')",0.99220383,0.9667382,1.3373805,1.2351154,0.9694192,0.8900563,-0.0793629
31,-0.7153949,-0.6371595,"('evil', 'good')",-0.057605125,-0.04797122,-1.1829168,-1.281112,-0.6519723,-0.6554142,-0.0034419
32,-0.13764995,-0.29032046,"('unkind', 'kind')",-0.6651252,-0.65567625,0.98279595,0.89870864,0.0600069,-0.0157627,-0.0757696
33,0.5038285,0.41841108,"('wrong', 'right')",0.3975279,0.39152005,-0.48580074,-0.53872705,0.1385186,0.0904014,-0.0481172
34,-0.090035126,-0.018612105,"('mean', 'honorable')",-0.15355788,-0.0727578,5.3259945,5.5164866,1.6941338,1.8083722,0.1142384
35,-0.3136277,-0.26771617,"('corrupt', 'incorrupt')",0.106397666,0.050597467,-0.026988825,-0.1408224,-0.078073,-0.1193137,-0.0412407
36,-0.5014802,-0.5785158,"('hostile', 'amicable')",0.05325473,-0.14572045,0.26743695,0.070977375,-0.0602628,-0.217753,-0.1574902
37,-0.32582027,-0.40338922,"('fake', 'genuine')",-0.9029524,-0.88987964,-0.11995065,-0.06606435,-0.4495744,-0.4531111,-0.0035367
38,-0.87278694,-0.94271076,"('untruthful', 'truthful')",-0.4153997,-0.4015221,0.21973513,0.21287991,-0.3561505,-0.3771176,-0.0209671
39,1.1335418,1.1315613,"('exploitative', 'cooperative')",0.85339636,0.9004053,-0.013343341,-0.039177977,0.657865,0.6642629,0.0063979
40,-0.016969416,-0.020706201,"('stingy', 'generous')",-0.68315,-0.53969604,-1.6341743,-1.6502991,-0.7780979,-0.7369004,0.0411975
41,-0.26857764,-0.41709834,"('unforgiving', 'forgiving')",-0.45333079,-0.46937826,0.15918069,0.013809241,-0.1875759,-0.2908891,-0.1033132
42,0.010721799,-0.025047153,"('unreliable', 'reliable')",-1.3677152,-1.2859677,-2.638329,-2.6190436,-1.3317742,-1.3100195,0.0217547
43,-0.6108061,-0.6687532,"('irresponsible', 'responsible')",-1.106082,-1.0509365,0.15212527,0.14904313,-0.5215876,-0.5235488,-0.0019612
44,0.31956083,0.44842497,"('prejudiced', 'unprejudiced')",-0.97784853,-0.8663619,-1.3242102,-1.3295716,-0.6608326,-0.5825028,0.0783298
45,-0.7845236,-0.83511573,"('incompetent', 'competent')",-0.62690663,-0.55030936,-0.55886996,-0.60013014,-0.6567667,-0.6618517,-0.005085
46,-0.35947132,-0.45009416,"('uncompetitive', 'competitive')",-0.86758935,-0.86901927,-0.5677229,-0.6279052,-0.5982612,-0.6490062,-0.050745
47,0.310882,0.41635752,"('stupid', 'smart')",0.18482012,0.35631412,4.638149,4.811837,1.7112837,1.861503,0.1502193
48,-0.42276067,-0.50398695,"('unintelligent', 'intelligent')",0.2783565,0.28973573,0.35494864,0.25201446,0.0701815,0.0125877,-0.0575938
49,-0.58279467,-0.4956264,"('unable', 'able')",0.33517283,0.4201968,-0.2323341,-0.06948354,-0.1599853,-0.0483044,0.1116809
50,-0.2328998,-0.17178792,"('clumsy', 'skillful')",0.1796948,0.15157145,-0.10538143,-0.11957867,-0.0528621,-0.0465984,0.0062637
51,-0.3846081,-0.5475686,"('uneducated', 'educated')",-0.3845963,-0.4578195,0.835534,0.72790897,0.0221099,-0.0924931,-0.114603
52,0.33273748,0.25854722,"('irrational', 'rational')",0.9590214,0.783085,-0.15938348,-0.3503169,0.3774585,0.2304384,-0.1470201
53,-1.2926902,-1.3855822,"('uncreative', 'creative')",1.0007936,0.9276626,0.7736857,0.67909145,0.1605964,0.073724,-0.0868724
54,0.020874508,-0.061649606,"('incapable', 'capable')",0.9110099,0.7920889,0.9723675,0.95945895,0.6347506,0.5632994,-0.0714512
