,body_male,body_female,tuple,average_male,average_female,female-male
0,0.35149923,0.24083985,"('unsociable', 'sociable')",0.3514992,0.2408399,-0.1106593
1,1.8289537,1.7929564,"('unfriendly', 'friendly')",1.8289537,1.7929564,-0.0359973
2,0.5693557,0.677191,"('unlikable', 'likable')",0.5693557,0.677191,0.1078353
3,1.1427081,1.3339618,"('repellent', 'pleasant')",1.1427081,1.3339618,0.1912537
4,-6.830932,-6.778549,"('disliked', 'liked')",-6.8309321,-6.7785492,0.0523829
5,-0.23084602,-0.08984189,"('distant', 'outgoing')",-0.230846,-0.0898419,0.1410041
6,-0.24992912,-0.10483138,"('distant', 'open')",-0.2499291,-0.1048314,0.1450977
7,1.5716091,1.6379259,"('insensitive', 'sensitive')",1.5716091,1.6379259,0.0663168
8,1.1469285,1.1003054,"('unaffectionate', 'affectionate')",1.1469285,1.1003054,-0.0466231
9,1.9846641,2.0884352,"('unaffectionate', 'caring')",1.9846641,2.0884352,0.1037711
10,0.89651686,0.9953204,"('unsympathetic', 'sympathetic')",0.8965169,0.9953204,0.0988035
11,2.5563874,2.6264524,"('unhelpful', 'helpful')",2.5563874,2.6264524,0.070065
12,-1.0296108,-0.8313086,"('unsupportive', 'supportive')",-1.0296108,-0.8313086,0.1983022
13,0.1819971,0.11912176,"('impolite', 'polite')",0.1819971,0.1191218,-0.0628753
14,0.49326771,0.41666025,"('antisocial', 'social')",0.4932677,0.4166602,-0.0766075
15,0.37573722,0.2511607,"('boring', 'funny')",0.3757372,0.2511607,-0.1245765
16,-0.22160016,-0.119502045,"('unpopular', 'popular')",-0.2216002,-0.119502,0.1020982
17,0.18903571,0.25904274,"('nasty', 'nice')",0.1890357,0.2590427,0.070007
18,0.033385083,0.06655805,"('disagreeable', 'welcoming')",0.0333851,0.066558,0.0331729
19,-0.1826477,-0.1194209,"('inhospitable', 'hospitable')",-0.1826477,-0.1194209,0.0632268
20,0.48351854,0.37098768,"('rough', 'thoughtful')",0.4835185,0.3709877,-0.1125308
21,0.2722865,0.43668088,"('immoral', 'moral')",0.2722865,0.4366809,0.1643944
22,-0.19341907,-0.037210543,"('untrustworthy', 'trustworthy')",-0.1934191,-0.0372105,0.1562086
23,7.1377525,7.246446,"('insincere', 'sincere')",7.1377525,7.2464461,0.1086936
24,2.1310759,2.2759888,"('dishonest', 'honest')",2.1310759,2.2759888,0.1449129
25,0.8742563,0.7946852,"('egoistic', 'altruistic')",0.8742563,0.7946852,-0.0795711
26,0.98601556,0.6359888,"('hardhearted', 'benevolent')",0.9860156,0.6359888,-0.3500268
27,2.061003,1.9134822,"('hardhearted', 'softhearted')",2.061003,1.9134822,-0.1475208
28,1.2337891,1.167185,"('disloyal', 'loyal')",1.2337891,1.1671849,-0.0666042
29,-0.45293298,-0.55210227,"('unfair', 'fair')",-0.452933,-0.5521023,-0.0991693
30,1.1329978,1.0802006,"('intolerant', 'tolerant')",1.1329978,1.0802006,-0.0527972
31,-1.243964,-1.2477303,"('evil', 'good')",-1.243964,-1.2477303,-0.0037663
32,1.5389625,1.3822753,"('unkind', 'kind')",1.5389625,1.3822753,-0.1566872
33,0.041592367,0.08759494,"('wrong', 'right')",0.0415924,0.0875949,0.0460025
34,5.2537227,5.4489336,"('mean', 'honorable')",5.2537227,5.4489336,0.1952109
35,-1.3694504,-1.483579,"('corrupt', 'incorrupt')",-1.3694504,-1.483579,-0.1141286
36,-0.92183816,-1.0697306,"('hostile', 'amicable')",-0.9218382,-1.0697306,-0.1478924
37,1.1024611,1.0982703,"('fake', 'genuine')",1.1024611,1.0982703,-0.0041908
38,0.4853761,0.5832104,"('untruthful', 'truthful')",0.4853761,0.5832104,0.0978343
39,0.55217576,0.6177952,"('exploitative', 'cooperative')",0.5521758,0.6177952,0.0656194
40,-0.9172454,-0.9379493,"('stingy', 'generous')",-0.9172454,-0.9379493,-0.0207039
41,0.2927165,0.09831323,"('unforgiving', 'forgiving')",0.2927165,0.0983132,-0.1944033
42,-2.4883146,-2.3388898,"('unreliable', 'reliable')",-2.4883146,-2.3388898,0.1494248
43,1.3422856,1.3570722,"('irresponsible', 'responsible')",1.3422856,1.3570722,0.0147866
44,-1.483132,-1.5419917,"('prejudiced', 'unprejudiced')",-1.483132,-1.5419917,-0.0588597
45,0.5887011,0.6674542,"('incompetent', 'competent')",0.5887011,0.6674542,0.0787531
46,-0.7555353,-0.6714583,"('uncompetitive', 'competitive')",-0.7555353,-0.6714583,0.084077
47,4.8519297,5.0217147,"('stupid', 'smart')",4.8519297,5.0217147,0.169785
48,0.7660401,0.7379559,"('unintelligent', 'intelligent')",0.7660401,0.7379559,-0.0280842
49,0.3363057,0.4291586,"('unable', 'able')",0.3363057,0.4291586,0.0928529
50,-0.05682369,-0.049809866,"('clumsy', 'skillful')",-0.0568237,-0.0498099,0.0070138
51,1.1534568,1.1301965,"('uneducated', 'educated')",1.1534568,1.1301965,-0.0232603
52,0.0009764042,-0.02489834,"('irrational', 'rational')",0.0009764,-0.0248983,-0.0258747
53,0.04731474,-0.026497016,"('uncreative', 'creative')",0.0473147,-0.026497,-0.0738117
54,1.0918597,1.3126916,"('incapable', 'capable')",1.0918597,1.3126916,0.2208319
55,1.0506703,1.1149492,"('incompetent', 'clever')",1.0506703,1.1149492,0.0642789
56,0.61488134,0.7464956,"('impractical', 'practical')",0.6148813,0.7464956,0.1316143
57,-2.720232,-2.6594596,"('unimaginative', 'imaginative')",-2.720232,-2.6594596,0.0607724
58,0.70791477,0.5674934,"('undiscriminating', 'discriminating')",0.7079148,0.5674934,-0.1404214
59,-0.02184796,-0.0011140779,"('foolish', 'wise')",-0.021848,-0.0011141,0.0207339
60,0.9006217,1.0429637,"('inefficient', 'efficient')",0.9006217,1.0429637,0.142342
61,0.86268544,0.6212113,"('illogical', 'logical')",0.8626854,0.6212113,-0.2414741
62,1.3780698,1.685742,"('incompetent', 'brilliant')",1.3780698,1.685742,0.3076722
63,0.85523075,0.98775554,"('unperceptive', 'insightful')",0.8552307,0.9877555,0.1325248
64,-6.3435206,-6.0462036,"('shy', 'confident')",-6.3435206,-6.0462036,0.297317
65,0.37664703,0.45172724,"('insecure', 'secure')",0.376647,0.4517272,0.0750802
66,-0.35367918,-0.39596593,"('inactive', 'active')",-0.3536792,-0.3959659,-0.0422867
67,-0.5413776,-0.69390273,"('doubtful', 'determined')",-0.5413776,-0.6939027,-0.1525251
68,-0.4158227,-0.3215963,"('dependent', 'independent')",-0.4158227,-0.3215963,0.0942264
