,apple_male,apple_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.17356998,-0.21465789,"('unsociable', 'sociable')",-0.53012836,-0.609413,-0.3518492,-0.4120355,-0.0601863
1,1.9097579,1.8612555,"('unfriendly', 'friendly')",1.5672303,1.3349284,1.7384942,1.598092,-0.1404022
2,0.47888577,0.478148,"('unlikable', 'likable')",0.27434462,0.3181331,0.3766152,0.3981405,0.0215253
3,-1.4234847,-1.3387362,"('repellent', 'pleasant')",-0.12307852,-0.064570405,-0.7732816,-0.7016533,0.0716283
4,0.03187386,0.114269376,"('disliked', 'liked')",-5.9053683,-6.063549,-2.9367473,-2.9746399,-0.0378926
5,2.0169,1.9800638,"('distant', 'outgoing')",-0.011339784,-0.1432682,1.0027802,0.9183978,-0.0843824
6,2.2141838,2.2108982,"('distant', 'open')",0.4265313,0.27470303,1.3203576,1.2428006,-0.077557
7,-0.5886486,-0.54112315,"('insensitive', 'sensitive')",-0.22484395,-0.18908112,-0.4067463,-0.3651021,0.0416442
8,1.3402091,1.2664438,"('unaffectionate', 'affectionate')",0.48829833,0.33363745,0.9142537,0.8000407,-0.114213
9,1.8291823,1.7781117,"('unaffectionate', 'caring')",0.84346163,0.72310215,1.3363219,1.2506069,-0.085715
10,-0.8677362,-0.8108689,"('unsympathetic', 'sympathetic')",-0.99714565,-0.9789421,-0.9324409,-0.8949055,0.0375354
11,0.1136964,0.1105534,"('unhelpful', 'helpful')",1.5366828,1.5671754,0.8251896,0.8388644,0.0136748
12,0.441974,0.5623785,"('unsupportive', 'supportive')",-1.9848082,-2.0263479,-0.7714171,-0.7319847,0.0394324
13,-0.27900687,-0.28602648,"('impolite', 'polite')",-1.2068378,-1.1513802,-0.7429223,-0.7187033,0.024219
14,-1.1639959,-1.2312814,"('antisocial', 'social')",-1.2514242,-1.2187843,-1.20771,-1.2250328,-0.0173228
15,1.1683637,1.0737479,"('boring', 'funny')",0.15494011,0.10629849,0.6616519,0.5900232,-0.0716287
16,0.086000085,0.09165718,"('unpopular', 'popular')",0.9048754,0.83885276,0.4954377,0.465255,-0.0301827
17,0.13043661,0.21224794,"('nasty', 'nice')",-0.40472683,-0.34425455,-0.1371451,-0.0660033,0.0711418
18,0.47548264,0.5067433,"('disagreeable', 'welcoming')",-0.3060487,-0.42715523,0.084717,0.039794,-0.044923
19,0.2851154,0.36364517,"('inhospitable', 'hospitable')",0.2068371,0.21114096,0.2459762,0.2873931,0.0414169
20,0.68819135,0.71930027,"('rough', 'thoughtful')",1.3122209,1.2856855,1.0002061,1.0024929,0.0022868
21,0.038173683,0.07699816,"('immoral', 'moral')",-0.80172944,-0.7613691,-0.3817779,-0.3421855,0.0395924
22,-0.40716374,-0.4736338,"('untrustworthy', 'trustworthy')",-1.0347645,-1.1188297,-0.7209641,-0.7962317,-0.0752676
23,-0.1524531,-0.18339714,"('insincere', 'sincere')",5.123175,5.115519,2.4853611,2.4660609,-0.0193002
24,0.26393497,0.21770942,"('dishonest', 'honest')",0.3077065,0.2665676,0.2858207,0.2421385,-0.0436822
25,1.6359324,1.549839,"('egoistic', 'altruistic')",1.8741839,1.7712212,1.7550582,1.6605301,-0.0945281
26,1.1412525,1.091762,"('hardhearted', 'benevolent')",1.2997149,1.2275634,1.2204838,1.1596627,-0.0608211
27,1.6165557,1.548541,"('hardhearted', 'softhearted')",1.1125232,0.961864,1.3645394,1.2552025,-0.1093369
28,0.22794604,0.13309693,"('disloyal', 'loyal')",0.7813343,0.67295474,0.5046402,0.4030258,-0.1016144
29,-0.5876656,-0.6156142,"('unfair', 'fair')",-0.47117305,-0.58952546,-0.5294193,-0.6025698,-0.0731505
30,0.45837831,0.45591623,"('intolerant', 'tolerant')",0.5441334,0.4917585,0.5012559,0.4738374,-0.0274185
31,0.11398281,0.23812705,"('evil', 'good')",-0.6100881,-0.7065815,-0.2480527,-0.2342272,0.0138255
32,0.35637426,0.31055877,"('unkind', 'kind')",0.3831312,0.33026972,0.3697527,0.3204142,-0.0493385
33,1.0726665,0.9661922,"('wrong', 'right')",-0.14850096,-0.20734915,0.4620828,0.3794215,-0.0826613
34,0.36582822,0.5163926,"('mean', 'honorable')",5.72652,5.7991633,3.046174,3.157778,0.111604
35,0.9355266,0.7822835,"('corrupt', 'incorrupt')",0.5969189,0.4656299,0.7662227,0.6239567,-0.142266
36,1.0003123,1.0220155,"('hostile', 'amicable')",0.63604736,0.44324824,0.8181798,0.7326319,-0.0855479
37,-0.7512301,-0.7119073,"('fake', 'genuine')",-0.01813341,0.007259272,-0.3846818,-0.352324,0.0323578
38,-0.3604437,-0.2606147,"('untruthful', 'truthful')",0.020243522,0.021478033,-0.1701001,-0.1195683,0.0505318
39,0.6576512,0.624439,"('exploitative', 'cooperative')",0.010535715,0.026645012,0.3340935,0.325542,-0.0085515
40,-0.04080965,-0.035988573,"('stingy', 'generous')",-1.8818973,-2.0095983,-0.9613535,-1.0227934,-0.0614399
41,0.09977516,0.20708616,"('unforgiving', 'forgiving')",-0.29888046,-0.4121659,-0.0995526,-0.1025399,-0.0029873
42,-1.2297527,-1.0789187,"('unreliable', 'reliable')",-4.024278,-4.022968,-2.6270154,-2.5509434,0.076072
43,-0.74603057,-0.6661754,"('irresponsible', 'responsible')",-0.27015865,-0.2377463,-0.5080946,-0.4519609,0.0561337
44,-0.94219774,-0.94007045,"('prejudiced', 'unprejudiced')",-1.1894433,-1.1495762,-1.0658206,-1.0448233,0.0209973
45,-1.2970601,-1.1476439,"('incompetent', 'competent')",-0.92578167,-0.9394876,-1.1114209,-1.0435658,0.0678551
46,-1.281026,-1.1910278,"('uncompetitive', 'competitive')",-0.6683674,-0.6911487,-0.9746967,-0.9410882,0.0336085
47,0.41998136,0.43365693,"('stupid', 'smart')",4.660745,4.783675,2.5403633,2.6086659,0.0683026
48,1.0702295,1.098036,"('unintelligent', 'intelligent')",0.64014417,0.62427664,0.8551868,0.8611563,0.0059695
49,0.8869972,0.88792783,"('unable', 'able')",-0.24635616,-0.24961026,0.3203205,0.3191588,-0.0011617
50,-1.1243707,-1.1277969,"('clumsy', 'skillful')",0.15582845,0.12160684,-0.4842711,-0.503095,-0.0188239
51,-0.38521546,-0.41296005,"('uneducated', 'educated')",0.850296,0.8081187,0.2325403,0.1975793,-0.034961
52,0.62822247,0.47712696,"('irrational', 'rational')",0.08444805,-0.07969104,0.3563353,0.198718,-0.1576173
53,1.3572981,1.2160046,"('uncreative', 'creative')",0.67399204,0.5043322,1.015645,0.8601684,-0.1554766
54,0.70980823,0.6495683,"('incapable', 'capable')",1.2145742,1.1939715,0.9621912,0.9217699,-0.0404213
55,-0.1831882,-0.108389944,"('incompetent', 'clever')",-0.14147405,-0.11040644,-0.1623311,-0.1093982,0.0529329
