,genzyme_male,genzyme_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.3701812,-1.4906329,"('unsociable', 'sociable')",-0.33537412,-0.47833872,-0.8527777,-0.9844858,-0.1317081
1,0.5604596,0.21129793,"('unfriendly', 'friendly')",1.793413,1.6295053,1.1769364,0.9204016,-0.2565348
2,0.22891901,0.22325495,"('unlikable', 'likable')",0.7442936,0.7648298,0.4866063,0.4940424,0.0074361
3,-1.8784597,-1.8002784,"('repellent', 'pleasant')",0.7810606,0.79909116,-0.5486996,-0.5005937,0.0481059
4,0.32950014,0.23613863,"('disliked', 'liked')",-7.14792,-7.382185,-3.40921,-3.5730231,-0.1638131
5,1.3464221,1.1964481,"('distant', 'outgoing')",-0.17336561,-0.21491788,0.5865282,0.4907651,-0.0957631
6,1.2820867,1.094261,"('distant', 'open')",0.06769416,0.007116247,0.6748905,0.5506886,-0.1242019
7,-1.4110601,-1.3751932,"('insensitive', 'sensitive')",0.011117026,0.044343956,-0.6999716,-0.6654246,0.034547
8,0.21825315,0.006932196,"('unaffectionate', 'affectionate')",1.076865,1.0373325,0.647559,0.5221323,-0.1254267
9,-0.5452584,-0.7579584,"('unaffectionate', 'caring')",1.3790137,1.384867,0.4168776,0.3134543,-0.1034233
10,-2.849382,-2.8162186,"('unsympathetic', 'sympathetic')",-0.8096123,-0.83663553,-1.8294971,-1.8264271,0.00307
11,-1.2708721,-1.237418,"('unhelpful', 'helpful')",1.2403947,1.3487883,-0.0152387,0.0556851,0.0709238
12,-0.79618835,-0.79543805,"('unsupportive', 'supportive')",-2.3725958,-2.402507,-1.5843921,-1.5989726,-0.0145805
13,-1.7031692,-1.6636496,"('impolite', 'polite')",-1.18378,-1.0827874,-1.4434745,-1.3732185,0.070256
14,-1.5261647,-1.4366864,"('antisocial', 'social')",-0.38586557,-0.5066876,-0.9560151,-0.971687,-0.0156719
15,0.5615627,0.49739525,"('boring', 'funny')",0.03709296,0.022800388,0.2993279,0.2600978,-0.0392301
16,0.2968677,0.2943472,"('unpopular', 'popular')",0.82013893,0.72619015,0.5585033,0.5102687,-0.0482346
17,-0.15558192,-0.14117323,"('nasty', 'nice')",-0.40986037,-0.3519775,-0.2827212,-0.2465754,0.0361458
18,0.42397475,0.32807192,"('disagreeable', 'welcoming')",-0.38677657,-0.46532366,0.0185991,-0.0686259,-0.087225
19,0.039242905,-0.10457721,"('inhospitable', 'hospitable')",-0.3779551,-0.28169355,-0.1693561,-0.1931354,-0.0237793
20,-0.049789928,-0.027248539,"('rough', 'thoughtful')",1.1480403,1.1236979,0.5491252,0.5482247,-0.0009005
21,-0.96708024,-0.9840766,"('immoral', 'moral')",-0.8722201,-0.8502654,-0.9196502,-0.917171,0.0024792
22,-1.0663595,-1.091586,"('untrustworthy', 'trustworthy')",-1.173272,-1.2331563,-1.1198158,-1.1623712,-0.0425554
23,-1.7029871,-1.8146156,"('insincere', 'sincere')",5.7830987,5.8442993,2.0400558,2.0148418,-0.025214
24,-1.395787,-1.4180242,"('dishonest', 'honest')",0.49913922,0.50752795,-0.4483239,-0.4552481,-0.0069242
25,0.9296637,0.77807206,"('egoistic', 'altruistic')",1.5606323,1.4922377,1.2451481,1.1351548,-0.1099933
26,0.4305049,0.23160839,"('hardhearted', 'benevolent')",1.8255854,1.7123464,1.1280451,0.9719774,-0.1560677
27,-0.23245335,-0.24166173,"('hardhearted', 'softhearted')",1.3965127,1.3168577,0.5820297,0.537598,-0.0444317
28,-0.89928323,-1.0357864,"('disloyal', 'loyal')",1.2395658,1.1607318,0.1701413,0.0624727,-0.1076686
29,-0.40045974,-0.43988207,"('unfair', 'fair')",-0.34225306,-0.49034283,-0.3713564,-0.4651124,-0.093756
30,-0.99715036,-1.0222023,"('intolerant', 'tolerant')",0.47124764,0.45663428,-0.2629514,-0.282784,-0.0198326
31,0.6960889,0.61201495,"('evil', 'good')",-0.28109866,-0.4119569,0.2074951,0.100029,-0.1074661
32,0.0015722662,-0.09563677,"('unkind', 'kind')",0.56488425,0.39527377,0.2832282,0.1498185,-0.1334097
33,0.9801618,0.81884384,"('wrong', 'right')",-0.44124863,-0.48863736,0.2694566,0.1651032,-0.1043534
34,-0.3282929,-0.26584426,"('mean', 'honorable')",5.536813,5.8548417,2.60426,2.7944987,0.1902387
35,1.3691293,1.2495186,"('corrupt', 'incorrupt')",-0.018883877,-0.047441054,0.6751227,0.6010388,-0.0740839
36,0.8938501,0.5941783,"('hostile', 'amicable')",0.42763075,0.27294123,0.6607404,0.4335598,-0.2271806
37,-0.4337226,-0.3979627,"('fake', 'genuine')",-0.116703995,-0.08566519,-0.2752133,-0.2418139,0.0333994
