,donor_male,donor_female,tuple,average_male,average_female,female-male
0,0.31284115,0.21413623,"('unsociable', 'sociable')",0.3128411,0.2141362,-0.0987049
1,1.4058223,1.2870407,"('unfriendly', 'friendly')",1.4058223,1.2870407,-0.1187816
2,0.21695901,0.34210712,"('unlikable', 'likable')",0.216959,0.3421071,0.1251481
3,0.90411633,0.9518836,"('repellent', 'pleasant')",0.9041163,0.9518836,0.0477673
4,-7.4084067,-7.627576,"('disliked', 'liked')",-7.4084067,-7.6275759,-0.2191692
5,-0.53187597,-0.554152,"('distant', 'outgoing')",-0.531876,-0.554152,-0.022276
6,-0.03078366,-0.114311576,"('distant', 'open')",-0.0307837,-0.1143116,-0.0835279
7,1.2931175,1.2919341,"('insensitive', 'sensitive')",1.2931175,1.2919341,-0.0011834
8,1.2547821,1.14738,"('unaffectionate', 'affectionate')",1.2547821,1.14738,-0.1074021
9,1.8505557,1.9030381,"('unaffectionate', 'caring')",1.8505557,1.9030381,0.0524824
10,1.1696751,1.1375852,"('unsympathetic', 'sympathetic')",1.1696751,1.1375852,-0.0320899
11,1.8549213,1.981448,"('unhelpful', 'helpful')",1.8549213,1.9814481,0.1265268
12,-1.4332304,-1.4283103,"('unsupportive', 'supportive')",-1.4332304,-1.4283103,0.0049201
13,0.021551885,-0.018642522,"('impolite', 'polite')",0.0215519,-0.0186425,-0.0401944
14,0.094735645,0.039492317,"('antisocial', 'social')",0.0947356,0.0394923,-0.0552433
15,0.058004376,-0.038809758,"('boring', 'funny')",0.0580044,-0.0388098,-0.0968142
16,-0.4166826,-0.4452572,"('unpopular', 'popular')",-0.4166826,-0.4452572,-0.0285746
17,-0.11634202,-0.12547186,"('nasty', 'nice')",-0.116342,-0.1254719,-0.0091299
18,-0.31205264,-0.3724568,"('disagreeable', 'welcoming')",-0.3120526,-0.3724568,-0.0604042
19,-0.7055119,-0.6636255,"('inhospitable', 'hospitable')",-0.7055119,-0.6636255,0.0418864
20,1.1543133,1.0606099,"('rough', 'thoughtful')",1.1543133,1.0606099,-0.0937034
21,-0.03052922,0.1072254,"('immoral', 'moral')",-0.0305292,0.1072254,0.1377546
22,-0.17468518,-0.19711651,"('untrustworthy', 'trustworthy')",-0.1746852,-0.1971165,-0.0224313
23,6.5331593,6.6546,"('insincere', 'sincere')",6.5331593,6.6546001,0.1214408
24,1.4722022,1.3620726,"('dishonest', 'honest')",1.4722022,1.3620726,-0.1101296
25,0.6234541,0.5599122,"('egoistic', 'altruistic')",0.6234541,0.5599122,-0.0635419
26,0.7163888,0.57834303,"('hardhearted', 'benevolent')",0.7163888,0.578343,-0.1380458
27,1.7250166,1.4729059,"('hardhearted', 'softhearted')",1.7250166,1.4729059,-0.2521107
28,1.1579375,1.1117328,"('disloyal', 'loyal')",1.1579375,1.1117328,-0.0462047
29,-0.28009498,-0.40550122,"('unfair', 'fair')",-0.280095,-0.4055012,-0.1254062
30,0.94108015,0.9629944,"('intolerant', 'tolerant')",0.9410802,0.9629944,0.0219142
31,-1.5251905,-1.593674,"('evil', 'good')",-1.5251905,-1.5936739,-0.0684834
32,1.4122578,1.3031912,"('unkind', 'kind')",1.4122578,1.3031912,-0.1090666
33,-0.41472802,-0.41935727,"('wrong', 'right')",-0.414728,-0.4193573,-0.0046293
34,4.6798124,4.9293933,"('mean', 'honorable')",4.6798124,4.9293933,0.2495809
35,-1.1814117,-1.415707,"('corrupt', 'incorrupt')",-1.1814117,-1.415707,-0.2342953
36,-0.78676796,-0.92494255,"('hostile', 'amicable')",-0.786768,-0.9249426,-0.1381746
37,0.8566923,0.78149503,"('fake', 'genuine')",0.8566923,0.781495,-0.0751973
38,-0.23051657,-0.14739668,"('untruthful', 'truthful')",-0.2305166,-0.1473967,0.0831199
39,0.14929171,0.18433517,"('exploitative', 'cooperative')",0.1492917,0.1843352,0.0350435
40,-1.3026214,-1.5653222,"('stingy', 'generous')",-1.3026214,-1.5653222,-0.2627008
41,0.2800036,0.23009074,"('unforgiving', 'forgiving')",0.2800036,0.2300907,-0.0499129
42,-2.0909297,-2.1412692,"('unreliable', 'reliable')",-2.0909297,-2.1412692,-0.0503395
43,1.4219971,1.4964247,"('irresponsible', 'responsible')",1.4219971,1.4964247,0.0744276
44,-1.0543085,-1.0754912,"('prejudiced', 'unprejudiced')",-1.0543085,-1.0754912,-0.0211827
45,0.41713834,0.33967534,"('incompetent', 'competent')",0.4171383,0.3396753,-0.077463
46,-0.42998695,-0.42997056,"('uncompetitive', 'competitive')",-0.429987,-0.4299706,1.64e-05
47,5.219093,5.3928957,"('stupid', 'smart')",5.2190928,5.3928957,0.1738029
48,0.6708132,0.652413,"('unintelligent', 'intelligent')",0.6708132,0.652413,-0.0184002
49,0.048466228,0.14718278,"('unable', 'able')",0.0484662,0.1471828,0.0987166
50,-0.23225206,-0.24316125,"('clumsy', 'skillful')",-0.2322521,-0.2431612,-0.0109091
51,0.24307963,0.21289313,"('uneducated', 'educated')",0.2430796,0.2128931,-0.0301865
52,-0.3628562,-0.5381683,"('irrational', 'rational')",-0.3628562,-0.5381683,-0.1753121
53,0.21904182,0.13674136,"('uncreative', 'creative')",0.2190418,0.1367414,-0.0823004
54,0.8907227,0.98788387,"('incapable', 'capable')",0.8907227,0.9878839,0.0971612
55,0.8421072,0.86975604,"('incompetent', 'clever')",0.8421072,0.869756,0.0276488
56,0.48131084,0.5080214,"('impractical', 'practical')",0.4813108,0.5080214,0.0267106
57,-2.4730566,-2.5745935,"('unimaginative', 'imaginative')",-2.4730566,-2.5745935,-0.1015369
58,0.2218675,0.17942902,"('undiscriminating', 'discriminating')",0.2218675,0.179429,-0.0424385
59,-0.10783171,-0.055928912,"('foolish', 'wise')",-0.1078317,-0.0559289,0.0519028
60,0.7482797,0.8720289,"('inefficient', 'efficient')",0.7482797,0.8720289,0.1237492
61,0.44244033,0.24451454,"('illogical', 'logical')",0.4424403,0.2445145,-0.1979258
62,0.85175633,0.9676239,"('incompetent', 'brilliant')",0.8517563,0.9676239,0.1158676
63,0.32220978,0.42681465,"('unperceptive', 'insightful')",0.3222098,0.4268146,0.1046048
64,-6.2957535,-6.2975507,"('shy', 'confident')",-6.2957535,-6.2975507,-0.0017972
65,0.3959018,0.46147716,"('insecure', 'secure')",0.3959018,0.4614772,0.0655754
66,-0.06265445,-0.13949822,"('inactive', 'active')",-0.0626545,-0.1394982,-0.0768437
67,-0.54008,-0.37286443,"('doubtful', 'determined')",-0.54008,-0.3728644,0.1672156
68,-0.7869511,-0.7639602,"('dependent', 'independent')",-0.7869511,-0.7639602,0.0229909
69,-1.8428936,-1.8198522,"('lazy', 'industrious')",-1.8428936,-1.8198522,0.0230414
