,sovereign_male,sovereign_female,tuple,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,female-male
0,0.10950343,-0.003504753,"('unsociable', 'sociable')",-0.20329943,-0.19774234,-0.30211613,-0.39214697,-0.1319707,-0.197798,-0.0658273
1,-0.29645717,-0.23982054,"('unfriendly', 'friendly')",0.2749861,0.25680846,2.1332762,1.9949687,0.7039351,0.6706522,-0.0332829
2,0.7572275,0.8362622,"('unlikable', 'likable')",1.2922425,1.3476396,0.8493574,1.0050951,0.9662758,1.0629989,0.0967231
3,-1.0165914,-0.84254754,"('repellent', 'pleasant')",-0.5381116,-0.42689392,0.16320126,0.23879133,-0.4638339,-0.34355,0.1202839
4,-0.01093838,-0.041744497,"('disliked', 'liked')",0.4601691,0.43555036,-6.876082,-6.8507996,-2.1422838,-2.1523312,-0.0100474
5,0.62558645,0.7296616,"('distant', 'outgoing')",1.056136,1.1027033,0.056806877,0.09275318,0.5795098,0.641706,0.0621962
6,0.2927745,0.41988114,"('distant', 'open')",0.75617075,0.8034438,0.7158179,0.7189565,0.5882544,0.6474271,0.0591727
7,0.6630887,0.6705674,"('insensitive', 'sensitive')",-0.2980576,-0.22027546,0.58171177,0.5449946,0.315581,0.3317622,0.0161812
8,0.17845401,0.21591488,"('unaffectionate', 'affectionate')",-0.4779017,-0.57055426,0.97314703,0.8963962,0.2245665,0.1805856,-0.0439809
9,1.2862973,1.3431357,"('unaffectionate', 'caring')",0.3937379,0.39237076,1.3871566,1.3962184,1.0223973,1.0439083,0.021511
10,0.4435875,0.38605285,"('unsympathetic', 'sympathetic')",-1.9210571,-1.887561,-0.1780074,-0.19527146,-0.5518256,-0.5655932,-0.0137676
11,0.18982674,0.2577937,"('unhelpful', 'helpful')",-0.8930889,-0.8528145,1.8558259,1.9817183,0.3841879,0.4622325,0.0780446
12,1.4790106,1.5728048,"('unsupportive', 'supportive')",-0.4302748,-0.3345654,-2.017669,-1.9321214,-0.3229777,-0.231294,0.0916837
