,conference_male,conference_female,tuple,average_male,average_female,female-male
0,0.41603923,0.3127156,"('unsociable', 'sociable')",0.4160392,0.3127156,-0.1033236
1,1.1507515,1.2482407,"('unfriendly', 'friendly')",1.1507515,1.2482407,0.0974892
2,0.54570985,0.68958855,"('unlikable', 'likable')",0.5457098,0.6895885,0.1438787
3,0.8403922,0.9593589,"('repellent', 'pleasant')",0.8403922,0.9593589,0.1189667
4,-7.0692787,-7.1323605,"('disliked', 'liked')",-7.0692787,-7.1323605,-0.0630818
5,-0.57085264,-0.4131583,"('distant', 'outgoing')",-0.5708526,-0.4131583,0.1576943
6,-0.08562799,-0.04593038,"('distant', 'open')",-0.085628,-0.0459304,0.0396976
7,1.279467,1.313466,"('insensitive', 'sensitive')",1.279467,1.313466,0.033999
8,0.77552617,0.7620062,"('unaffectionate', 'affectionate')",0.7755262,0.7620062,-0.01352
9,1.4437139,1.4915502,"('unaffectionate', 'caring')",1.4437139,1.4915502,0.0478363
10,0.7856944,0.74514204,"('unsympathetic', 'sympathetic')",0.7856944,0.745142,-0.0405524
11,1.6604271,1.7698444,"('unhelpful', 'helpful')",1.6604271,1.7698444,0.1094173
12,-1.3315238,-1.2668293,"('unsupportive', 'supportive')",-1.3315238,-1.2668293,0.0646945
13,0.27372837,0.41370428,"('impolite', 'polite')",0.2737284,0.4137043,0.1399759
14,0.9367204,0.8320772,"('antisocial', 'social')",0.9367204,0.8320772,-0.1046432
15,1.0174264,1.0010186,"('boring', 'funny')",1.0174264,1.0010186,-0.0164078
16,-0.7680074,-0.5853253,"('unpopular', 'popular')",-0.7680074,-0.5853253,0.1826821
17,-0.14802024,-0.10192971,"('nasty', 'nice')",-0.1480202,-0.1019297,0.0460905
18,-0.1917913,-0.06263307,"('disagreeable', 'welcoming')",-0.1917913,-0.0626331,0.1291582
19,-0.7818945,-0.70106643,"('inhospitable', 'hospitable')",-0.7818945,-0.7010664,0.0808281
20,0.81439734,0.64733845,"('rough', 'thoughtful')",0.8143973,0.6473384,-0.1670589
21,0.28040212,0.47184825,"('immoral', 'moral')",0.2804021,0.4718482,0.1914461
22,0.49277902,0.49883714,"('untrustworthy', 'trustworthy')",0.492779,0.4988371,0.0060581
23,6.1895604,6.418872,"('insincere', 'sincere')",6.1895604,6.4188719,0.2293115
24,1.3590866,1.3708627,"('dishonest', 'honest')",1.3590866,1.3708627,0.0117761
25,0.61211854,0.6813885,"('egoistic', 'altruistic')",0.6121185,0.6813885,0.06927
26,1.9365425,1.5527823,"('hardhearted', 'benevolent')",1.9365425,1.5527823,-0.3837602
27,1.5674614,1.3888611,"('hardhearted', 'softhearted')",1.5674614,1.3888611,-0.1786003
28,1.0670693,0.89015055,"('disloyal', 'loyal')",1.0670693,0.8901505,-0.1769188
29,0.140324,-0.052790448,"('unfair', 'fair')",0.140324,-0.0527904,-0.1931144
30,0.8414049,0.89799833,"('intolerant', 'tolerant')",0.8414049,0.8979983,0.0565934
31,-0.99191564,-0.99914944,"('evil', 'good')",-0.9919156,-0.9991494,-0.0072338
32,0.80105305,0.70943004,"('unkind', 'kind')",0.801053,0.70943,-0.091623
33,0.14159009,0.11530156,"('wrong', 'right')",0.1415901,0.1153016,-0.0262885
34,4.28333,4.5973973,"('mean', 'honorable')",4.28333,4.5973973,0.3140673
35,-0.7796084,-1.1009635,"('corrupt', 'incorrupt')",-0.7796084,-1.1009635,-0.3213551
36,-0.4599776,-0.687437,"('hostile', 'amicable')",-0.4599776,-0.687437,-0.2274594
37,0.5768621,0.6253231,"('fake', 'genuine')",0.5768621,0.6253231,0.048461
38,-0.418671,-0.26324198,"('untruthful', 'truthful')",-0.418671,-0.263242,0.155429
39,0.9734445,1.1035564,"('exploitative', 'cooperative')",0.9734445,1.1035564,0.1301119
40,-1.4846187,-1.5405048,"('stingy', 'generous')",-1.4846187,-1.5405048,-0.0558861
41,0.8783018,0.6539316,"('unforgiving', 'forgiving')",0.8783018,0.6539316,-0.2243702
42,-2.3363001,-2.2916908,"('unreliable', 'reliable')",-2.3363001,-2.2916908,0.0446093
43,1.2789123,1.3347988,"('irresponsible', 'responsible')",1.2789123,1.3347988,0.0558865
