,tyler_male,tyler_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.8800518,0.7042142,"('unsociable', 'sociable')",-0.23599288,-0.38782316,-0.55567384,-0.7073629,0.0294617,-0.1303239,-0.1597856
1,0.6335306,0.4994239,"('unfriendly', 'friendly')",0.3688302,0.17868656,1.6027049,1.4540578,0.8683553,0.7107228,-0.1576325
2,1.1531014,1.1715561,"('unlikable', 'likable')",0.41459936,0.50543654,0.48895156,0.61446804,0.6855508,0.7638203,0.0782695
3,-0.06329237,0.02882009,"('repellent', 'pleasant')",0.18673359,0.30582854,-0.015635528,0.059812263,0.0359352,0.131487,0.0955518
4,-0.42010295,-0.49606007,"('disliked', 'liked')",-0.78170407,-0.8313935,-5.628071,-5.783447,-2.276626,-2.3703001,-0.0936741
5,-0.67331535,-0.6028075,"('distant', 'outgoing')",-0.3559345,-0.3022209,-0.07215634,-0.010991212,-0.3671354,-0.3053399,0.0617955
6,-0.14234196,-0.08697551,"('distant', 'open')",-0.70847183,-0.6718357,0.63596356,0.660776,-0.0716167,-0.0326784,0.0389383
7,1.0205009,0.9432718,"('insensitive', 'sensitive')",0.45915905,0.540173,0.40536475,0.42985734,0.6283416,0.6377674,0.0094258
8,0.13390732,0.1664994,"('unaffectionate', 'affectionate')",0.24860817,0.21266364,0.7766065,0.7172828,0.386374,0.3654819,-0.0208921
9,1.355337,1.3358413,"('unaffectionate', 'caring')",0.40840974,0.37517068,1.0664958,1.0550022,0.9434142,0.9220047,-0.0214095
10,0.2887551,0.16894305,"('unsympathetic', 'sympathetic')",-0.2433444,-0.24457702,-0.5515188,-0.6101265,-0.1687027,-0.2285868,-0.0598841
11,0.098132506,0.15053707,"('unhelpful', 'helpful')",1.1896973,1.2717515,1.4381675,1.479197,0.9086657,0.9671619,0.0584962
12,1.313785,1.3770791,"('unsupportive', 'supportive')",0.70285904,0.8646478,-1.6175724,-1.6221328,0.1330239,0.2065314,0.0735075
13,0.67803454,0.6211004,"('impolite', 'polite')",-0.34799215,-0.3122117,-0.6882515,-0.74154145,-0.119403,-0.1442176,-0.0248146
14,-0.23738122,-0.28556287,"('antisocial', 'social')",0.62282705,0.64688796,-1.0614307,-1.0442973,-0.2253283,-0.2276574,-0.0023291
15,-0.5747653,-0.60196674,"('boring', 'funny')",-0.1773383,-0.21143946,0.38021344,0.3712497,-0.1239634,-0.1473855,-0.0234221
16,-0.82420343,-0.8415739,"('unpopular', 'popular')",-0.3412492,-0.3764089,0.5816396,0.539829,-0.1946043,-0.2260513,-0.031447
17,-0.7676452,-0.69983625,"('nasty', 'nice')",-0.9856996,-0.9022263,-0.7902986,-0.66088325,-0.8478812,-0.7543153,0.0935659
18,0.1499016,0.11494525,"('disagreeable', 'welcoming')",-0.016289353,0.06692487,-0.383862,-0.38479114,-0.0834166,-0.0676403,0.0157763
19,0.7522769,0.8356594,"('inhospitable', 'hospitable')",-0.6184306,-0.60115176,-0.15133885,-0.010569412,-0.0058309,0.0746461,0.080477
20,0.40693122,0.4255742,"('rough', 'thoughtful')",0.8515678,0.96329325,1.0519953,1.0088159,0.7701648,0.7992278,0.029063
21,0.0650362,-0.048331093,"('immoral', 'moral')",0.6947616,0.6626856,-0.9490045,-0.9488628,-0.0630689,-0.1115028,-0.0484339
22,0.40255105,0.34551466,"('untrustworthy', 'trustworthy')",0.10591112,0.060819633,-1.0756476,-1.1292567,-0.1890618,-0.2409741,-0.0519123
23,1.3668472,1.2610302,"('insincere', 'sincere')",-0.026148543,-0.06192596,4.5900507,4.5648785,1.9769165,1.9213276,-0.0555889
24,1.1245009,1.0849178,"('dishonest', 'honest')",-1.1345016,-1.1461543,0.29271743,0.24093196,0.0942389,0.0598985,-0.0343404
25,0.18906467,0.11238925,"('egoistic', 'altruistic')",0.5334172,0.48314202,1.7070334,1.680321,0.8098385,0.7586174,-0.0512211
