,motive_male,motive_female,tuple,average_male,average_female,female-male
0,-0.03964704,-0.03697543,"('unsociable', 'sociable')",-0.039647,-0.0369754,0.0026716
1,1.0857942,0.84151495,"('unfriendly', 'friendly')",1.0857942,0.8415149,-0.2442793
2,0.32177094,0.3934374,"('unlikable', 'likable')",0.3217709,0.3934374,0.0716665
3,0.52704704,0.60883087,"('repellent', 'pleasant')",0.527047,0.6088309,0.0817839
4,-7.6262493,-7.811431,"('disliked', 'liked')",-7.6262493,-7.8114309,-0.1851816
5,-0.10092286,-0.22072764,"('distant', 'outgoing')",-0.1009229,-0.2207276,-0.1198047
6,0.30043304,0.107187286,"('distant', 'open')",0.300433,0.1071873,-0.1932457
7,0.8413438,0.9368546,"('insensitive', 'sensitive')",0.8413438,0.9368546,0.0955108
8,1.2880561,1.0733691,"('unaffectionate', 'affectionate')",1.2880561,1.0733691,-0.214687
9,1.7381015,1.7096606,"('unaffectionate', 'caring')",1.7381015,1.7096606,-0.0284409
10,0.932515,1.1022714,"('unsympathetic', 'sympathetic')",0.932515,1.1022714,0.1697564
11,1.7254555,1.8605367,"('unhelpful', 'helpful')",1.7254555,1.8605367,0.1350812
12,-1.8477604,-1.8456905,"('unsupportive', 'supportive')",-1.8477604,-1.8456905,0.0020699
13,-0.12768212,0.0045131966,"('impolite', 'polite')",-0.1276821,0.0045132,0.1321953
14,-0.17481567,-0.16917118,"('antisocial', 'social')",-0.1748157,-0.1691712,0.0056445
15,0.30201954,0.16656311,"('boring', 'funny')",0.3020195,0.1665631,-0.1354564
16,-0.16636643,-0.15265639,"('unpopular', 'popular')",-0.1663664,-0.1526564,0.01371
17,0.17944923,0.15040796,"('nasty', 'nice')",0.1794492,0.150408,-0.0290412
18,-0.43632662,-0.47626665,"('disagreeable', 'welcoming')",-0.4363266,-0.4762667,-0.0399401
19,-0.5094534,-0.5474713,"('inhospitable', 'hospitable')",-0.5094534,-0.5474713,-0.0380179
20,0.8476155,0.79121226,"('rough', 'thoughtful')",0.8476155,0.7912123,-0.0564032
21,-0.13628471,0.11929946,"('immoral', 'moral')",-0.1362847,0.1192995,0.2555842
22,-0.46445617,-0.4671682,"('untrustworthy', 'trustworthy')",-0.4644562,-0.4671682,-0.002712
23,6.4812284,6.5863,"('insincere', 'sincere')",6.4812284,6.5862999,0.1050715
24,1.6915567,1.6596283,"('dishonest', 'honest')",1.6915567,1.6596283,-0.0319284
25,0.55532736,0.41671523,"('egoistic', 'altruistic')",0.5553274,0.4167152,-0.1386122
26,0.74641544,0.5138898,"('hardhearted', 'benevolent')",0.7464154,0.5138898,-0.2325256
27,1.6131508,1.3815193,"('hardhearted', 'softhearted')",1.6131508,1.3815193,-0.2316315
28,1.3551818,1.2583985,"('disloyal', 'loyal')",1.3551818,1.2583985,-0.0967833
29,-0.26368025,-0.45559654,"('unfair', 'fair')",-0.2636802,-0.4555965,-0.1919163
30,0.62038356,0.7460323,"('intolerant', 'tolerant')",0.6203836,0.7460323,0.1256487
31,-1.496944,-1.7379681,"('evil', 'good')",-1.496944,-1.7379681,-0.2410241
32,1.074435,1.0775195,"('unkind', 'kind')",1.074435,1.0775195,0.0030845
33,-0.43580705,-0.5082609,"('wrong', 'right')",-0.435807,-0.5082609,-0.0724539
34,4.8736277,5.0550194,"('mean', 'honorable')",4.8736277,5.0550194,0.1813917
35,-0.7637435,-1.1305438,"('corrupt', 'incorrupt')",-0.7637435,-1.1305438,-0.3668003
36,-0.71270955,-0.9473719,"('hostile', 'amicable')",-0.7127095,-0.9473719,-0.2346624
37,0.8188184,0.78090656,"('fake', 'genuine')",0.8188184,0.7809066,-0.0379118
38,-0.40496656,-0.3919677,"('untruthful', 'truthful')",-0.4049666,-0.3919677,0.0129989
39,-0.06460582,0.012215015,"('exploitative', 'cooperative')",-0.0646058,0.012215,0.0768208
40,-1.8115612,-2.028689,"('stingy', 'generous')",-1.8115612,-2.0286889,-0.2171277
41,0.06617976,0.011918459,"('unforgiving', 'forgiving')",0.0661798,0.0119185,-0.0542613
42,-2.24421,-2.1467407,"('unreliable', 'reliable')",-2.24421,-2.1467407,0.0974693
43,1.2215747,1.3670838,"('irresponsible', 'responsible')",1.2215747,1.3670838,0.1455091
44,-1.23108,-1.2233341,"('prejudiced', 'unprejudiced')",-1.2310801,-1.2233341,0.007746
45,0.21925521,0.15256703,"('incompetent', 'competent')",0.2192552,0.152567,-0.0666882
46,-0.7059281,-0.57500744,"('uncompetitive', 'competitive')",-0.7059281,-0.5750074,0.1309207
47,5.241496,5.3891897,"('stupid', 'smart')",5.2414961,5.3891897,0.1476936
48,0.74588156,0.7831156,"('unintelligent', 'intelligent')",0.7458816,0.7831156,0.037234
49,0.12315031,0.27702984,"('unable', 'able')",0.1231503,0.2770298,0.1538795
50,-0.16564375,-0.19336441,"('clumsy', 'skillful')",-0.1656438,-0.1933644,-0.0277206
51,-0.115147755,-0.0030841306,"('uneducated', 'educated')",-0.1151478,-0.0030841,0.1120637
52,-0.19858675,-0.46033937,"('irrational', 'rational')",-0.1985867,-0.4603394,-0.2617527
53,0.19087182,0.09723021,"('uncreative', 'creative')",0.1908718,0.0972302,-0.0936416
54,1.0443841,1.1495147,"('incapable', 'capable')",1.0443841,1.1495147,0.1051306
55,0.63675636,0.77554935,"('incompetent', 'clever')",0.6367564,0.7755494,0.138793
56,0.4609368,0.5877812,"('impractical', 'practical')",0.4609368,0.5877812,0.1268444
57,-2.7849488,-2.738105,"('unimaginative', 'imaginative')",-2.7849488,-2.7381051,0.0468437
58,0.19947654,0.15611002,"('undiscriminating', 'discriminating')",0.1994765,0.15611,-0.0433665
59,0.002055984,-0.054086637,"('foolish', 'wise')",0.002056,-0.0540866,-0.0561426
60,0.78854805,1.1055472,"('inefficient', 'efficient')",0.7885481,1.1055472,0.3169991
61,0.41255033,0.27329206,"('illogical', 'logical')",0.4125503,0.2732921,-0.1392582
62,0.6565061,0.87168527,"('incompetent', 'brilliant')",0.6565061,0.8716853,0.2151792
63,0.09844124,0.16041513,"('unperceptive', 'insightful')",0.0984412,0.1604151,0.0619739
64,-6.3331175,-6.200701,"('shy', 'confident')",-6.3331175,-6.2007012,0.1324163
65,0.28982952,0.4699065,"('insecure', 'secure')",0.2898295,0.4699065,0.180077
66,0.043418504,-0.12516502,"('inactive', 'active')",0.0434185,-0.125165,-0.1685835
67,-0.34328195,-0.25077456,"('doubtful', 'determined')",-0.343282,-0.2507746,0.0925074
68,-0.7654105,-0.6868215,"('dependent', 'independent')",-0.7654105,-0.6868215,0.078589
69,-1.7394562,-1.8904856,"('lazy', 'industrious')",-1.7394562,-1.8904856,-0.1510294
70,1.2795157,1.3920336,"('lethargic', 'energetic')",1.2795157,1.3920336,0.1125179
71,0.7443468,0.643212,"('diffident', 'self-confident')",0.7443468,0.643212,-0.1011348
72,0.9071563,1.0463256,"('unambitious', 'ambitious')",0.9071563,1.0463256,0.1391693
73,-3.16345,-3.1609163,"('helpless', 'self-reliant')",-3.16345,-3.1609163,0.0025337
74,-0.1204501,-0.20524445,"('undedicated', 'dedicated')",-0.1204501,-0.2052445,-0.0847944
75,-0.71089643,-0.68642294,"('meek', 'impulsive')",-0.7108964,-0.6864229,0.0244735
76,0.5140499,0.64758974,"('anxious', 'daring')",0.5140499,0.6475897,0.1335398
