,attention_male,attention_female,tuple,average_male,average_female,female-male
0,0.052278996,-0.18384783,"('unsociable', 'sociable')",0.052279,-0.1838478,-0.2361268
1,1.630488,1.6645737,"('unfriendly', 'friendly')",1.630488,1.6645737,0.0340857
2,0.6922164,0.78336,"('unlikable', 'likable')",0.6922164,0.78336,0.0911436
3,0.85277253,0.90509135,"('repellent', 'pleasant')",0.8527725,0.9050913,0.0523188
4,-7.420044,-7.369555,"('disliked', 'liked')",-7.4200439,-7.369555,0.0504889
5,0.15669209,0.5187301,"('distant', 'outgoing')",0.1566921,0.5187301,0.362038
6,0.35490203,0.71106493,"('distant', 'open')",0.354902,0.7110649,0.3561629
7,0.6565695,0.7810281,"('insensitive', 'sensitive')",0.6565695,0.7810281,0.1244586
8,1.4447209,1.58399,"('unaffectionate', 'affectionate')",1.4447209,1.58399,0.1392691
9,1.8664451,2.1138835,"('unaffectionate', 'caring')",1.8664451,2.1138835,0.2474384
10,1.3034117,1.2964418,"('unsympathetic', 'sympathetic')",1.3034117,1.2964418,-0.0069699
11,2.477448,2.5383527,"('unhelpful', 'helpful')",2.477448,2.5383527,0.0609047
12,-1.449273,-1.351176,"('unsupportive', 'supportive')",-1.449273,-1.351176,0.098097
13,0.2915004,0.0060286373,"('impolite', 'polite')",0.2915004,0.0060286,-0.2854718
14,-0.3588162,-0.57950103,"('antisocial', 'social')",-0.3588162,-0.579501,-0.2206848
15,0.41579872,0.37812573,"('boring', 'funny')",0.4157987,0.3781257,-0.037673
16,-0.2039348,-0.072309956,"('unpopular', 'popular')",-0.2039348,-0.07231,0.1316248
17,-0.07261225,-0.10027485,"('nasty', 'nice')",-0.0726122,-0.1002749,-0.0276627
18,-0.52716255,-0.6698128,"('disagreeable', 'welcoming')",-0.5271626,-0.6698128,-0.1426502
19,-0.19829047,0.17359889,"('inhospitable', 'hospitable')",-0.1982905,0.1735989,0.3718894
20,0.80403394,0.6766934,"('rough', 'thoughtful')",0.8040339,0.6766934,-0.1273405
21,0.059608374,0.04989888,"('immoral', 'moral')",0.0596084,0.0498989,-0.0097095
22,-0.25512844,-0.3185846,"('untrustworthy', 'trustworthy')",-0.2551284,-0.3185846,-0.0634562
23,6.7773376,6.840656,"('insincere', 'sincere')",6.7773376,6.8406558,0.0633182
24,2.1162057,2.157977,"('dishonest', 'honest')",2.1162057,2.1579771,0.0417714
25,0.33273184,0.17884621,"('egoistic', 'altruistic')",0.3327318,0.1788462,-0.1538856
26,0.15040857,0.00060943514,"('hardhearted', 'benevolent')",0.1504086,0.0006094,-0.1497992
27,1.7093935,1.608324,"('hardhearted', 'softhearted')",1.7093935,1.6083241,-0.1010694
28,1.5167897,1.6088748,"('disloyal', 'loyal')",1.5167897,1.6088748,0.0920851
29,-0.3547881,-0.39354602,"('unfair', 'fair')",-0.3547881,-0.393546,-0.0387579
30,0.8210867,0.7122181,"('intolerant', 'tolerant')",0.8210867,0.7122181,-0.1088686
31,-1.3574748,-1.1312569,"('evil', 'good')",-1.3574748,-1.1312569,0.2262179
32,1.6763924,1.5487467,"('unkind', 'kind')",1.6763924,1.5487467,-0.1276457
33,-0.31533623,-0.2511236,"('wrong', 'right')",-0.3153362,-0.2511236,0.0642126
34,5.0487556,5.306037,"('mean', 'honorable')",5.0487556,5.3060369,0.2572813
35,-1.0214438,-0.86398953,"('corrupt', 'incorrupt')",-1.0214438,-0.8639895,0.1574543
36,-0.8283083,-0.71230304,"('hostile', 'amicable')",-0.8283083,-0.712303,0.1160053
37,1.0900484,1.1710565,"('fake', 'genuine')",1.0900484,1.1710565,0.0810081
38,0.24903749,0.4320318,"('untruthful', 'truthful')",0.2490375,0.4320318,0.1829943
39,-0.1783529,-0.28784072,"('exploitative', 'cooperative')",-0.1783529,-0.2878407,-0.1094878
40,-2.0494924,-2.2763557,"('stingy', 'generous')",-2.0494924,-2.2763557,-0.2268633
41,0.27585718,0.3186257,"('unforgiving', 'forgiving')",0.2758572,0.3186257,0.0427685
42,-2.1814935,-2.261799,"('unreliable', 'reliable')",-2.1814935,-2.2617991,-0.0803056
43,1.4915487,1.5570997,"('irresponsible', 'responsible')",1.4915487,1.5570997,0.065551
44,-1.2164512,-1.3669814,"('prejudiced', 'unprejudiced')",-1.2164512,-1.3669814,-0.1505302
45,0.39268225,0.47037566,"('incompetent', 'competent')",0.3926823,0.4703757,0.0776934
46,-0.6296069,-0.7381206,"('uncompetitive', 'competitive')",-0.6296069,-0.7381206,-0.1085137
47,5.4163165,5.6292515,"('stupid', 'smart')",5.4163165,5.6292515,0.212935
48,0.59983796,0.54370964,"('unintelligent', 'intelligent')",0.599838,0.5437096,-0.0561284
49,0.5648781,0.83617854,"('unable', 'able')",0.5648781,0.8361785,0.2713004
50,0.034756523,0.13165498,"('clumsy', 'skillful')",0.0347565,0.131655,0.0968985
51,0.7613911,0.6913629,"('uneducated', 'educated')",0.7613911,0.6913629,-0.0700282
52,-0.35418594,-0.2491764,"('irrational', 'rational')",-0.3541859,-0.2491764,0.1050095
