,mass_male,mass_female,tuple,average_male,average_female,female-male
0,0.26372132,0.12537798,"('unsociable', 'sociable')",0.2637213,0.125378,-0.1383433
1,0.7833104,0.8734742,"('unfriendly', 'friendly')",0.7833104,0.8734742,0.0901638
2,0.34130472,0.49486,"('unlikable', 'likable')",0.3413047,0.49486,0.1535553
3,0.7778177,0.9406232,"('repellent', 'pleasant')",0.7778177,0.9406232,0.1628055
4,-7.3072324,-7.156308,"('disliked', 'liked')",-7.3072324,-7.1563082,0.1509242
5,-0.73332256,-0.6413828,"('distant', 'outgoing')",-0.7333226,-0.6413828,0.0919398
6,-0.5870761,-0.5251792,"('distant', 'open')",-0.5870761,-0.5251792,0.0618969
7,1.1032664,1.1360066,"('insensitive', 'sensitive')",1.1032664,1.1360066,0.0327402
8,0.97291714,0.9564509,"('unaffectionate', 'affectionate')",0.9729171,0.9564509,-0.0164662
9,1.4239016,1.5170095,"('unaffectionate', 'caring')",1.4239016,1.5170095,0.0931079
10,1.2970709,1.2225165,"('unsympathetic', 'sympathetic')",1.2970709,1.2225165,-0.0745544
11,1.7516332,1.7801449,"('unhelpful', 'helpful')",1.7516332,1.7801449,0.0285117
12,-1.131402,-1.0476472,"('unsupportive', 'supportive')",-1.131402,-1.0476472,0.0837548
13,0.25609457,0.16805394,"('impolite', 'polite')",0.2560946,0.1680539,-0.0880407
14,0.4519217,0.44684038,"('antisocial', 'social')",0.4519217,0.4468404,-0.0050813
15,0.10609036,0.09989277,"('boring', 'funny')",0.1060904,0.0998928,-0.0061976
16,-0.7629302,-0.6343188,"('unpopular', 'popular')",-0.7629302,-0.6343188,0.1286114
17,0.07432927,0.027433146,"('nasty', 'nice')",0.0743293,0.0274331,-0.0468962
18,-1.1590358,-1.0167254,"('disagreeable', 'welcoming')",-1.1590358,-1.0167254,0.1423104
19,-0.61272323,-0.56622255,"('inhospitable', 'hospitable')",-0.6127232,-0.5662225,0.0465007
20,0.7187382,0.6525949,"('rough', 'thoughtful')",0.7187382,0.6525949,-0.0661433
21,0.15434787,0.3117221,"('immoral', 'moral')",0.1543479,0.3117221,0.1573742
22,0.21526739,0.22873728,"('untrustworthy', 'trustworthy')",0.2152674,0.2287373,0.0134699
23,6.0790353,6.129,"('insincere', 'sincere')",6.0790353,6.1290002,0.0499649
24,2.0602798,2.0122075,"('dishonest', 'honest')",2.0602798,2.0122075,-0.0480723
25,0.114868484,0.20085892,"('egoistic', 'altruistic')",0.1148685,0.2008589,0.0859904
26,0.43624142,0.22567938,"('hardhearted', 'benevolent')",0.4362414,0.2256794,-0.210562
27,1.1866657,1.0851092,"('hardhearted', 'softhearted')",1.1866657,1.0851092,-0.1015565
28,1.0501686,0.90853316,"('disloyal', 'loyal')",1.0501686,0.9085332,-0.1416354
29,-0.11386684,-0.2835477,"('unfair', 'fair')",-0.1138668,-0.2835477,-0.1696809
30,1.2824472,1.1890476,"('intolerant', 'tolerant')",1.2824472,1.1890476,-0.0933996
31,-1.3595476,-1.3104261,"('evil', 'good')",-1.3595476,-1.3104261,0.0491215
32,1.2760295,1.1868346,"('unkind', 'kind')",1.2760295,1.1868346,-0.0891949
33,-0.60810435,-0.536628,"('wrong', 'right')",-0.6081043,-0.536628,0.0714763
34,4.2481236,4.3637815,"('mean', 'honorable')",4.2481236,4.3637815,0.1156579
35,-0.9767998,-1.1526657,"('corrupt', 'incorrupt')",-0.9767998,-1.1526657,-0.1758659
36,-0.7475179,-0.85683304,"('hostile', 'amicable')",-0.7475179,-0.856833,-0.1093151
37,0.5933189,0.5806167,"('fake', 'genuine')",0.5933189,0.5806167,-0.0127022
38,0.06559006,0.06872077,"('untruthful', 'truthful')",0.0655901,0.0687208,0.0031307
39,0.21082118,0.24009001,"('exploitative', 'cooperative')",0.2108212,0.24009,0.0292688
40,-1.3655769,-1.428453,"('stingy', 'generous')",-1.3655769,-1.428453,-0.0628761
41,0.5472952,0.31391943,"('unforgiving', 'forgiving')",0.5472952,0.3139194,-0.2333758
42,-2.0883145,-2.0255244,"('unreliable', 'reliable')",-2.0883145,-2.0255244,0.0627901
43,1.3130414,1.2554432,"('irresponsible', 'responsible')",1.3130414,1.2554432,-0.0575982
44,-1.3084954,-1.3694968,"('prejudiced', 'unprejudiced')",-1.3084954,-1.3694968,-0.0610014
45,0.4475633,0.36907142,"('incompetent', 'competent')",0.4475633,0.3690714,-0.0784919
46,-0.69411093,-0.659369,"('uncompetitive', 'competitive')",-0.6941109,-0.659369,0.0347419
47,5.5462046,5.636686,"('stupid', 'smart')",5.5462046,5.6366858,0.0904812
48,1.0730698,1.0573338,"('unintelligent', 'intelligent')",1.0730698,1.0573338,-0.015736
49,-0.44510013,-0.22586119,"('unable', 'able')",-0.4451001,-0.2258612,0.2192389
50,-0.34353292,-0.29957348,"('clumsy', 'skillful')",-0.3435329,-0.2995735,0.0439594
51,0.3895595,0.45050538,"('uneducated', 'educated')",0.3895595,0.4505054,0.0609459
52,-0.657656,-0.6997101,"('irrational', 'rational')",-0.657656,-0.6997101,-0.0420541
53,0.06596945,0.16380921,"('uncreative', 'creative')",0.0659695,0.1638092,0.0978397
54,0.7130078,0.8646907,"('incapable', 'capable')",0.7130078,0.8646907,0.1516829
55,0.91641134,1.004678,"('incompetent', 'clever')",0.9164113,1.004678,0.0882667
56,0.846646,0.9332644,"('impractical', 'practical')",0.846646,0.9332644,0.0866184
57,-2.713859,-2.7060316,"('unimaginative', 'imaginative')",-2.7138591,-2.7060316,0.0078275
58,-0.18457772,-0.26941982,"('undiscriminating', 'discriminating')",-0.1845777,-0.2694198,-0.0848421
59,-0.065046735,0.022181652,"('foolish', 'wise')",-0.0650467,0.0221817,0.0872284
60,0.5617452,0.73760873,"('inefficient', 'efficient')",0.5617452,0.7376087,0.1758635
61,0.59119564,0.4058337,"('illogical', 'logical')",0.5911956,0.4058337,-0.1853619
62,1.1055017,1.3185807,"('incompetent', 'brilliant')",1.1055017,1.3185807,0.213079
63,0.59783363,0.6688601,"('unperceptive', 'insightful')",0.5978336,0.6688601,0.0710265
64,-5.781046,-5.7251663,"('shy', 'confident')",-5.7810459,-5.7251663,0.0558796
65,0.7910515,0.7441941,"('insecure', 'secure')",0.7910515,0.7441941,-0.0468574
66,-0.1714236,-0.30505276,"('inactive', 'active')",-0.1714236,-0.3050528,-0.1336292
67,-0.52477396,-0.5570119,"('doubtful', 'determined')",-0.524774,-0.5570119,-0.0322379
68,-0.85843295,-0.7560549,"('dependent', 'independent')",-0.8584329,-0.7560549,0.102378
69,-1.603711,-1.5605055,"('lazy', 'industrious')",-1.603711,-1.5605055,0.0432055
70,1.4488581,1.4017715,"('lethargic', 'energetic')",1.4488581,1.4017715,-0.0470866
71,0.01368106,0.20467147,"('diffident', 'self-confident')",0.0136811,0.2046715,0.1909904
72,0.8271497,0.93452215,"('unambitious', 'ambitious')",0.8271497,0.9345222,0.1073725
73,-2.931956,-2.7761364,"('helpless', 'self-reliant')",-2.9319561,-2.7761364,0.1558197
74,-0.15339391,-0.17286676,"('undedicated', 'dedicated')",-0.1533939,-0.1728668,-0.0194729
75,-0.82253337,-0.76180935,"('meek', 'impulsive')",-0.8225334,-0.7618093,0.0607241
76,0.64243215,0.63022196,"('anxious', 'daring')",0.6424322,0.630222,-0.0122102
77,-0.9062731,-0.77573866,"('unmotivated', 'motivated')",-0.9062731,-0.7757387,0.1305344
78,-0.868579,-0.80401754,"('nonresilient', 'resilient')",-0.868579,-0.8040175,0.0645615
79,-0.24879035,-0.3128133,"('wavering', 'unwavering')",-0.2487904,-0.3128133,-0.0640229
80,0.5447266,0.40985903,"('dominated', 'dominating')",0.5447266,0.409859,-0.1348676
81,0.50975144,0.51087546,"('submissive', 'aggressive')",0.5097514,0.5108755,0.0011241
82,5.7208757,5.9454274,"('poor', 'rich')",5.7208757,5.9454274,0.2245517
83,-0.37630105,-0.41215464,"('powerless', 'powerful')",-0.3763011,-0.4121546,-0.0358535
84,0.16768798,0.037805267,"('inferior', 'superior')",0.167688,0.0378053,-0.1298827
85,-1.5142515,-1.511703,"('insignificant', 'prestigious')",-1.5142515,-1.511703,0.0025485
86,0.5011778,0.444379,"('uninfluential', 'influential')",0.5011778,0.444379,-0.0567988
87,-0.041614927,0.087028146,"('unsuccessful', 'successful')",-0.0416149,0.0870281,0.128643
88,-0.43496415,-0.2863423,"('low', 'eminent')",-0.4349642,-0.2863423,0.1486219
