,attacker_male,attacker_female,tuple,average_male,average_female,female-male
0,0.40905955,0.41977927,"('unsociable', 'sociable')",0.4090596,0.4197793,0.0107197
1,1.689949,1.6655169,"('unfriendly', 'friendly')",1.689949,1.6655169,-0.0244321
2,0.04605914,0.22405009,"('unlikable', 'likable')",0.0460591,0.2240501,0.177991
3,1.2116967,1.3422122,"('repellent', 'pleasant')",1.2116967,1.3422122,0.1305155
4,-7.5749464,-7.368785,"('disliked', 'liked')",-7.5749464,-7.3687849,0.2061615
5,-0.10120064,0.09139003,"('distant', 'outgoing')",-0.1012006,0.09139,0.1925906
6,0.29907936,0.404059,"('distant', 'open')",0.2990794,0.404059,0.1049796
7,1.6128526,1.6844391,"('insensitive', 'sensitive')",1.6128526,1.6844391,0.0715865
8,1.2273362,1.1522188,"('unaffectionate', 'affectionate')",1.2273362,1.1522188,-0.0751174
9,2.0270817,1.9704697,"('unaffectionate', 'caring')",2.0270817,1.9704697,-0.056612
10,1.3927001,1.4003379,"('unsympathetic', 'sympathetic')",1.3927001,1.4003379,0.0076378
11,2.3500674,2.3128364,"('unhelpful', 'helpful')",2.3500674,2.3128364,-0.037231
12,-1.0497762,-0.92847764,"('unsupportive', 'supportive')",-1.0497762,-0.9284776,0.1212986
13,0.40503746,0.3464235,"('impolite', 'polite')",0.4050375,0.3464235,-0.058614
14,0.11626559,0.11682178,"('antisocial', 'social')",0.1162656,0.1168218,0.0005562
15,0.27660444,0.3231233,"('boring', 'funny')",0.2766044,0.3231233,0.0465189
16,-0.6026746,-0.46381864,"('unpopular', 'popular')",-0.6026746,-0.4638186,0.138856
17,-0.36375293,-0.29809362,"('nasty', 'nice')",-0.3637529,-0.2980936,0.0656593
18,0.046133988,0.013081789,"('disagreeable', 'welcoming')",0.046134,0.0130818,-0.0330522
19,-0.57353336,-0.32981864,"('inhospitable', 'hospitable')",-0.5735334,-0.3298186,0.2437148
20,0.76103336,0.54547787,"('rough', 'thoughtful')",0.7610334,0.5454779,-0.2155555
