,stripe_male,stripe_female,tuple,average_male,average_female,female-male
0,0.40582928,0.45103976,"('unsociable', 'sociable')",0.4058293,0.4510398,0.0452105
1,1.9439353,1.8530124,"('unfriendly', 'friendly')",1.9439353,1.8530124,-0.0909229
2,0.26035485,0.42515272,"('unlikable', 'likable')",0.2603548,0.4251527,0.1647979
3,1.1632217,1.3521625,"('repellent', 'pleasant')",1.1632217,1.3521625,0.1889408
4,-6.8867517,-6.859166,"('disliked', 'liked')",-6.8867517,-6.8591661,0.0275856
5,0.15203741,0.34475213,"('distant', 'outgoing')",0.1520374,0.3447521,0.1927147
6,0.49952567,0.6049967,"('distant', 'open')",0.4995257,0.6049967,0.105471
7,1.5261841,1.6708326,"('insensitive', 'sensitive')",1.5261841,1.6708326,0.1446485
8,1.3949125,1.2513027,"('unaffectionate', 'affectionate')",1.3949125,1.2513027,-0.1436098
9,1.7414362,1.8113258,"('unaffectionate', 'caring')",1.7414362,1.8113258,0.0698896
10,1.1563731,1.2532237,"('unsympathetic', 'sympathetic')",1.1563731,1.2532237,0.0968506
11,1.949805,2.088352,"('unhelpful', 'helpful')",1.949805,2.088352,0.138547
12,-1.0652804,-0.8080653,"('unsupportive', 'supportive')",-1.0652804,-0.8080653,0.2572151
13,0.15031847,0.15248343,"('impolite', 'polite')",0.1503185,0.1524834,0.0021649
14,0.069114015,0.08345506,"('antisocial', 'social')",0.069114,0.0834551,0.0143411
15,0.5655823,0.5658216,"('boring', 'funny')",0.5655823,0.5658216,0.0002393
16,-0.29305393,-0.27157956,"('unpopular', 'popular')",-0.2930539,-0.2715796,0.0214743
17,-0.16412953,-0.14304744,"('nasty', 'nice')",-0.1641295,-0.1430474,0.0210821
18,-0.11939449,-0.12006679,"('disagreeable', 'welcoming')",-0.1193945,-0.1200668,-0.0006723
19,-0.185283,0.068314366,"('inhospitable', 'hospitable')",-0.185283,0.0683144,0.2535974
20,0.3800126,0.2792788,"('rough', 'thoughtful')",0.3800126,0.2792788,-0.1007338
21,0.0054856017,0.36821324,"('immoral', 'moral')",0.0054856,0.3682132,0.3627276
22,-0.1956257,0.07344949,"('untrustworthy', 'trustworthy')",-0.1956257,0.0734495,0.2690752
23,6.769541,6.942038,"('insincere', 'sincere')",6.7695408,6.9420381,0.1724973
24,1.9560171,2.2415771,"('dishonest', 'honest')",1.9560171,2.2415771,0.28556
25,1.1882789,0.93093204,"('egoistic', 'altruistic')",1.1882789,0.930932,-0.2573469
26,0.70893514,0.3401013,"('hardhearted', 'benevolent')",0.7089351,0.3401013,-0.3688338
27,2.055889,1.7970893,"('hardhearted', 'softhearted')",2.0558889,1.7970893,-0.2587996
28,1.2130704,1.2132311,"('disloyal', 'loyal')",1.2130704,1.2132311,0.0001607
29,-0.6113685,-0.5999908,"('unfair', 'fair')",-0.6113685,-0.5999908,0.0113777
30,0.9586649,1.047615,"('intolerant', 'tolerant')",0.9586649,1.0476151,0.0889502
31,-1.0572021,-1.0749958,"('evil', 'good')",-1.0572021,-1.0749958,-0.0177937
32,1.4269775,1.350448,"('unkind', 'kind')",1.4269775,1.350448,-0.0765295
33,-0.25349367,-0.07665409,"('wrong', 'right')",-0.2534937,-0.0766541,0.1768396
34,4.805679,5.1132,"('mean', 'honorable')",4.8056788,5.1132002,0.3075214
35,-1.0320629,-1.0946978,"('corrupt', 'incorrupt')",-1.0320629,-1.0946978,-0.0626349
36,-0.9245745,-1.0669625,"('hostile', 'amicable')",-0.9245745,-1.0669625,-0.142388
37,1.1208421,1.0471796,"('fake', 'genuine')",1.1208421,1.0471796,-0.0736625
38,0.22586045,0.33793148,"('untruthful', 'truthful')",0.2258604,0.3379315,0.1120711
39,0.095050335,0.17121461,"('exploitative', 'cooperative')",0.0950503,0.1712146,0.0761643
40,-0.6002619,-0.7204776,"('stingy', 'generous')",-0.6002619,-0.7204776,-0.1202157
41,0.08913797,-0.05325679,"('unforgiving', 'forgiving')",0.089138,-0.0532568,-0.1423948
42,-2.1478846,-2.022784,"('unreliable', 'reliable')",-2.1478846,-2.022784,0.1251006
43,1.1131283,1.2525485,"('irresponsible', 'responsible')",1.1131283,1.2525485,0.1394202
44,-1.7260334,-2.0140269,"('prejudiced', 'unprejudiced')",-1.7260334,-2.0140269,-0.2879935
45,0.4625789,0.60329354,"('incompetent', 'competent')",0.4625789,0.6032935,0.1407146
46,-0.70046,-0.50163996,"('uncompetitive', 'competitive')",-0.70046,-0.50164,0.19882
47,4.869873,5.0382867,"('stupid', 'smart')",4.869873,5.0382867,0.1684137
48,0.688567,0.6954883,"('unintelligent', 'intelligent')",0.688567,0.6954883,0.0069213
49,0.44055438,0.653977,"('unable', 'able')",0.4405544,0.653977,0.2134226
50,-0.108885996,-0.050640486,"('clumsy', 'skillful')",-0.108886,-0.0506405,0.0582455
51,1.1357024,1.1970822,"('uneducated', 'educated')",1.1357024,1.1970822,0.0613798
52,-0.11408147,-0.14039353,"('irrational', 'rational')",-0.1140815,-0.1403935,-0.026312
53,0.023674298,0.028047834,"('uncreative', 'creative')",0.0236743,0.0280478,0.0043735
54,1.1928769,1.5630789,"('incapable', 'capable')",1.1928769,1.5630789,0.370202
55,1.147887,1.3012251,"('incompetent', 'clever')",1.147887,1.3012251,0.1533381
56,0.4980877,0.8417579,"('impractical', 'practical')",0.4980877,0.8417579,0.3436702
57,-2.3049438,-2.2610352,"('unimaginative', 'imaginative')",-2.3049438,-2.2610352,0.0439086
58,0.24073063,0.17874172,"('undiscriminating', 'discriminating')",0.2407306,0.1787417,-0.0619889
59,0.11380494,0.14596829,"('foolish', 'wise')",0.1138049,0.1459683,0.0321634
60,0.5373432,0.6830591,"('inefficient', 'efficient')",0.5373432,0.6830591,0.1457159
61,0.4180726,0.4343148,"('illogical', 'logical')",0.4180726,0.4343148,0.0162422
62,1.3994799,1.7653491,"('incompetent', 'brilliant')",1.3994799,1.7653491,0.3658692
63,0.7866656,1.0434252,"('unperceptive', 'insightful')",0.7866656,1.0434252,0.2567596
64,-6.3377476,-5.951009,"('shy', 'confident')",-6.3377476,-5.9510088,0.3867388
65,0.30114385,0.60890305,"('insecure', 'secure')",0.3011439,0.6089031,0.3077592
66,-0.2692562,-0.22928143,"('inactive', 'active')",-0.2692562,-0.2292814,0.0399748
67,-0.8311241,-0.9289017,"('doubtful', 'determined')",-0.8311241,-0.9289017,-0.0977776
68,-0.4711576,-0.27403548,"('dependent', 'independent')",-0.4711576,-0.2740355,0.1971221
