,cooperation_male,cooperation_female,tuple,average_male,average_female,female-male
77,-0.3583008,-0.42530808,"('unmotivated', 'motivated')",-0.3583008,-0.4253081,-0.0670073
78,-0.051690746,-0.21157186,"('nonresilient', 'resilient')",-0.0516907,-0.2115719,-0.1598812
79,-0.66132545,-0.6819969,"('wavering', 'unwavering')",-0.6613255,-0.6819969,-0.0206714
80,0.93543583,0.81501263,"('dominated', 'dominating')",0.9354358,0.8150126,-0.1204232
81,1.1328549,1.0562818,"('submissive', 'aggressive')",1.1328549,1.0562818,-0.0765731
82,5.459038,5.8316283,"('poor', 'rich')",5.4590378,5.8316283,0.3725905
83,-0.015012834,-0.17566882,"('powerless', 'powerful')",-0.0150128,-0.1756688,-0.160656
84,-0.040683888,0.09818544,"('inferior', 'superior')",-0.0406839,0.0981854,0.1388693
85,-1.5178579,-1.9633725,"('insignificant', 'prestigious')",-1.5178579,-1.9633725,-0.4455146
86,0.63050336,0.68200713,"('uninfluential', 'influential')",0.6305034,0.6820071,0.0515037
87,0.66612744,0.6901715,"('unsuccessful', 'successful')",0.6661274,0.6901715,0.0240441
88,0.23041618,0.08990585,"('low', 'eminent')",0.2304162,0.0899059,-0.1405103
