,assurant_male,assurant_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.2405635,-1.4302866,"('unsociable', 'sociable')",-0.2368831,-0.47002378,-0.7387233,-0.9501552,-0.2114319
1,-2.1268337,-2.151861,"('unfriendly', 'friendly')",1.9888864,1.9345891,-0.0689737,-0.1086359,-0.0396622
2,1.1423997,1.1694592,"('unlikable', 'likable')",0.6146361,0.7291841,0.8785179,0.9493216,0.0708037
3,-0.92049277,-0.831688,"('repellent', 'pleasant')",0.09802265,0.111903965,-0.4112351,-0.359892,0.0513431
4,-0.47246322,-0.45881423,"('disliked', 'liked')",-6.162972,-6.192808,-3.3177176,-3.3258111,-0.0080935
5,-1.1871573,-1.1377206,"('distant', 'outgoing')",0.14993843,0.23811686,-0.5186094,-0.4498019,0.0688075
6,-1.2204707,-1.142138,"('distant', 'open')",0.4989114,0.5571042,-0.3607796,-0.2925169,0.0682627
7,-0.4794522,-0.4990921,"('insensitive', 'sensitive')",0.41539624,0.40613607,-0.032028,-0.046478,-0.01445
8,-1.209623,-1.2058644,"('unaffectionate', 'affectionate')",1.0275203,1.032785,-0.0910513,-0.0865397,0.0045116
9,-1.4431782,-1.464889,"('unaffectionate', 'caring')",1.2876831,1.322915,-0.0777475,-0.070987,0.0067605
10,-0.5297444,-0.56950396,"('unsympathetic', 'sympathetic')",-0.37402058,-0.4777857,-0.4518825,-0.5236448,-0.0717623
11,-0.56890017,-0.60856825,"('unhelpful', 'helpful')",1.8603024,1.9491936,0.6457012,0.6703126,0.0246114
12,-1.1612774,-1.1129895,"('unsupportive', 'supportive')",-1.8518723,-1.8417084,-1.5065749,-1.477349,0.0292259
13,-0.41990477,-0.53806746,"('impolite', 'polite')",-0.5484289,-0.5458971,-0.4841668,-0.5419823,-0.0578155
14,0.047796637,-0.061730865,"('antisocial', 'social')",-0.69162905,-0.8233592,-0.3219162,-0.442545,-0.1206288
15,-0.054523967,-0.16377346,"('boring', 'funny')",0.410679,0.37167472,0.1780775,0.1039506,-0.0741269
16,-0.49713254,-0.44536445,"('unpopular', 'popular')",0.7243755,0.6810357,0.1136215,0.1178356,0.0042141
17,0.052822713,0.064100124,"('nasty', 'nice')",-0.15356123,-0.09102365,-0.0503693,-0.0134618,0.0369075
18,-0.6142533,-0.6187012,"('disagreeable', 'welcoming')",-0.225992,-0.2956821,-0.4201226,-0.4571916,-0.037069
19,-1.4864839,-1.4566531,"('inhospitable', 'hospitable')",0.034792468,0.12408215,-0.7258458,-0.6662855,0.0595603
20,0.47879654,0.4689381,"('rough', 'thoughtful')",1.1635207,1.1203916,0.8211586,0.7946649,-0.0264937
21,0.12125622,0.047583777,"('immoral', 'moral')",-0.5124969,-0.5738031,-0.1956203,-0.2631097,-0.0674894
22,-0.30545512,-0.32952607,"('untrustworthy', 'trustworthy')",-1.1048268,-1.1456556,-0.7051409,-0.7375908,-0.0324499
23,-0.7419336,-0.83172476,"('insincere', 'sincere')",5.764353,5.7586427,2.5112095,2.463459,-0.0477505
24,-0.3105336,-0.3754811,"('dishonest', 'honest')",0.8878231,0.85515356,0.2886447,0.2398362,-0.0488085
25,-0.10058412,-0.11984496,"('egoistic', 'altruistic')",1.5592276,1.50539,0.7293217,0.6927726,-0.0365491
26,0.33528188,0.24382192,"('hardhearted', 'benevolent')",1.7715172,1.6190358,1.0533996,0.9314289,-0.1219707
27,-0.33283818,-0.32250634,"('hardhearted', 'softhearted')",1.4982239,1.4196025,0.5826929,0.5485481,-0.0341448
28,-0.69028544,-0.79785985,"('disloyal', 'loyal')",1.0063556,0.949138,0.1580351,0.0756391,-0.082396
29,-0.6835325,-0.70871997,"('unfair', 'fair')",-0.51688385,-0.6434281,-0.6002082,-0.676074,-0.0758658
30,0.492949,0.39067054,"('intolerant', 'tolerant')",1.5487422,1.4196028,1.0208457,0.9051366,-0.1157091
31,-1.2024939,-1.0828868,"('evil', 'good')",-0.9409534,-0.99970925,-1.0717237,-1.041298,0.0304257
32,-0.35771504,-0.53648376,"('unkind', 'kind')",0.9480849,0.7713871,0.2951849,0.1174517,-0.1777332
33,-0.07568054,-0.150372,"('wrong', 'right')",-0.36578435,-0.3702506,-0.2207325,-0.2603113,-0.0395788
34,0.18791525,0.32904434,"('mean', 'honorable')",5.9822416,6.1392465,3.0850785,3.2341454,0.1490669
35,0.6550152,0.58254474,"('corrupt', 'incorrupt')",0.042081483,-0.06392433,0.3485483,0.2593102,-0.0892381
36,-0.8256238,-0.7782612,"('hostile', 'amicable')",0.23060843,0.05497945,-0.2975077,-0.3616409,-0.0641332
37,0.13997275,0.1360766,"('fake', 'genuine')",0.38966236,0.44425634,0.2648175,0.2901665,0.025349
38,-0.5940798,-0.57867134,"('untruthful', 'truthful')",0.10714129,0.22022286,-0.2434693,-0.1792242,0.0642451
39,0.37346175,0.3265915,"('exploitative', 'cooperative')",-0.035901498,-0.039899394,0.1687801,0.143346,-0.0254341
40,-0.25709844,-0.22539851,"('stingy', 'generous')",-1.4729455,-1.6213082,-0.8650219,-0.9233534,-0.0583315
41,-0.15234677,-0.08628916,"('unforgiving', 'forgiving')",0.0110354265,-0.13071734,-0.0706557,-0.1085033,-0.0378476
42,0.5587318,0.5983519,"('unreliable', 'reliable')",-3.1071112,-2.9904907,-1.2741897,-1.1960694,0.0781203
43,-0.78420043,-0.7824454,"('irresponsible', 'responsible')",0.38962942,0.4061408,-0.1972855,-0.1881523,0.0091332
44,0.78545797,0.7922154,"('prejudiced', 'unprejudiced')",-1.60357,-1.550416,-0.409056,-0.3791003,0.0299557
45,-0.73805845,-0.6599008,"('incompetent', 'competent')",-0.18227978,-0.21347731,-0.4601691,-0.436689,0.0234801
46,-1.0926768,-1.0172083,"('uncompetitive', 'competitive')",-0.90683156,-0.9905871,-0.9997542,-1.0038977,-0.0041435
47,0.11435348,0.14571823,"('stupid', 'smart')",5.5802693,5.7250843,2.8473115,2.9354012,0.0880897
48,-0.16324806,-0.1806249,"('unintelligent', 'intelligent')",0.8753709,0.8302672,0.3560614,0.3248211,-0.0312403
49,-0.116846375,-0.031921558,"('unable', 'able')",0.071286865,0.20822231,-0.0227798,0.0881504,0.1109302
50,0.57828677,0.5784886,"('clumsy', 'skillful')",0.32524604,0.34681877,0.4517664,0.4626537,0.0108873
51,-0.33766574,-0.4809844,"('uneducated', 'educated')",0.49005365,0.38149557,0.076194,-0.0497444,-0.1259384
52,-0.55049676,-0.67989904,"('irrational', 'rational')",0.4023721,0.25203478,-0.0740623,-0.2139321,-0.1398698
53,-1.6114001,-1.6411486,"('uncreative', 'creative')",0.741797,0.7395035,-0.4348016,-0.4508225,-0.0160209
54,-0.28403646,-0.32421556,"('incapable', 'capable')",1.1579957,1.2723556,0.4369796,0.47407,0.0370904
55,-0.5886279,-0.5682314,"('incompetent', 'clever')",-0.09937364,-0.15549512,-0.3440008,-0.3618633,-0.0178625
56,0.44147128,0.29900184,"('impractical', 'practical')",-0.04114729,-0.019055482,0.200162,0.1399732,-0.0601888
57,-1.3662965,-1.4138455,"('unimaginative', 'imaginative')",-2.570927,-2.6726089,-1.9686117,-2.0432272,-0.0746155
58,-0.41467232,-0.40360242,"('undiscriminating', 'discriminating')",-0.05473437,-0.08911452,-0.2347033,-0.2463585,-0.0116552
59,-0.20908393,-0.24491441,"('foolish', 'wise')",0.7045308,0.7192672,0.2477234,0.2371764,-0.010547
60,0.29658914,0.2677137,"('inefficient', 'efficient')",-0.13933012,-0.0022136308,0.0786295,0.13275,0.0541205
61,-0.55376446,-0.7005588,"('illogical', 'logical')",0.2422979,0.045810744,-0.1557333,-0.327374,-0.1716407
62,0.059152808,0.12847883,"('incompetent', 'brilliant')",0.3791077,0.6340872,0.2191303,0.381283,0.1621527
63,-0.7513017,-0.6533213,"('unperceptive', 'insightful')",0.6890539,0.7786503,-0.0311239,0.0626645,0.0937884
64,-0.15842754,-0.24990045,"('shy', 'confident')",-6.9799542,-7.0649385,-3.569191,-3.6574194,-0.0882284
65,0.010324869,-0.13693814,"('insecure', 'secure')",-0.7920828,-0.8383429,-0.3908789,-0.4876405,-0.0967616
66,-0.6575359,-0.5989954,"('inactive', 'active')",0.6291178,0.5947068,-0.0142091,-0.0021443,0.0120648
67,0.6437739,0.54286814,"('doubtful', 'determined')",-0.4171152,-0.3989279,0.1133294,0.0719701,-0.0413593
68,-0.11025882,-0.14337142,"('dependent', 'independent')",-0.43881553,-0.46995792,-0.2745372,-0.3066647,-0.0321275
69,1.078761,1.0743744,"('lazy', 'industrious')",-0.4384741,-0.45426318,0.3201435,0.3100556,-0.0100879
70,-0.32636112,-0.24023883,"('lethargic', 'energetic')",0.2541137,0.31059825,-0.0361237,0.0351797,0.0713034
71,-1.0950954,-1.0668955,"('diffident', 'self-confident')",0.49954093,0.5186185,-0.2977772,-0.2741385,0.0236387
72,-0.3724509,-0.39288178,"('unambitious', 'ambitious')",-0.8826462,-0.7600234,-0.6275486,-0.5764526,0.051096
73,1.0855798,1.0411092,"('helpless', 'self-reliant')",-2.8775043,-2.8149185,-0.8959623,-0.8869047,0.0090576
74,0.0485113,0.013357796,"('undedicated', 'dedicated')",-0.102227144,-0.16900407,-0.0268579,-0.0778231,-0.0509652
75,-0.18496513,-0.050245617,"('meek', 'impulsive')",-0.445605,-0.2729796,-0.3152851,-0.1616126,0.1536725
76,0.32019863,0.37708712,"('anxious', 'daring')",0.024005182,0.081828356,0.1721019,0.2294577,0.0573558
77,-1.0320444,-0.9915102,"('unmotivated', 'motivated')",-1.0838847,-1.0008119,-1.0579646,-0.9961611,0.0618035
78,-0.64038414,-0.51857823,"('nonresilient', 'resilient')",0.05507399,0.10706431,-0.2926551,-0.205757,0.0868981
79,-0.23716483,-0.26578018,"('wavering', 'unwavering')",0.1931943,0.2547502,-0.0219853,-0.005515,0.0164703
80,0.051149078,0.0072679147,"('dominated', 'dominating')",-1.3859158,-1.3535165,-0.6673833,-0.6731243,-0.005741
81,0.7131339,0.63969374,"('submissive', 'aggressive')",-0.7597492,-0.7154029,-0.0233077,-0.0378546,-0.0145469
82,0.03568466,0.07330186,"('poor', 'rich')",6.186962,6.335314,3.1113234,3.2043078,0.0929844
83,-0.12986511,-0.22201642,"('powerless', 'powerful')",-0.8939518,-0.9607052,-0.5119084,-0.5913608,-0.0794524
84,0.44159612,0.3330343,"('inferior', 'superior')",0.8798833,0.8506421,0.6607397,0.5918382,-0.0689015
85,-0.08114583,-0.054249875,"('insignificant', 'prestigious')",0.9464745,0.9271435,0.4326643,0.4364468,0.0037825
86,-1.6966134,-1.79064,"('uninfluential', 'influential')",-0.054485485,-0.227817,-0.8755494,-1.0092285,-0.1336791
87,0.07321619,0.03680263,"('unsuccessful', 'successful')",0.72731936,0.7460739,0.4002678,0.3914383,-0.0088295
88,0.24256578,0.08431592,"('low', 'eminent')",0.5846621,0.5234086,0.4136139,0.3038622,-0.1097517
