,mccormick_male,mccormick_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,0.41837707,0.37825707,"('unsociable', 'sociable')",-0.17934792,-0.2506357,-0.797742,-0.9037784,-0.8605576,-0.9254234,-0.3548176,-0.4253951,-0.0705775
1,1.6764364,1.5080075,"('unfriendly', 'friendly')",0.7277063,0.6906094,-0.20056403,-0.34477228,2.771725,2.6822383,1.2438259,1.1340208,-0.1098051
2,0.17917255,0.22221074,"('unlikable', 'likable')",0.7820193,0.94894326,0.55978405,0.6393487,0.37773082,0.47776878,0.4746767,0.5720679,0.0973912
3,-1.7019011,-1.6250595,"('repellent', 'pleasant')",-1.0553246,-1.0470719,0.015497362,-0.005704172,-0.40555727,-0.40459922,-0.7868214,-0.7706087,0.0162127
4,0.8681478,0.76654994,"('disliked', 'liked')",0.23288517,0.18718241,-0.06970762,-0.16206035,-6.268968,-6.411643,-1.3094107,-1.4049928,-0.0955821
5,2.4465818,2.34681,"('distant', 'outgoing')",1.3227028,1.3606032,1.3215921,1.2956882,0.931619,0.952131,1.5056239,1.488808,-0.0168159
6,2.379146,2.26075,"('distant', 'open')",1.4669356,1.5311222,0.8869248,0.8036852,1.5500273,1.5521358,1.5707585,1.5369233,-0.0338352
7,0.19006464,0.23888877,"('insensitive', 'sensitive')",-0.663145,-0.6112045,-1.3522177,-1.3341407,0.60045964,0.5808732,-0.3062096,-0.2813958,0.0248138
8,1.7861724,1.6690613,"('unaffectionate', 'affectionate')",0.9634901,0.98379254,0.28950578,0.19916192,1.9042097,1.8393359,1.2358445,1.172838,-0.0630065
9,1.9235431,1.8554807,"('unaffectionate', 'caring')",0.74676067,0.679412,0.25801104,0.14680699,2.1752174,2.1410313,1.2758831,1.2056828,-0.0702003
10,-1.004475,-0.92428803,"('unsympathetic', 'sympathetic')",-1.015883,-1.0770121,-1.7579739,-1.9062531,-0.9154904,-0.94691336,-1.1734556,-1.2136166,-0.040161
11,-1.2030687,-1.1528109,"('unhelpful', 'helpful')",-1.7113847,-1.7086471,-1.6776334,-1.6588861,1.3961054,1.4697038,-0.7989954,-0.7626601,0.0363353
12,1.7901826,1.8298479,"('unsupportive', 'supportive')",0.47688586,0.56834286,-0.8191631,-0.8541499,-1.5720862,-1.6235886,-0.0310452,-0.0198869,0.0111583
13,-0.35860974,-0.3077484,"('impolite', 'polite')",-1.1634958,-1.1867732,-1.0749251,-1.027568,-1.0637068,-1.055624,-0.9151844,-0.8944284,0.020756
14,-0.62108797,-0.6108778,"('antisocial', 'social')",0.2282172,0.25185624,-0.78395486,-0.7731474,-1.3996872,-1.4471247,-0.6441282,-0.6448234,-0.0006952
15,0.12704414,0.07420528,"('boring', 'funny')",0.33147213,0.34188548,-0.08242841,-0.023501955,0.5873479,0.5955441,0.2408589,0.2470332,0.0061743
16,-0.37379745,-0.43386635,"('unpopular', 'popular')",0.86523306,0.9018874,0.5834258,0.577525,1.0391839,0.95919985,0.5285113,0.5011865,-0.0273248
17,0.29631424,0.3380382,"('nasty', 'nice')",0.23525938,0.29014927,0.10174006,0.1930061,-0.49727923,-0.4302313,0.0340086,0.0977406,0.063732
18,0.6675497,0.6435784,"('disagreeable', 'welcoming')",0.8767729,1.0235436,-0.46045482,-0.54070705,-0.12407085,-0.23786557,0.2399492,0.2221374,-0.0178118
19,1.8672047,1.8383652,"('inhospitable', 'hospitable')",0.03111669,0.09467636,-0.09699658,-0.113423124,0.37699047,0.4590477,0.5445789,0.5696666,0.0250877
20,-0.22403243,-0.20549479,"('rough', 'thoughtful')",0.5966949,0.698145,-0.26249927,-0.29540282,0.98329085,0.90007424,0.2733635,0.2743304,0.0009669
21,-0.48269656,-0.45610428,"('immoral', 'moral')",-0.42730516,-0.48632836,-1.8414176,-1.9697462,-1.4402506,-1.4753189,-1.0479175,-1.0968745,-0.048957
