,policeman_male,policeman_female,tuple,average_male,average_female,female-male
0,0.44550642,0.39488,"('unsociable', 'sociable')",0.4455064,0.39488,-0.0506264
1,1.0506293,1.175554,"('unfriendly', 'friendly')",1.0506293,1.175554,0.1249247
2,0.034071065,0.13609569,"('unlikable', 'likable')",0.0340711,0.1360957,0.1020246
3,0.49675107,0.99402654,"('repellent', 'pleasant')",0.4967511,0.9940265,0.4972754
4,-7.1423054,-7.0459676,"('disliked', 'liked')",-7.1423054,-7.0459676,0.0963378
5,-0.9531907,-0.62229806,"('distant', 'outgoing')",-0.9531907,-0.6222981,0.3308926
6,-0.71974856,-0.40998816,"('distant', 'open')",-0.7197486,-0.4099882,0.3097604
7,1.3376423,1.4376653,"('insensitive', 'sensitive')",1.3376423,1.4376653,0.100023
8,1.4252151,1.3351787,"('unaffectionate', 'affectionate')",1.4252151,1.3351787,-0.0900364
9,2.1694667,2.1838267,"('unaffectionate', 'caring')",2.1694667,2.1838267,0.01436
10,1.1989048,1.3575462,"('unsympathetic', 'sympathetic')",1.1989048,1.3575462,0.1586414
11,2.7209404,2.5701392,"('unhelpful', 'helpful')",2.7209404,2.5701392,-0.1508012
12,-1.097657,-0.97291327,"('unsupportive', 'supportive')",-1.097657,-0.9729133,0.1247437
13,0.40075225,0.3944562,"('impolite', 'polite')",0.4007522,0.3944562,-0.006296
14,0.14040288,0.09272922,"('antisocial', 'social')",0.1404029,0.0927292,-0.0476737
15,0.5275202,0.3861274,"('boring', 'funny')",0.5275202,0.3861274,-0.1413928
16,-0.544238,-0.46949753,"('unpopular', 'popular')",-0.544238,-0.4694975,0.0747405
17,-0.11918859,-0.18335147,"('nasty', 'nice')",-0.1191886,-0.1833515,-0.0641629
18,-0.97437584,-0.80883455,"('disagreeable', 'welcoming')",-0.9743758,-0.8088346,0.1655412
19,-0.43197,-0.41112775,"('inhospitable', 'hospitable')",-0.43197,-0.4111277,0.0208423
20,0.24774429,0.29252896,"('rough', 'thoughtful')",0.2477443,0.292529,0.0447847
21,-0.020525487,0.23880978,"('immoral', 'moral')",-0.0205255,0.2388098,0.2593353
22,-0.62193215,-0.5401818,"('untrustworthy', 'trustworthy')",-0.6219321,-0.5401818,0.0817503
23,7.107809,7.0038047,"('insincere', 'sincere')",7.1078091,7.0038047,-0.1040044
24,1.690692,1.6753687,"('dishonest', 'honest')",1.6906919,1.6753687,-0.0153232
25,0.57327485,0.64675266,"('egoistic', 'altruistic')",0.5732749,0.6467527,0.0734778
26,1.7679725,1.2672998,"('hardhearted', 'benevolent')",1.7679725,1.2672998,-0.5006727
27,1.5269941,1.5569577,"('hardhearted', 'softhearted')",1.5269941,1.5569577,0.0299636
28,1.6184337,1.4094371,"('disloyal', 'loyal')",1.6184337,1.4094371,-0.2089966
29,-1.1867983,-1.2030183,"('unfair', 'fair')",-1.1867983,-1.2030183,-0.01622
30,1.0793796,1.2329177,"('intolerant', 'tolerant')",1.0793796,1.2329177,0.1535381
31,-1.9154828,-1.7291142,"('evil', 'good')",-1.9154828,-1.7291142,0.1863686
32,2.073088,1.7645204,"('unkind', 'kind')",2.0730879,1.7645204,-0.3085675
33,-0.5015456,-0.49675193,"('wrong', 'right')",-0.5015456,-0.4967519,0.0047937
34,4.966414,5.038932,"('mean', 'honorable')",4.966414,5.0389318,0.0725178
