,policeman_male,policeman_female,tuple,average_male,average_female,female-male
35,-0.98908234,-1.3245398,"('corrupt', 'incorrupt')",-0.9890823,-1.3245398,-0.3354575
36,-0.95524096,-1.2736751,"('hostile', 'amicable')",-0.955241,-1.2736751,-0.3184341
37,0.9962766,0.9741858,"('fake', 'genuine')",0.9962766,0.9741858,-0.0220908
38,0.42426917,0.3604185,"('untruthful', 'truthful')",0.4242692,0.3604185,-0.0638507
39,0.041045677,0.15411004,"('exploitative', 'cooperative')",0.0410457,0.15411,0.1130643
40,-1.8508707,-1.6079748,"('stingy', 'generous')",-1.8508707,-1.6079748,0.2428959
41,0.56984794,0.29860395,"('unforgiving', 'forgiving')",0.5698479,0.298604,-0.2712439
42,-3.2095435,-2.8243666,"('unreliable', 'reliable')",-3.2095435,-2.8243666,0.3851769
43,1.3716828,1.4854774,"('irresponsible', 'responsible')",1.3716828,1.4854774,0.1137946
44,-1.498007,-1.5151812,"('prejudiced', 'unprejudiced')",-1.4980071,-1.5151812,-0.0171741
45,0.61327577,0.53026295,"('incompetent', 'competent')",0.6132758,0.5302629,-0.0830129
46,-0.78132015,-0.691401,"('uncompetitive', 'competitive')",-0.7813202,-0.691401,0.0899192
47,5.3958225,5.3569674,"('stupid', 'smart')",5.3958225,5.3569674,-0.0388551
48,0.35121363,0.4178991,"('unintelligent', 'intelligent')",0.3512136,0.4178991,0.0666855
49,-0.013090793,0.3399295,"('unable', 'able')",-0.0130908,0.3399295,0.3530203
50,-0.61730266,-0.60877544,"('clumsy', 'skillful')",-0.6173027,-0.6087754,0.0085273
51,0.90650517,0.9456855,"('uneducated', 'educated')",0.9065052,0.9456855,0.0391803
52,-0.61210346,-0.67446196,"('irrational', 'rational')",-0.6121035,-0.674462,-0.0623585
53,-0.07666322,-0.12623449,"('uncreative', 'creative')",-0.0766632,-0.1262345,-0.0495713
54,0.81749827,0.97527045,"('incapable', 'capable')",0.8174983,0.9752705,0.1577722
55,0.9410696,1.138796,"('incompetent', 'clever')",0.9410696,1.138796,0.1977264
56,1.0646418,0.99208164,"('impractical', 'practical')",1.0646418,0.9920816,-0.0725602
57,-2.3952818,-2.282463,"('unimaginative', 'imaginative')",-2.3952818,-2.2824631,0.1128187
58,0.052746248,0.08144629,"('undiscriminating', 'discriminating')",0.0527462,0.0814463,0.0287001
59,-0.43208548,-0.36772585,"('foolish', 'wise')",-0.4320855,-0.3677258,0.0643597
60,0.73741984,0.8850462,"('inefficient', 'efficient')",0.7374198,0.8850462,0.1476264
61,0.012044676,-0.06889258,"('illogical', 'logical')",0.0120447,-0.0688926,-0.0809373
62,0.8063048,1.2159284,"('incompetent', 'brilliant')",0.8063048,1.2159284,0.4096236
63,0.30703944,0.49726352,"('unperceptive', 'insightful')",0.3070394,0.4972635,0.1902241
64,-7.019027,-6.679448,"('shy', 'confident')",-7.0190272,-6.6794481,0.3395791
65,-0.036470823,0.047197755,"('insecure', 'secure')",-0.0364708,0.0471978,0.0836686
66,-0.49418187,-0.5743745,"('inactive', 'active')",-0.4941819,-0.5743745,-0.0801926
67,-0.42470667,-0.49630514,"('doubtful', 'determined')",-0.4247067,-0.4963051,-0.0715984
68,-1.3569646,-1.0148797,"('dependent', 'independent')",-1.3569646,-1.0148797,0.3420849
69,-2.1401386,-2.216215,"('lazy', 'industrious')",-2.1401386,-2.2162149,-0.0760763
70,1.331259,1.4513625,"('lethargic', 'energetic')",1.331259,1.4513625,0.1201035
71,0.23433116,0.32590204,"('diffident', 'self-confident')",0.2343312,0.325902,0.0915708
72,1.0526497,1.2285026,"('unambitious', 'ambitious')",1.0526497,1.2285026,0.1758529
73,-3.313996,-2.8703055,"('helpless', 'self-reliant')",-3.3139961,-2.8703055,0.4436906
74,0.3084671,0.2458325,"('undedicated', 'dedicated')",0.3084671,0.2458325,-0.0626346
75,-1.0526718,-1.0160568,"('meek', 'impulsive')",-1.0526718,-1.0160568,0.036615
76,-0.03216949,0.12049739,"('anxious', 'daring')",-0.0321695,0.1204974,0.1526669
77,-1.6027949,-1.3361124,"('unmotivated', 'motivated')",-1.6027949,-1.3361124,0.2666825
78,-0.90321636,-0.88667744,"('nonresilient', 'resilient')",-0.9032164,-0.8866774,0.016539
79,-0.25587025,-0.39803597,"('wavering', 'unwavering')",-0.2558703,-0.398036,-0.1421657
80,0.37003005,0.33327165,"('dominated', 'dominating')",0.37003,0.3332717,-0.0367583
81,0.121830836,0.14869478,"('submissive', 'aggressive')",0.1218308,0.1486948,0.026864
82,6.57958,6.659864,"('poor', 'rich')",6.5795798,6.6598639,0.0802841
83,-0.26287937,-0.2773867,"('powerless', 'powerful')",-0.2628794,-0.2773867,-0.0145073
84,-0.0995786,0.107032925,"('inferior', 'superior')",-0.0995786,0.1070329,0.2066115
85,-1.6525278,-1.7017369,"('insignificant', 'prestigious')",-1.6525278,-1.7017369,-0.0492091
86,1.2038009,1.1337095,"('uninfluential', 'influential')",1.2038009,1.1337095,-0.0700914
87,0.13911264,0.35271817,"('unsuccessful', 'successful')",0.1391126,0.3527182,0.2136056
88,-0.07435033,-0.072262004,"('low', 'eminent')",-0.0743503,-0.072262,0.0020883
