,johnson_male,johnson_female,tuple,controls_male,controls_female,intl_male,intl_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.023622155,-0.18845817,"('unsociable', 'sociable')",0.88416606,0.82879853,-1.6264709,-1.7423701,-0.63893664,-0.76528573,-0.3512159,-0.4668289,-0.115613
1,0.31234056,0.2857008,"('unfriendly', 'friendly')",-0.86709446,-0.9389863,-1.1890812,-1.2686605,2.0792873,1.8814627,0.083863,-0.0101208,-0.0939838
2,0.5737623,0.70957804,"('unlikable', 'likable')",0.57603043,0.66800416,0.79568344,0.8581945,0.592682,0.6534612,0.6345395,0.7223095,0.08777
3,-0.43262422,-0.34305188,"('repellent', 'pleasant')",-0.3427624,-0.2907535,-0.30457345,-0.35526788,0.0015414245,0.033242833,-0.2696047,-0.2389576,0.0306471
4,-1.0797418,-1.2213444,"('disliked', 'liked')",-1.6517947,-1.7573919,-0.16318363,-0.21621819,-5.832649,-5.8956385,-2.1818423,-2.2726483,-0.090806
5,-0.081297964,0.0708663,"('distant', 'outgoing')",-1.7693076,-1.7591153,-0.10925482,-0.0061717443,0.44564655,0.38155293,-0.3785535,-0.3282169,0.0503366
6,-0.2398091,-0.032285362,"('distant', 'open')",-2.1654968,-2.083347,0.07947134,0.17201573,0.66746104,0.60516757,-0.4145934,-0.3346123,0.0799811
7,0.14945844,0.13154718,"('insensitive', 'sensitive')",1.2510324,1.2514483,-0.69766116,-0.72351575,0.108993985,0.17413796,0.2029559,0.2084044,0.0054485
8,-0.12014564,-0.11275997,"('unaffectionate', 'affectionate')",-0.75181407,-0.8459629,-1.2761558,-1.353973,1.1762896,1.0080856,-0.2429565,-0.3261526,-0.0831961
9,0.03441429,0.020611256,"('unaffectionate', 'caring')",-0.0949914,-0.22239926,-1.7946966,-1.8826991,1.514416,1.3733333,-0.0852144,-0.1777885,-0.0925741
10,0.015174277,-0.083502136,"('unsympathetic', 'sympathetic')",1.1384311,1.0415357,-2.0718846,-2.153881,-0.8152086,-0.8160349,-0.433372,-0.5029706,-0.0695986
11,0.65304977,0.57174027,"('unhelpful', 'helpful')",0.99801296,0.86262065,-1.2697845,-1.3308028,0.84461045,0.8167368,0.3064722,0.2300738,-0.0763984
12,0.7935431,0.86463964,"('unsupportive', 'supportive')",1.1222744,1.1842438,-1.923235,-1.8298268,-1.8346189,-1.7518971,-0.4605091,-0.3832101,0.077299
13,-0.07617289,-0.15063775,"('impolite', 'polite')",1.2278239,1.1839007,-0.51229304,-0.47553623,-0.8639115,-0.85220134,-0.0561384,-0.0736187,-0.0174803
14,-0.20972231,-0.32436597,"('antisocial', 'social')",2.0360088,1.9256192,-0.5242041,-0.63960534,0.0030457256,-0.014064186,0.3262821,0.2368959,-0.0893862
15,-0.24301898,-0.2983866,"('boring', 'funny')",-0.5232103,-0.6089383,0.9279066,0.9180385,0.02273484,-0.0008683242,0.046103,0.0024613,-0.0436417
16,-1.2587177,-1.206483,"('unpopular', 'popular')",-1.4991019,-1.4021555,0.4243186,0.3538983,0.26865503,0.25118756,-0.5162115,-0.5008882,0.0153233
17,-0.03721095,-0.013976589,"('nasty', 'nice')",-1.7401098,-1.7354034,-0.7984691,-0.74555016,-0.81856364,-0.90372014,-0.8485884,-0.8496626,-0.0010742
18,-0.738048,-0.5808069,"('disagreeable', 'welcoming')",-1.415726,-1.2701237,-0.49942073,-0.34505695,-0.8749562,-0.8264468,-0.8820377,-0.7556086,0.1264291
