,allergan_male,allergan_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.77880704,-0.9376232,"('unsociable', 'sociable')",-0.3039435,-0.53613716,-0.5413753,-0.7368802,-0.1955049
1,-2.2486985,-2.2874887,"('unfriendly', 'friendly')",1.4890229,1.3790987,-0.3798378,-0.454195,-0.0743572
2,0.5456742,0.5223453,"('unlikable', 'likable')",0.6355679,0.7512097,0.5906211,0.6367775,0.0461564
3,-0.15874544,-0.05287296,"('repellent', 'pleasant')",0.56147695,0.5498251,0.2013658,0.2484761,0.0471103
4,-0.37389562,-0.33093408,"('disliked', 'liked')",-6.5204277,-6.5016584,-3.4471617,-3.4162962,0.0308655
5,-1.0057786,-0.92970765,"('distant', 'outgoing')",-0.5484721,-0.47893155,-0.7771254,-0.7043196,0.0728058
6,-1.1436889,-1.0262358,"('distant', 'open')",-0.2036199,-0.15833412,-0.6736544,-0.592285,0.0813694
7,-0.56880116,-0.46872622,"('insensitive', 'sensitive')",0.36713108,0.4204533,-0.100835,-0.0241365,0.0766985
8,-0.99199396,-0.9741949,"('unaffectionate', 'affectionate')",0.6360591,0.62318146,-0.1779674,-0.1755067,0.0024607
9,-1.215665,-1.1350392,"('unaffectionate', 'caring')",0.77954704,0.8463385,-0.218059,-0.1443503,0.0737087
10,-1.1110405,-1.0711322,"('unsympathetic', 'sympathetic')",-0.24435608,-0.2714972,-0.6776983,-0.6713147,0.0063836
11,-0.0613259,-0.028601633,"('unhelpful', 'helpful')",1.770068,1.9311227,0.8543711,0.9512605,0.0968894
12,-0.4813744,-0.26331165,"('unsupportive', 'supportive')",-2.0077639,-1.8700188,-1.2445692,-1.0666653,0.1779039
13,-0.24657005,-0.2882026,"('impolite', 'polite')",-0.53195196,-0.4652472,-0.389261,-0.3767249,0.0125361
14,0.5176261,0.49277782,"('antisocial', 'social')",-0.1615891,-0.28303957,0.1780185,0.1048691,-0.0731494
15,-0.1869098,-0.26542404,"('boring', 'funny')",0.41823384,0.41809788,0.115662,0.0763369,-0.0393251
16,-0.7581105,-0.66167337,"('unpopular', 'popular')",0.4059767,0.41476673,-0.1760669,-0.1234533,0.0526136
17,-0.087542005,0.013161032,"('nasty', 'nice')",-0.4626826,-0.38043848,-0.2751123,-0.1836387,0.0914736
18,-0.10994382,0.010927506,"('disagreeable', 'welcoming')",-0.42799348,-0.419781,-0.2689686,-0.2044268,0.0645418
19,-1.6766415,-1.614627,"('inhospitable', 'hospitable')",-0.4983615,-0.34899193,-1.0875015,-0.9818095,0.105692
