,ketch_male,ketch_female,tuple,average_male,average_female,female-male
0,-0.29528135,-0.61533046,"('unsociable', 'sociable')",-0.2952814,-0.6153305,-0.3200491
1,-0.45395872,-0.49770984,"('unfriendly', 'friendly')",-0.4539587,-0.4977098,-0.0437511
2,0.69028056,0.65153664,"('unlikable', 'likable')",0.6902806,0.6515366,-0.038744
3,-0.93523014,-0.85264957,"('repellent', 'pleasant')",-0.9352301,-0.8526496,0.0825805
4,-1.8091118,-1.9193326,"('disliked', 'liked')",-1.8091118,-1.9193326,-0.1102208
5,-0.47399622,-0.4880446,"('distant', 'outgoing')",-0.4739962,-0.4880446,-0.0140484
6,-0.74156684,-0.72103024,"('distant', 'open')",-0.7415668,-0.7210302,0.0205366
7,-0.13759315,-0.15497534,"('insensitive', 'sensitive')",-0.1375932,-0.1549753,-0.0173821
8,-0.38274375,-0.41532823,"('unaffectionate', 'affectionate')",-0.3827437,-0.4153282,-0.0325845
9,-0.44556922,-0.44866621,"('unaffectionate', 'caring')",-0.4455692,-0.4486662,-0.003097
10,-0.71343,-0.7153672,"('unsympathetic', 'sympathetic')",-0.71343,-0.7153672,-0.0019372
11,0.58033514,0.7055177,"('unhelpful', 'helpful')",0.5803351,0.7055177,0.1251826
12,-1.050496,-0.9503429,"('unsupportive', 'supportive')",-1.050496,-0.9503429,0.1001531
13,-0.080097854,-0.1333954,"('impolite', 'polite')",-0.0800979,-0.1333954,-0.0532975
14,0.49457988,0.1280902,"('antisocial', 'social')",0.4945799,0.1280902,-0.3664897
15,1.2082403,0.9299648,"('boring', 'funny')",1.2082403,0.9299648,-0.2782755
16,-0.4759494,-0.40775317,"('unpopular', 'popular')",-0.4759494,-0.4077532,0.0681962
17,0.07077435,0.07281373,"('nasty', 'nice')",0.0707743,0.0728137,0.0020394
18,-0.05112022,-0.02013347,"('disagreeable', 'welcoming')",-0.0511202,-0.0201335,0.0309867
19,-1.7275901,-1.6000062,"('inhospitable', 'hospitable')",-1.7275901,-1.6000062,0.1275839
20,-0.011263419,0.0024763718,"('rough', 'thoughtful')",-0.0112634,0.0024764,0.0137398
21,-0.550698,-0.42426196,"('immoral', 'moral')",-0.550698,-0.424262,0.126436
22,0.19678928,0.163394,"('untrustworthy', 'trustworthy')",0.1967893,0.163394,-0.0333953
23,1.643236,1.7975973,"('insincere', 'sincere')",1.643236,1.7975973,0.1543613
24,0.13425972,0.106636696,"('dishonest', 'honest')",0.1342597,0.1066367,-0.027623
25,-0.10770928,-0.24512997,"('egoistic', 'altruistic')",-0.1077093,-0.24513,-0.1374207
26,0.34888226,0.01891678,"('hardhearted', 'benevolent')",0.3488823,0.0189168,-0.3299655
27,0.59645796,0.5209056,"('hardhearted', 'softhearted')",0.596458,0.5209056,-0.0755524
28,-0.16041544,-0.07468832,"('disloyal', 'loyal')",-0.1604154,-0.0746883,0.0857271
29,-0.7043173,-0.66158664,"('unfair', 'fair')",-0.7043173,-0.6615866,0.0427307
