,bean_male,bean_female,tuple,average_male,average_female,female-male
0,0.22251704,0.14728521,"('unsociable', 'sociable')",0.222517,0.1472852,-0.0752318
1,1.0838645,0.985571,"('unfriendly', 'friendly')",1.0838645,0.985571,-0.0982935
2,0.18462905,0.3412052,"('unlikable', 'likable')",0.1846291,0.3412052,0.1565761
3,0.8642765,0.93690753,"('repellent', 'pleasant')",0.8642765,0.9369075,0.072631
4,-6.9814267,-7.168713,"('disliked', 'liked')",-6.9814267,-7.1687131,-0.1872864
5,-0.4704856,-0.46324342,"('distant', 'outgoing')",-0.4704856,-0.4632434,0.0072422
6,0.091032505,0.008613054,"('distant', 'open')",0.0910325,0.0086131,-0.0824194
7,1.0812976,1.0968727,"('insensitive', 'sensitive')",1.0812976,1.0968727,0.0155751
8,0.907008,0.803847,"('unaffectionate', 'affectionate')",0.907008,0.803847,-0.103161
9,1.2906163,1.3177505,"('unaffectionate', 'caring')",1.2906163,1.3177505,0.0271342
10,1.2479122,1.2512305,"('unsympathetic', 'sympathetic')",1.2479122,1.2512305,0.0033183
11,1.6000789,1.6416153,"('unhelpful', 'helpful')",1.6000789,1.6416153,0.0415364
12,-1.5538603,-1.5790763,"('unsupportive', 'supportive')",-1.5538603,-1.5790763,-0.025216
13,0.10354978,0.14458972,"('impolite', 'polite')",0.1035498,0.1445897,0.0410399
14,0.275345,0.19019575,"('antisocial', 'social')",0.275345,0.1901958,-0.0851492
15,0.38285726,0.30582768,"('boring', 'funny')",0.3828573,0.3058277,-0.0770296
16,-0.3274037,-0.33102736,"('unpopular', 'popular')",-0.3274037,-0.3310274,-0.0036237
17,-0.11721867,-0.11080568,"('nasty', 'nice')",-0.1172187,-0.1108057,0.006413
18,-0.37871957,-0.4019235,"('disagreeable', 'welcoming')",-0.3787196,-0.4019235,-0.0232039
19,-0.6894721,-0.68772215,"('inhospitable', 'hospitable')",-0.6894721,-0.6877221,0.00175
20,0.9104987,0.8397894,"('rough', 'thoughtful')",0.9104987,0.8397894,-0.0707093
21,0.066311434,0.24242511,"('immoral', 'moral')",0.0663114,0.2424251,0.1761137
22,-0.022569764,-0.059343375,"('untrustworthy', 'trustworthy')",-0.0225698,-0.0593434,-0.0367736
23,5.7846646,5.918707,"('insincere', 'sincere')",5.7846646,5.9187069,0.1340423
24,1.5952194,1.556315,"('dishonest', 'honest')",1.5952194,1.5563149,-0.0389045
25,0.37943628,0.38650978,"('egoistic', 'altruistic')",0.3794363,0.3865098,0.0070735
26,0.67235434,0.4444815,"('hardhearted', 'benevolent')",0.6723543,0.4444815,-0.2278728
27,1.6237677,1.4048673,"('hardhearted', 'softhearted')",1.6237677,1.4048673,-0.2189004
28,1.1007272,1.0716025,"('disloyal', 'loyal')",1.1007272,1.0716025,-0.0291247
29,-0.51116025,-0.60078233,"('unfair', 'fair')",-0.5111603,-0.6007823,-0.089622
30,0.75638473,0.83060884,"('intolerant', 'tolerant')",0.7563847,0.8306088,0.0742241
31,-1.3170627,-1.3830242,"('evil', 'good')",-1.3170627,-1.3830242,-0.0659615
32,1.1942542,1.1114879,"('unkind', 'kind')",1.1942542,1.1114879,-0.0827663
33,-0.50426865,-0.5339969,"('wrong', 'right')",-0.5042686,-0.5339969,-0.0297283
34,4.20321,4.4501333,"('mean', 'honorable')",4.2032099,4.4501333,0.2469234
35,-1.0427768,-1.2897043,"('corrupt', 'incorrupt')",-1.0427768,-1.2897043,-0.2469275
36,-0.8811102,-0.99009967,"('hostile', 'amicable')",-0.8811102,-0.9900997,-0.1089895
37,0.941577,0.9543354,"('fake', 'genuine')",0.941577,0.9543354,0.0127584
38,-0.44952703,-0.34018394,"('untruthful', 'truthful')",-0.449527,-0.3401839,0.1093431
39,0.2154929,0.27496836,"('exploitative', 'cooperative')",0.2154929,0.2749684,0.0594755
40,-1.1393466,-1.3702906,"('stingy', 'generous')",-1.1393466,-1.3702906,-0.230944
41,0.3437263,0.28218773,"('unforgiving', 'forgiving')",0.3437263,0.2821877,-0.0615386
42,-1.5382552,-1.6176896,"('unreliable', 'reliable')",-1.5382552,-1.6176896,-0.0794344
43,1.2043327,1.3099518,"('irresponsible', 'responsible')",1.2043327,1.3099518,0.1056191
44,-0.83477443,-0.8363675,"('prejudiced', 'unprejudiced')",-0.8347744,-0.8363675,-0.0015931
45,0.5382454,0.38896316,"('incompetent', 'competent')",0.5382454,0.3889632,-0.1492822
46,-0.026058804,-0.0427095,"('uncompetitive', 'competitive')",-0.0260588,-0.0427095,-0.0166507
47,4.678381,4.877741,"('stupid', 'smart')",4.678381,4.8777409,0.1993599
48,0.548374,0.5378818,"('unintelligent', 'intelligent')",0.548374,0.5378818,-0.0104922
49,-0.05724646,0.12197694,"('unable', 'able')",-0.0572465,0.1219769,0.1792234
50,-0.22351016,-0.2689357,"('clumsy', 'skillful')",-0.2235102,-0.2689357,-0.0454255
51,0.33744812,0.29133636,"('uneducated', 'educated')",0.3374481,0.2913364,-0.0461117
52,-0.45229322,-0.6158571,"('irrational', 'rational')",-0.4522932,-0.6158571,-0.1635639
53,-7.703155e-05,-0.029001884,"('uncreative', 'creative')",-7.7e-05,-0.0290019,-0.0289249
54,0.78321266,0.92260426,"('incapable', 'capable')",0.7832127,0.9226043,0.1393916
55,0.98813295,1.0219858,"('incompetent', 'clever')",0.988133,1.0219858,0.0338528
56,0.6448378,0.6435826,"('impractical', 'practical')",0.6448378,0.6435826,-0.0012552
57,-1.967701,-2.0610726,"('unimaginative', 'imaginative')",-1.967701,-2.0610726,-0.0933716
58,0.16297825,0.07851358,"('undiscriminating', 'discriminating')",0.1629782,0.0785136,-0.0844646
59,-0.2268505,-0.20453668,"('foolish', 'wise')",-0.2268505,-0.2045367,0.0223138
60,0.5396166,0.77382946,"('inefficient', 'efficient')",0.5396166,0.7738295,0.2342129
61,0.33014098,0.21259318,"('illogical', 'logical')",0.330141,0.2125932,-0.1175478
62,0.9525123,1.0566607,"('incompetent', 'brilliant')",0.9525123,1.0566607,0.1041484
63,0.4212835,0.47877768,"('unperceptive', 'insightful')",0.4212835,0.4787777,0.0574942
64,-5.6710215,-5.675619,"('shy', 'confident')",-5.6710215,-5.6756191,-0.0045976
65,0.66762376,0.74665016,"('insecure', 'secure')",0.6676238,0.7466502,0.0790264
