,international_male,international_female,tuple,paper_male,paper_female,co_male,co_female,average_male,average_female,female-male
0,-0.18774688,-0.2655477,"('unsociable', 'sociable')",0.3458238,0.38005587,0.4249068,0.24518584,0.1943279,0.119898,-0.0744299
1,0.2302203,0.09637069,"('unfriendly', 'friendly')",0.5787866,0.478888,1.3509938,1.3098247,0.7200003,0.6283611,-0.0916392
2,1.2453302,1.2839016,"('unlikable', 'likable')",0.40372744,0.48616505,1.0261803,1.1659865,0.891746,0.9786844,0.0869384
3,-0.8768034,-0.78810436,"('repellent', 'pleasant')",-0.5892237,-0.45903948,0.66235566,0.66821355,-0.2678905,-0.1929768,0.0749137
4,0.12590238,0.104026206,"('disliked', 'liked')",0.045352563,-0.003684137,-6.601579,-6.641249,-2.1434414,-2.1803023,-0.0368609
5,-0.16184817,-0.035064563,"('distant', 'outgoing')",-0.31788746,-0.27967077,-0.9348336,-0.70997274,-0.471523,-0.3415693,0.1299537
6,-0.06247835,0.06293574,"('distant', 'open')",-0.61521536,-0.545948,-1.06126,-0.8036701,-0.5796512,-0.4288941,0.1507571
7,-0.24336594,-0.22057179,"('insensitive', 'sensitive')",-0.21123673,-0.08272735,0.11579897,0.17957178,-0.1129346,-0.0412425,0.0716921
8,0.25420755,0.213727,"('unaffectionate', 'affectionate')",0.5377832,0.43011576,0.32075176,0.36108863,0.3709142,0.3349771,-0.0359371
9,0.73485434,0.7425803,"('unaffectionate', 'caring')",0.8346623,0.75728166,0.8603616,0.9335849,0.8099594,0.811149,0.0011896
10,-0.87326866,-0.7758568,"('unsympathetic', 'sympathetic')",-1.1084812,-0.9618885,-0.17093253,-0.14771199,-0.7175608,-0.6284858,0.089075
11,0.816542,0.89286244,"('unhelpful', 'helpful')",-0.31692505,-0.22690456,2.6317317,2.6820161,1.0437829,1.1159914,0.0722085
12,0.4706298,0.68703187,"('unsupportive', 'supportive')",0.106850274,0.26149476,-2.0965126,-1.9867511,-0.5063442,-0.3460748,0.1602694
13,0.75888306,0.75925833,"('impolite', 'polite')",-0.06924503,0.0455442,-0.019359775,-0.029437337,0.2234261,0.2584551,0.035029
14,0.6060651,0.5992234,"('antisocial', 'social')",1.0183808,1.0785877,0.4698051,0.3643473,0.6980836,0.6807195,-0.0173641
15,1.0694864,0.931161,"('boring', 'funny')",0.57761496,0.4705452,0.5477022,0.5316886,0.7316012,0.6444649,-0.0871363
16,-0.04799274,-0.1929845,"('unpopular', 'popular')",-0.42698544,-0.5418938,0.51434296,0.38650554,0.0131216,-0.1161243,-0.1292459
17,-0.62282294,-0.5852141,"('nasty', 'nice')",-0.6180206,-0.51622754,-0.0068557262,0.03482098,-0.4158998,-0.3555402,0.0603596
18,0.94984794,1.037692,"('disagreeable', 'welcoming')",-0.80750597,-0.8141405,-1.1237978,-1.0850545,-0.3271519,-0.2871677,0.0399842
19,-0.65353817,-0.54348135,"('inhospitable', 'hospitable')",-1.1022922,-1.0218395,-0.55455214,-0.41228473,-0.7701275,-0.6592019,0.1109256
20,-0.0073975697,-0.018017985,"('rough', 'thoughtful')",-0.14821441,-0.13049878,0.34801304,0.34886503,0.0641337,0.0667828,0.0026491
21,0.18827412,0.20784366,"('immoral', 'moral')",0.32687187,0.4587664,-0.11430439,-0.10312225,0.1336139,0.1878293,0.0542154
22,-0.42635313,-0.3495576,"('untrustworthy', 'trustworthy')",-0.31848934,-0.22625574,-0.07257221,-0.05019061,-0.2724716,-0.208668,0.0638036
23,0.020213366,0.017973676,"('insincere', 'sincere')",0.5794199,0.65429765,6.287817,6.2232537,2.2958167,2.2985083,0.0026916
24,0.3631176,0.37768763,"('dishonest', 'honest')",0.10808954,0.19215941,0.8906735,0.976361,0.4539602,0.5154027,0.0614425
25,0.3595838,0.25132158,"('egoistic', 'altruistic')",1.1506537,1.0161961,1.2236309,1.1496383,0.9112895,0.8057187,-0.1055708
26,1.2004749,1.1425999,"('hardhearted', 'benevolent')",2.0373914,1.8429068,1.6140069,1.5824287,1.6172911,1.5226452,-0.0946459
27,-0.5132544,-0.51344824,"('hardhearted', 'softhearted')",-1.109251,-1.0623851,-0.0039375713,0.0030234791,-0.5421477,-0.5242699,0.0178778
28,0.25658634,0.10288344,"('disloyal', 'loyal')",0.28287718,0.13829568,1.1812088,1.0395677,0.5735575,0.4269156,-0.1466419
29,-0.71370685,-0.8268883,"('unfair', 'fair')",-0.35999408,-0.35255426,-0.7295044,-0.80993843,-0.6010684,-0.663127,-0.0620586
30,0.5591579,0.52582896,"('intolerant', 'tolerant')",-0.028974514,0.072852895,1.0191178,1.1026605,0.5164337,0.5671141,0.0506804
31,-0.6577883,-0.56106895,"('evil', 'good')",-0.49769312,-0.4496908,-1.549872,-1.4724239,-0.9017844,-0.8277279,0.0740565
32,0.11654083,-0.000868842,"('unkind', 'kind')",0.49278942,0.39200488,1.4158155,1.324218,0.6750486,0.5717847,-0.1032639
33,0.81369483,0.7185513,"('wrong', 'right')",0.46122575,0.38406947,-0.41408932,-0.507854,0.2869438,0.1982556,-0.0886882
34,-0.32049897,-0.15492201,"('mean', 'honorable')",-0.09809179,0.0024194764,4.995236,5.2057943,1.5255485,1.6844306,0.1588821
35,0.35104826,0.1436702,"('corrupt', 'incorrupt')",-0.34701982,-0.5264382,-0.99517375,-1.0840821,-0.3303818,-0.48895,-0.1585682
36,0.45716056,0.3682733,"('hostile', 'amicable')",-0.40818885,-0.546441,-0.6233475,-0.759188,-0.1914586,-0.3124519,-0.1209933
37,-0.67330027,-0.64816034,"('fake', 'genuine')",-1.4014064,-1.3350569,-0.085721806,-0.04578262,-0.7201428,-0.6763333,0.0438095
38,0.24558713,0.342995,"('untruthful', 'truthful')",0.12968537,0.18268317,0.20125099,0.31812936,0.1921745,0.2812692,0.0890947
39,1.2557172,1.3682979,"('exploitative', 'cooperative')",0.30475104,0.41348663,0.48312733,0.59313565,0.6811985,0.79164,0.1104415
40,0.04094968,0.117270425,"('stingy', 'generous')",-0.012138452,0.020370172,-3.1073236,-3.1026328,-1.0261708,-0.9883307,0.0378401
41,0.104822725,0.20118515,"('unforgiving', 'forgiving')",0.039933052,0.09572155,0.50560325,0.4355925,0.2167863,0.2441664,0.0273801
42,0.6011423,0.71939814,"('unreliable', 'reliable')",0.1286619,0.2837213,-2.644919,-2.5514345,-0.6383716,-0.516105,0.1222666
