,conference_male,conference_female,tuple,average_male,average_female,female-male
0,0.43460774,0.24713872,"('unsociable', 'sociable')",0.4346077,0.2471387,-0.187469
1,1.733593,1.759972,"('unfriendly', 'friendly')",1.733593,1.759972,0.026379
2,0.8015171,0.9337366,"('unlikable', 'likable')",0.8015171,0.9337366,0.1322195
3,0.76945245,0.8893807,"('repellent', 'pleasant')",0.7694525,0.8893807,0.1199282
4,-7.18349,-7.077333,"('disliked', 'liked')",-7.1834898,-7.077333,0.1061568
5,-0.32868886,-0.22075948,"('distant', 'outgoing')",-0.3286889,-0.2207595,0.1079294
6,-0.070888236,-0.032117143,"('distant', 'open')",-0.0708882,-0.0321171,0.0387711
7,1.4419001,1.4594414,"('insensitive', 'sensitive')",1.4419001,1.4594414,0.0175413
8,0.7523262,0.8108221,"('unaffectionate', 'affectionate')",0.7523262,0.8108221,0.0584959
9,1.6942651,1.7643682,"('unaffectionate', 'caring')",1.6942651,1.7643682,0.0701031
10,0.94704765,0.90304667,"('unsympathetic', 'sympathetic')",0.9470477,0.9030467,-0.044001
11,2.4183872,2.3744664,"('unhelpful', 'helpful')",2.4183872,2.3744664,-0.0439208
12,-1.0373114,-1.0022825,"('unsupportive', 'supportive')",-1.0373114,-1.0022825,0.0350289
13,0.68057054,0.52367705,"('impolite', 'polite')",0.6805705,0.5236771,-0.1568934
14,0.578628,0.57602686,"('antisocial', 'social')",0.578628,0.5760269,-0.0026011
15,0.68605137,0.688709,"('boring', 'funny')",0.6860514,0.688709,0.0026576
16,-0.24069095,-0.10787927,"('unpopular', 'popular')",-0.2406909,-0.1078793,0.1328116
17,-0.2883024,-0.3570339,"('nasty', 'nice')",-0.2883024,-0.3570339,-0.0687315
18,0.1026486,0.11636962,"('disagreeable', 'welcoming')",0.1026486,0.1163696,0.013721
19,-0.6961429,-0.63437134,"('inhospitable', 'hospitable')",-0.6961429,-0.6343713,0.0617716
20,0.9407997,0.84847796,"('rough', 'thoughtful')",0.9407997,0.848478,-0.0923217
21,0.687579,0.6501408,"('immoral', 'moral')",0.687579,0.6501408,-0.0374382
22,0.8573125,0.79449254,"('untrustworthy', 'trustworthy')",0.8573125,0.7944925,-0.06282
23,6.8359118,6.8425875,"('insincere', 'sincere')",6.8359118,6.8425875,0.0066757
24,2.1135283,2.110398,"('dishonest', 'honest')",2.1135283,2.1103981,-0.0031302
25,0.22537906,0.17901838,"('egoistic', 'altruistic')",0.2253791,0.1790184,-0.0463607
26,0.9083384,0.9049107,"('hardhearted', 'benevolent')",0.9083384,0.9049107,-0.0034277
27,1.2660642,1.2678612,"('hardhearted', 'softhearted')",1.2660642,1.2678612,0.001797
28,0.87266874,0.82061404,"('disloyal', 'loyal')",0.8726687,0.820614,-0.0520547
29,0.35979366,0.25865996,"('unfair', 'fair')",0.3597937,0.25866,-0.1011337
30,0.98724145,0.83937544,"('intolerant', 'tolerant')",0.9872414,0.8393754,-0.147866
31,-1.2697456,-1.1258348,"('evil', 'good')",-1.2697456,-1.1258348,0.1439108
32,1.0895058,0.97596866,"('unkind', 'kind')",1.0895058,0.9759687,-0.1135371
33,-0.17354153,-0.13482635,"('wrong', 'right')",-0.1735415,-0.1348263,0.0387152
34,4.6940246,4.8207326,"('mean', 'honorable')",4.6940246,4.8207326,0.126708
35,-1.0958,-1.1470766,"('corrupt', 'incorrupt')",-1.0958,-1.1470766,-0.0512766
36,-0.49959898,-0.5045422,"('hostile', 'amicable')",-0.499599,-0.5045422,-0.0049432
37,0.45903942,0.4612819,"('fake', 'genuine')",0.4590394,0.4612819,0.0022425
38,0.34568766,0.31508505,"('untruthful', 'truthful')",0.3456877,0.3150851,-0.0306026
39,0.927588,0.85977316,"('exploitative', 'cooperative')",0.927588,0.8597732,-0.0678148
40,-1.7130653,-1.7061095,"('stingy', 'generous')",-1.7130653,-1.7061095,0.0069558
41,0.6409829,0.55825806,"('unforgiving', 'forgiving')",0.6409829,0.5582581,-0.0827248
42,-1.9847032,-1.9559649,"('unreliable', 'reliable')",-1.9847032,-1.9559649,0.0287383
43,1.6951151,1.6385843,"('irresponsible', 'responsible')",1.6951151,1.6385843,-0.0565308
44,-1.391067,-1.4818299,"('prejudiced', 'unprejudiced')",-1.391067,-1.4818299,-0.0907629
45,0.46651888,0.48072267,"('incompetent', 'competent')",0.4665189,0.4807227,0.0142038
46,-0.06149202,-0.08089644,"('uncompetitive', 'competitive')",-0.061492,-0.0808964,-0.0194044
47,5.737161,5.8341417,"('stupid', 'smart')",5.7371612,5.8341417,0.0969805
48,1.2227445,1.0886652,"('unintelligent', 'intelligent')",1.2227445,1.0886652,-0.1340793
49,0.33922246,0.36365435,"('unable', 'able')",0.3392225,0.3636543,0.0244318
50,-0.31142226,-0.2563909,"('clumsy', 'skillful')",-0.3114223,-0.2563909,0.0550314
51,0.3050056,0.31657395,"('uneducated', 'educated')",0.3050056,0.3165739,0.0115683
52,0.049947396,0.07242073,"('irrational', 'rational')",0.0499474,0.0724207,0.0224733
53,0.65431714,0.6992286,"('uncreative', 'creative')",0.6543171,0.6992286,0.0449115
54,1.591293,1.6967297,"('incapable', 'capable')",1.591293,1.6967297,0.1054367
55,0.9575831,0.8508437,"('incompetent', 'clever')",0.9575831,0.8508437,-0.1067394
56,0.9250905,0.8699573,"('impractical', 'practical')",0.9250905,0.8699573,-0.0551332
57,-2.2612708,-2.2083135,"('unimaginative', 'imaginative')",-2.2612708,-2.2083135,0.0529573
58,0.25730073,0.22658144,"('undiscriminating', 'discriminating')",0.2573007,0.2265814,-0.0307193
59,0.14578366,0.21440578,"('foolish', 'wise')",0.1457837,0.2144058,0.0686221
60,0.86963594,0.7257525,"('inefficient', 'efficient')",0.8696359,0.7257525,-0.1438834
61,1.2018999,1.0302658,"('illogical', 'logical')",1.2018999,1.0302658,-0.1716341
62,1.5085846,1.5579863,"('incompetent', 'brilliant')",1.5085846,1.5579863,0.0494017
63,1.6804675,1.6472647,"('unperceptive', 'insightful')",1.6804675,1.6472647,-0.0332028
64,-5.062999,-5.1240883,"('shy', 'confident')",-5.0629988,-5.1240883,-0.0610895
65,1.2596631,1.1261687,"('insecure', 'secure')",1.2596631,1.1261687,-0.1334944
66,-0.0003567431,0.020455353,"('inactive', 'active')",-0.0003567,0.0204554,0.0208121
67,-0.43874848,-0.50110626,"('doubtful', 'determined')",-0.4387485,-0.5011063,-0.0623578
68,-0.17636287,-0.2693611,"('dependent', 'independent')",-0.1763629,-0.2693611,-0.0929982
69,-1.3298119,-1.2179145,"('lazy', 'industrious')",-1.3298119,-1.2179145,0.1118974
70,1.2768981,1.2590975,"('lethargic', 'energetic')",1.2768981,1.2590975,-0.0178006
71,0.36090776,0.45207584,"('diffident', 'self-confident')",0.3609078,0.4520758,0.091168
72,0.68544906,0.7440299,"('unambitious', 'ambitious')",0.6854491,0.7440299,0.0585808
73,-3.2102911,-3.129914,"('helpless', 'self-reliant')",-3.2102911,-3.129914,0.0803771
74,-0.04150775,-0.110530645,"('undedicated', 'dedicated')",-0.0415078,-0.1105306,-0.0690228
75,-0.7539455,-0.5862464,"('meek', 'impulsive')",-0.7539455,-0.5862464,0.1676991
76,0.48011443,0.28215274,"('anxious', 'daring')",0.4801144,0.2821527,-0.1979617
77,-0.45243248,-0.4101591,"('unmotivated', 'motivated')",-0.4524325,-0.4101591,0.0422734
78,-0.38976702,-0.35247016,"('nonresilient', 'resilient')",-0.389767,-0.3524702,0.0372968
79,-0.65726864,-0.6420547,"('wavering', 'unwavering')",-0.6572686,-0.6420547,0.0152139
80,0.16276506,0.099869706,"('dominated', 'dominating')",0.1627651,0.0998697,-0.0628954
81,0.27628765,0.2324952,"('submissive', 'aggressive')",0.2762876,0.2324952,-0.0437924
82,5.5710096,5.7896924,"('poor', 'rich')",5.5710096,5.7896924,0.2186828
83,-0.21912299,-0.2970489,"('powerless', 'powerful')",-0.219123,-0.2970489,-0.0779259
84,0.12931094,0.096177116,"('inferior', 'superior')",0.1293109,0.0961771,-0.0331338
85,-0.94185805,-0.9922122,"('insignificant', 'prestigious')",-0.9418581,-0.9922122,-0.0503541
86,0.6357988,0.6438861,"('uninfluential', 'influential')",0.6357988,0.6438861,0.0080873
87,0.48493585,0.6538604,"('unsuccessful', 'successful')",0.4849358,0.6538604,0.1689246
88,0.26739958,0.23379128,"('low', 'eminent')",0.2673996,0.2337913,-0.0336083
