,cbre_male,cbre_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.4461742,-0.61938983,"('unsociable', 'sociable')",0.872077,0.5773953,-0.44003835,-0.59246856,-0.0047119,-0.2114877,-0.2067758
1,-0.5171653,-0.6217159,"('unfriendly', 'friendly')",-0.59004134,-0.7161943,1.4078909,1.2937577,0.1002281,-0.0147175,-0.1149456
2,1.3094374,1.3711289,"('unlikable', 'likable')",1.7352163,1.8293241,0.99317986,1.1755997,1.3459446,1.4586843,0.1127397
3,-0.2562462,-0.16017348,"('repellent', 'pleasant')",0.89575654,1.0174476,0.26978266,0.35553694,0.3030977,0.4042703,0.1011726
4,0.17814623,0.07934035,"('disliked', 'liked')",-0.108011335,-0.2466371,-6.145397,-6.1079116,-2.0250874,-2.0917362,-0.0666488
5,-1.037652,-0.9370028,"('distant', 'outgoing')",-2.4575114,-2.3089485,-0.44650728,-0.35710943,-1.3138902,-1.2010202,0.11287
6,-1.0545585,-0.9904634,"('distant', 'open')",-2.8106196,-2.6216626,-0.096371934,-0.035799284,-1.3205167,-1.215975,0.1045417
7,0.5303233,0.49894392,"('insensitive', 'sensitive')",0.40949312,0.42584944,0.4932307,0.48797852,0.4776824,0.470924,-0.0067584
8,-0.50563216,-0.6103467,"('unaffectionate', 'affectionate')",-0.75121534,-0.7176371,0.39200002,0.33804396,-0.2882825,-0.32998,-0.0416975
9,0.098067515,-0.03968788,"('unaffectionate', 'caring')",-0.6023338,-0.6359248,0.8978702,0.8850034,0.1312013,0.0697969,-0.0614044
10,-0.40069467,-0.4668768,"('unsympathetic', 'sympathetic')",0.2826035,0.24716783,-0.40449625,-0.42262837,-0.1741958,-0.2141124,-0.0399166
11,0.6204622,0.6025521,"('unhelpful', 'helpful')",0.44739276,0.40353996,2.310041,2.3092566,1.1259653,1.1051162,-0.0208491
12,0.51197696,0.5944127,"('unsupportive', 'supportive')",0.31422004,0.43734664,-1.9842757,-1.8841326,-0.3860262,-0.2841245,0.1019017
13,0.14980236,0.1307903,"('impolite', 'polite')",0.21939126,0.14687586,-0.25122246,-0.25638643,0.0393237,0.0070932,-0.0322305
14,0.48029944,0.40440992,"('antisocial', 'social')",2.301329,2.2059019,-0.16027799,-0.27409008,0.8737834,0.7787406,-0.0950428
15,0.95669246,0.83010584,"('boring', 'funny')",-0.5382163,-0.6037336,0.9027226,0.84100634,0.4403996,0.3557928,-0.0846068
16,0.017500518,0.018076167,"('unpopular', 'popular')",-0.120561086,-0.08780111,0.69472194,0.7027328,0.1972205,0.2110026,0.0137821
17,0.49086034,0.5530004,"('nasty', 'nice')",-0.35225806,-0.28014278,-0.10638837,-0.1401343,0.010738,0.0442411,0.0335031
18,-0.28170368,-0.32117885,"('disagreeable', 'welcoming')",-0.66933465,-0.50579345,-0.31539586,-0.249055,-0.4221447,-0.3586758,0.0634689
19,-0.1679773,-0.15183151,"('inhospitable', 'hospitable')",-1.629402,-1.6551026,-0.10812779,-0.019700224,-0.6351691,-0.6088781,0.026291
20,0.10626883,0.13376291,"('rough', 'thoughtful')",1.5665693,1.6471283,1.0261348,1.0101109,0.8996577,0.9303341,0.0306764
21,0.15904483,0.143303,"('immoral', 'moral')",0.9892535,0.98308825,-0.6580953,-0.5906853,0.163401,0.1785687,0.0151677
22,0.14843263,0.08679589,"('untrustworthy', 'trustworthy')",0.8208892,0.74394846,-0.9891789,-1.0721174,-0.006619,-0.0804577,-0.0738387
23,0.07232735,0.034312762,"('insincere', 'sincere')",0.671174,0.6913656,6.0783987,5.8626595,2.2739666,2.1961126,-0.077854
24,0.5586019,0.5097306,"('dishonest', 'honest')",-0.21402436,-0.12752151,0.750729,0.72817165,0.3651022,0.3701269,0.0050247
25,0.12141198,0.10593004,"('egoistic', 'altruistic')",-0.64453954,-0.68835276,1.3793541,1.291699,0.2854089,0.2364254,-0.0489835
26,0.46259418,0.3968257,"('hardhearted', 'benevolent')",1.260851,1.2339091,1.4871551,1.3803133,1.0702001,1.0036827,-0.0665174
27,-0.41456732,-0.35391662,"('hardhearted', 'softhearted')",-1.0607752,-0.9684522,0.8805889,0.8449961,-0.1982512,-0.1591243,0.0391269
28,0.27858275,0.062493034,"('disloyal', 'loyal')",0.7170148,0.55860645,1.2825584,1.0340313,0.7593853,0.5517102,-0.2076751
29,-0.07448473,-0.087065704,"('unfair', 'fair')",-0.5025365,-0.49489474,-0.60178185,-0.8117028,-0.3929343,-0.4645544,-0.0716201
30,1.0732892,1.0110502,"('intolerant', 'tolerant')",1.1425632,1.0670784,1.35794,1.4120102,1.1912641,1.1633796,-0.0278845
31,-0.76314193,-0.6844086,"('evil', 'good')",-1.7304049,-1.6757991,-1.3841107,-1.4801168,-1.2925525,-1.2801082,0.0124443
32,0.74039966,0.65763366,"('unkind', 'kind')",1.2539774,1.1545707,1.1122046,1.0064826,1.0355272,0.9395623,-0.0959649
33,0.69191796,0.6455294,"('wrong', 'right')",-1.035631,-0.9734455,-0.5896823,-0.68736327,-0.3111318,-0.3384264,-0.0272946
34,0.34770766,0.5185038,"('mean', 'honorable')",0.19360206,0.41413307,6.137941,6.2927074,2.2264169,2.4084481,0.1820312
35,0.39959747,0.3431884,"('corrupt', 'incorrupt')",-1.961983,-1.9540738,-0.11586586,-0.30753574,-0.5594171,-0.6394737,-0.0800566
36,-0.32443076,-0.47141343,"('hostile', 'amicable')",-1.681705,-1.7604007,0.37051073,0.19299877,-0.5452083,-0.6796052,-0.1343969
37,-0.022457084,-0.031241896,"('fake', 'genuine')",-0.041163564,-0.043474354,0.33106795,0.2986447,0.0891491,0.0746428,-0.0145063
38,-0.057925172,-0.09162503,"('untruthful', 'truthful')",-1.1920869,-1.134772,0.278265,0.31384343,-0.3239157,-0.3041845,0.0197312
39,2.1936052,2.2248023,"('exploitative', 'cooperative')",2.1082368,2.197192,0.044059265,0.05794528,1.4486337,1.4933132,0.0446795
40,0.06617333,-0.0292121,"('stingy', 'generous')",-0.3470092,-0.32285166,-2.0991237,-2.1314707,-0.7933199,-0.8278448,-0.0345249
41,0.21905565,0.1819484,"('unforgiving', 'forgiving')",0.5317724,0.5231958,0.5403164,0.51224726,0.4303815,0.4057972,-0.0245843
42,0.669081,0.75933033,"('unreliable', 'reliable')",1.0728872,1.2574761,-2.9620686,-2.7694166,-0.4067001,-0.2508701,0.15583
