,capital_male,capital_female,tuple,one_male,one_female,financial_male,financial_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.06044348,-0.1089352,"('unsociable', 'sociable')",-1.1017246,-1.0986207,-0.32385388,-0.37946776,-0.12558493,-0.19017287,-0.4029017,-0.4442991,-0.0413974
1,-0.63834095,-0.6974736,"('unfriendly', 'friendly')",-1.6291472,-1.7882929,1.3187981,1.1608131,0.92347,0.79000795,-0.006305,-0.1337363,-0.1274313
2,2.0876997,2.246589,"('unlikable', 'likable')",1.020446,1.1050589,2.2995234,2.4405396,0.81546295,0.9105908,1.555783,1.6756946,0.1199116
3,-0.042551257,0.021679575,"('repellent', 'pleasant')",-0.15093575,-0.045709774,-0.6469866,-0.53047436,1.2228888,1.2707754,0.0956038,0.1790677,0.0834639
4,-0.82342005,-0.8047349,"('disliked', 'liked')",0.3474345,0.31032562,0.18095526,0.20845883,-6.4158607,-6.495864,-1.6777227,-1.6954536,-0.0177309
5,0.3104909,0.36766642,"('distant', 'outgoing')",-0.34913462,-0.40949306,1.0339075,1.0359011,-0.9694715,-0.8895536,0.0064481,0.0261302,0.0196821
6,-0.31400532,-0.2086901,"('distant', 'open')",-0.8516488,-0.9003526,0.19143884,0.18679197,-0.9958037,-0.9377431,-0.4925048,-0.4649985,0.0275063
7,1.0729241,1.0233072,"('insensitive', 'sensitive')",0.18197386,0.24695387,0.55693907,0.576015,0.9405627,0.9162908,0.6880999,0.6906417,0.0025418
8,-0.124813795,-0.1218588,"('unaffectionate', 'affectionate')",-0.84955305,-0.94954324,0.457249,0.39210695,0.2396296,0.20934248,-0.0693721,-0.1174882,-0.0481161
9,0.85703766,0.8439898,"('unaffectionate', 'caring')",-0.74454516,-0.7909105,1.3670034,1.2988267,1.0102862,0.9958478,0.6224456,0.5869385,-0.0355071
10,0.35987222,0.33478478,"('unsympathetic', 'sympathetic')",-0.63077086,-0.4578218,-1.2039915,-1.1020257,-0.014213707,0.020413835,-0.372276,-0.3011622,0.0711138
11,1.083045,1.1410575,"('unhelpful', 'helpful')",0.32208905,0.48503715,0.009193255,0.08731751,2.0734928,2.248221,0.871955,0.9904082,0.1184532
12,2.0189173,2.1069527,"('unsupportive', 'supportive')",0.7205842,0.8415933,1.0496346,1.1919018,-1.6387453,-1.6055447,0.5375977,0.6337258,0.0961281
13,0.34698007,0.23631755,"('impolite', 'polite')",0.6657137,0.6727682,-0.17369965,-0.09329106,-0.47477072,-0.41905108,0.0910559,0.0991859,0.00813
14,1.4096956,1.4410763,"('antisocial', 'social')",0.4108672,0.5084894,1.4468793,1.5399661,0.3320761,0.27060208,0.8998796,0.9400334,0.0401538
15,-0.2854065,-0.34141886,"('boring', 'funny')",0.28097114,0.13942711,0.2915676,0.2404129,-0.40317327,-0.39086637,-0.0290103,-0.0881113,-0.059101
16,-0.861183,-0.7860851,"('unpopular', 'popular')",-1.1398847,-1.1203849,-0.32978526,-0.2566766,-0.14714763,-0.07675348,-0.6195002,-0.559975,0.0595252
17,-0.119540125,0.04357485,"('nasty', 'nice')",-0.20435011,-0.023499409,-0.63233566,-0.47559094,-0.95692474,-0.8305852,-0.4782876,-0.3215252,0.1567624
18,0.20879689,0.3148588,"('disagreeable', 'welcoming')",0.10325803,0.086954474,-0.21598697,-0.13476445,-0.5823691,-0.6213369,-0.1215753,-0.088572,0.0330033
19,-0.21232525,-0.21683799,"('inhospitable', 'hospitable')",-0.6713566,-0.7134357,-0.26589888,-0.2796104,-0.86360687,-0.74715126,-0.5032969,-0.4892589,0.014038
20,0.124053076,0.2270556,"('rough', 'thoughtful')",-1.040124,-0.93480545,-0.119733185,-0.05098958,0.13334753,0.15381552,-0.2256142,-0.151231,0.0743832
21,0.47785783,0.5094761,"('immoral', 'moral')",0.40846562,0.6010352,0.3157102,0.3848043,-0.14263372,-0.05514173,0.26485,0.3600435,0.0951935
22,0.9068737,0.9102398,"('untrustworthy', 'trustworthy')",0.40336415,0.41391575,-0.23469344,-0.21670264,-0.40043914,-0.38439864,0.1687763,0.1807636,0.0119873
23,1.0689507,1.025877,"('insincere', 'sincere')",0.19744878,0.21814366,0.6632416,0.66018975,6.128202,6.102881,2.0144608,2.0017729,-0.0126879
24,0.82826877,0.84361285,"('dishonest', 'honest')",0.19284709,0.21579176,0.23805556,0.30135256,0.81216156,0.7933928,0.5178332,0.5385375,0.0207043
25,-1.0327028,-1.0837982,"('egoistic', 'altruistic')",-0.821559,-0.94422406,0.38776731,0.34840736,1.0969487,1.0050052,-0.0923865,-0.1686524,-0.0762659
