,billing_male,billing_female,tuple,average_male,average_female,female-male
0,-0.15927565,-0.15001084,"('unsociable', 'sociable')",-0.1592757,-0.1500108,0.0092649
1,1.4189221,1.212407,"('unfriendly', 'friendly')",1.4189221,1.212407,-0.2065151
2,0.13866682,0.18951833,"('unlikable', 'likable')",0.1386668,0.1895183,0.0508515
3,0.42835382,0.52159923,"('repellent', 'pleasant')",0.4283538,0.5215992,0.0932454
4,-7.5589213,-7.7448187,"('disliked', 'liked')",-7.5589213,-7.7448187,-0.1858974
5,-0.14823793,-0.24965566,"('distant', 'outgoing')",-0.1482379,-0.2496557,-0.1014178
6,0.2564264,0.06545948,"('distant', 'open')",0.2564264,0.0654595,-0.1909669
7,0.7107117,0.78129023,"('insensitive', 'sensitive')",0.7107117,0.7812902,0.0705785
8,1.4663973,1.2050639,"('unaffectionate', 'affectionate')",1.4663973,1.2050639,-0.2613334
9,2.0994349,2.0182116,"('unaffectionate', 'caring')",2.0994349,2.0182116,-0.0812233
10,0.72903794,0.87256336,"('unsympathetic', 'sympathetic')",0.7290379,0.8725634,0.1435255
11,1.6922945,1.8659106,"('unhelpful', 'helpful')",1.6922945,1.8659106,0.1736161
12,-1.5583217,-1.5967269,"('unsupportive', 'supportive')",-1.5583217,-1.5967269,-0.0384052
13,-0.25937253,-0.12280722,"('impolite', 'polite')",-0.2593725,-0.1228072,0.1365653
14,-0.26090425,-0.18906622,"('antisocial', 'social')",-0.2609043,-0.1890662,0.0718381
15,-0.021102987,-0.13638212,"('boring', 'funny')",-0.021103,-0.1363821,-0.1152791
16,-0.2387722,-0.2407912,"('unpopular', 'popular')",-0.2387722,-0.2407912,-0.002019
17,-0.07886476,-0.07892503,"('nasty', 'nice')",-0.0788648,-0.078925,-6.02e-05
18,-0.48454285,-0.49888802,"('disagreeable', 'welcoming')",-0.4845428,-0.498888,-0.0143452
19,-0.5475358,-0.62166333,"('inhospitable', 'hospitable')",-0.5475358,-0.6216633,-0.0741275
20,0.7853258,0.72245103,"('rough', 'thoughtful')",0.7853258,0.722451,-0.0628748
21,-0.649299,-0.38817695,"('immoral', 'moral')",-0.649299,-0.3881769,0.2611221
22,-0.6050906,-0.6113521,"('untrustworthy', 'trustworthy')",-0.6050906,-0.6113521,-0.0062615
23,6.317476,6.438732,"('insincere', 'sincere')",6.3174758,6.4387321,0.1212563
24,1.3811485,1.3216964,"('dishonest', 'honest')",1.3811485,1.3216964,-0.0594521
25,0.5285376,0.36459503,"('egoistic', 'altruistic')",0.5285376,0.364595,-0.1639426
26,1.060089,0.84917784,"('hardhearted', 'benevolent')",1.060089,0.8491778,-0.2109112
27,1.5855391,1.3811885,"('hardhearted', 'softhearted')",1.5855391,1.3811885,-0.2043506
28,1.167337,1.0679673,"('disloyal', 'loyal')",1.1673369,1.0679673,-0.0993696
29,-0.3121281,-0.49395356,"('unfair', 'fair')",-0.3121281,-0.4939536,-0.1818255
30,0.60121214,0.71784914,"('intolerant', 'tolerant')",0.6012121,0.7178491,0.116637
31,-1.2496464,-1.4638048,"('evil', 'good')",-1.2496464,-1.4638048,-0.2141584
32,1.2533355,1.205181,"('unkind', 'kind')",1.2533355,1.205181,-0.0481545
33,-0.14815012,-0.23646493,"('wrong', 'right')",-0.1481501,-0.2364649,-0.0883148
34,4.76726,4.9499574,"('mean', 'honorable')",4.7672601,4.9499574,0.1826973
35,-0.7098841,-1.0646161,"('corrupt', 'incorrupt')",-0.7098841,-1.0646161,-0.354732
36,-0.2988027,-0.5819059,"('hostile', 'amicable')",-0.2988027,-0.5819059,-0.2831032
37,0.6425177,0.5477186,"('fake', 'genuine')",0.6425177,0.5477186,-0.0947991
38,-0.32069796,-0.2963876,"('untruthful', 'truthful')",-0.320698,-0.2963876,0.0243104
39,0.05571519,0.11568742,"('exploitative', 'cooperative')",0.0557152,0.1156874,0.0599722
40,-1.6073551,-1.7843702,"('stingy', 'generous')",-1.6073551,-1.7843702,-0.1770151
41,0.1355544,0.09976811,"('unforgiving', 'forgiving')",0.1355544,0.0997681,-0.0357863
42,-2.275768,-2.2346823,"('unreliable', 'reliable')",-2.275768,-2.2346823,0.0410857
43,1.1093943,1.2141755,"('irresponsible', 'responsible')",1.1093943,1.2141755,0.1047812
44,-1.15978,-1.1138469,"('prejudiced', 'unprejudiced')",-1.15978,-1.1138469,0.0459331
45,-0.043754186,-0.058891032,"('incompetent', 'competent')",-0.0437542,-0.058891,-0.0151368
46,-0.78813493,-0.6413072,"('uncompetitive', 'competitive')",-0.7881349,-0.6413072,0.1468277
47,5.230443,5.377416,"('stupid', 'smart')",5.230443,5.3774161,0.1469731
48,0.33180615,0.36851934,"('unintelligent', 'intelligent')",0.3318062,0.3685193,0.0367131
49,-0.2097806,-0.091379255,"('unable', 'able')",-0.2097806,-0.0913793,0.1184013
50,-0.33009046,-0.37591794,"('clumsy', 'skillful')",-0.3300905,-0.3759179,-0.0458274
51,-0.091694385,0.04040081,"('uneducated', 'educated')",-0.0916944,0.0404008,0.1320952
52,0.026314761,-0.2660988,"('irrational', 'rational')",0.0263148,-0.2660988,-0.2924136
53,0.26418555,0.14357963,"('uncreative', 'creative')",0.2641855,0.1435796,-0.1206059
54,1.023231,1.0323397,"('incapable', 'capable')",1.023231,1.0323397,0.0091087
55,0.21832967,0.38665807,"('incompetent', 'clever')",0.2183297,0.3866581,0.1683284
