,danaher_male,danaher_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.66325915,0.6586948,"('unsociable', 'sociable')",-0.08579768,-0.25555727,0.2887307,0.2015688,-0.0871619
1,-1.077049,-1.1326854,"('unfriendly', 'friendly')",1.3755832,1.2546718,0.1492671,0.0609932,-0.0882739
2,0.80741817,0.7582485,"('unlikable', 'likable')",0.6774206,0.67280275,0.7424194,0.7155256,-0.0268938
3,-0.059026282,0.17412366,"('repellent', 'pleasant')",0.55623007,0.5636497,0.2486019,0.3688867,0.1202848
4,-0.60583323,-0.75850403,"('disliked', 'liked')",-6.17174,-6.2796283,-3.3887866,-3.5190661,-0.1302795
5,-1.5846555,-1.6313748,"('distant', 'outgoing')",-0.455884,-0.4502382,-1.0202698,-1.0408065,-0.0205367
6,-2.1595216,-2.1492207,"('distant', 'open')",-0.6054276,-0.6337928,-1.3824747,-1.3915068,-0.0090321
7,0.357641,0.50943446,"('insensitive', 'sensitive')",0.0011273159,-0.004142629,0.1793842,0.2526459,0.0732617
8,-1.462394,-1.5827713,"('unaffectionate', 'affectionate')",0.5890424,0.5312104,-0.4366758,-0.5257804,-0.0891046
9,-1.1827389,-1.2030885,"('unaffectionate', 'caring')",0.85285044,0.8044038,-0.1649442,-0.1993424,-0.0343982
10,0.4816257,0.6726102,"('unsympathetic', 'sympathetic')",-0.63774765,-0.7024412,-0.078061,-0.0149155,0.0631455
11,1.1025201,1.2178068,"('unhelpful', 'helpful')",1.5259506,1.5848631,1.3142353,1.401335,0.0870997
12,0.15717272,0.41771397,"('unsupportive', 'supportive')",-2.1099887,-2.114136,-0.976408,-0.848211,0.128197
13,0.88187397,0.8967092,"('impolite', 'polite')",-0.92448354,-0.9548682,-0.0213048,-0.0290795,-0.0077747
14,1.3239431,1.400353,"('antisocial', 'social')",0.018959766,-0.080959216,0.6714514,0.6596969,-0.0117545
15,0.31782967,0.1710469,"('boring', 'funny')",0.006152967,0.022113359,0.1619913,0.0965801,-0.0654112
16,-1.1294036,-1.189877,"('unpopular', 'popular')",0.33518395,0.26498732,-0.3971098,-0.4624448,-0.065335
17,-0.35693985,-0.3227737,"('nasty', 'nice')",-0.37768534,-0.34298158,-0.3673126,-0.3328776,0.034435
18,-0.5390254,-0.49556634,"('disagreeable', 'welcoming')",-0.44958988,-0.5320914,-0.4943076,-0.5138289,-0.0195213
19,-1.2452477,-1.2862593,"('inhospitable', 'hospitable')",-0.51183534,-0.46626726,-0.8785415,-0.8762633,0.0022782
20,0.3821382,0.42602804,"('rough', 'thoughtful')",1.0838361,1.0885614,0.7329872,0.7572947,0.0243075
21,1.7802886,1.8473055,"('immoral', 'moral')",-0.2636245,-0.3077238,0.758332,0.7697909,0.0114589
22,1.0442144,1.0936561,"('untrustworthy', 'trustworthy')",-0.9121632,-0.9811812,0.0660256,0.0562374,-0.0097882
23,0.482577,0.6220807,"('insincere', 'sincere')",5.1380005,5.0934114,2.8102887,2.8577461,0.0474574
24,0.5978012,0.63177913,"('dishonest', 'honest')",0.25533348,0.23126215,0.4265673,0.4315206,0.0049533
25,-0.25894156,-0.3571713,"('egoistic', 'altruistic')",1.3548794,1.3650895,0.5479689,0.5039591,-0.0440098
26,-0.18927433,-0.26624233,"('hardhearted', 'benevolent')",1.8539836,1.7864671,0.8323547,0.7601124,-0.0722423
27,-0.3550177,-0.28979498,"('hardhearted', 'softhearted')",0.93254066,0.87300104,0.2887615,0.291603,0.0028415
28,-0.13537808,-0.23208657,"('disloyal', 'loyal')",0.99718,0.8788138,0.430901,0.3233636,-0.1075374
29,-0.64249897,-0.7206959,"('unfair', 'fair')",-0.3814266,-0.496291,-0.5119628,-0.6084934,-0.0965306
30,0.93186915,0.98630476,"('intolerant', 'tolerant')",0.95631075,0.86526203,0.9440899,0.9257834,-0.0183065
31,-2.1194553,-2.083422,"('evil', 'good')",-0.5510039,-0.5681804,-1.3352296,-1.3258011,0.0094285
32,0.542974,0.49408475,"('unkind', 'kind')",0.53257525,0.39430928,0.5377746,0.444197,-0.0935776
33,0.089054435,-0.027618676,"('wrong', 'right')",-0.6761426,-0.69754916,-0.2935441,-0.3625839,-0.0690398
34,-0.20184985,-0.017280452,"('mean', 'honorable')",5.3261976,5.4607105,2.5621738,2.721715,0.1595412
35,-1.3161343,-1.540137,"('corrupt', 'incorrupt')",-0.18721786,-0.18538806,-0.7516761,-0.8627626,-0.1110865
36,-2.4305828,-2.542239,"('hostile', 'amicable')",-0.06414761,-0.18160522,-1.2473652,-1.361922,-0.1145568
37,0.7839489,0.8065077,"('fake', 'genuine')",-0.24623097,-0.2287266,0.268859,0.2888905,0.0200315
38,-0.28993478,-0.25822824,"('untruthful', 'truthful')",-0.13471141,-0.11486639,-0.2123231,-0.1865473,0.0257758
39,2.0291011,2.075389,"('exploitative', 'cooperative')",0.40951642,0.4465074,1.2193087,1.2609482,0.0416395
40,-0.6291093,-0.5506624,"('stingy', 'generous')",-1.6903231,-1.7955438,-1.1597162,-1.1731031,-0.0133869
41,0.29820377,0.38257107,"('unforgiving', 'forgiving')",0.081970744,-0.061128397,0.1900873,0.1607213,-0.029366
42,0.6229761,0.7688097,"('unreliable', 'reliable')",-3.2741332,-3.3051932,-1.3255786,-1.2681918,0.0573868
43,0.69148445,0.89322495,"('irresponsible', 'responsible')",0.24289788,0.25503182,0.4671912,0.5741284,0.1069372
44,0.24075298,0.15881643,"('prejudiced', 'unprejudiced')",-1.3970616,-1.3436754,-0.5781543,-0.5924295,-0.0142752
45,0.64555216,0.87775904,"('incompetent', 'competent')",-0.05257161,-0.14858058,0.2964903,0.3645892,0.0680989
46,1.437538,1.65793,"('uncompetitive', 'competitive')",-0.7431158,-0.7528814,0.3472111,0.4525243,0.1053132
47,0.48888886,0.64451975,"('stupid', 'smart')",4.74135,4.859772,2.6151195,2.752146,0.1370265
48,0.32416716,0.35835677,"('unintelligent', 'intelligent')",0.73629916,0.72576916,0.5302331,0.542063,0.0118299
