,e_male,e_female,tuple,trade_male,trade_female,financial_male,financial_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.51561916,-0.71759397,"('unsociable', 'sociable')",1.762748,1.7403463,0.56625915,0.42151326,0.28905746,0.1697896,0.5256113,0.4035138,-0.1220975
1,-1.1695552,-0.95593005,"('unfriendly', 'friendly')",-0.9308573,-0.9203306,1.151379,1.0897708,0.43641508,0.22746629,-0.1281546,-0.1397559,-0.0116013
2,1.3072375,1.3963134,"('unlikable', 'likable')",0.9311292,0.94175947,2.368111,2.5219572,0.84319144,0.87358564,1.3624173,1.433404,0.0709867
3,-0.07872292,-0.1440471,"('repellent', 'pleasant')",0.29082587,0.44088054,-0.18343122,-0.116732456,1.6169308,1.5622969,0.4114006,0.4355995,0.0241989
4,-0.48065126,-0.29947445,"('disliked', 'liked')",-0.43970132,-0.47064012,0.063210346,0.044753842,-7.1157894,-7.1902046,-1.993233,-1.9788914,0.0143416
5,-0.51861775,-0.18137166,"('distant', 'outgoing')",-1.2099946,-1.1478819,0.5153121,0.6041015,-1.811974,-1.7622576,-0.7563186,-0.6218524,0.1344662
6,-0.2737012,0.13342041,"('distant', 'open')",-1.61758,-1.4921978,-0.43064785,-0.28186446,-1.9598806,-1.9224687,-1.0704525,-0.8907776,0.1796749
7,0.9221741,0.93771887,"('insensitive', 'sensitive')",1.0500282,1.1597904,0.61683506,0.6502728,0.61423105,0.6174666,0.8008171,0.8413122,0.0404951
8,-0.9086633,-0.7716738,"('unaffectionate', 'affectionate')",-1.1477032,-1.2101301,0.027912647,0.019827906,-0.5206853,-0.56853217,-0.6372848,-0.632627,0.0046578
9,-0.81902015,-0.6134172,"('unaffectionate', 'caring')",-0.08578575,-0.04387188,1.187831,1.1571729,0.5027116,0.49635702,0.1964342,0.2490602,0.052626
10,0.5225448,0.39568853,"('unsympathetic', 'sympathetic')",0.9595183,1.0488621,-0.7514752,-0.7382829,0.5802856,0.59811443,0.3277184,0.3260955,-0.0016229
11,1.0686048,0.99566543,"('unhelpful', 'helpful')",1.3871311,1.4189274,0.66929466,0.63295853,2.804552,2.834874,1.4823956,1.4706063,-0.0117893
12,0.61043656,0.8320675,"('unsupportive', 'supportive')",0.98806226,1.1530027,0.93427294,1.0628171,-2.3422987,-2.3535135,0.0476183,0.1735935,0.1259752
13,0.78486764,0.6123862,"('impolite', 'polite')",2.1545153,2.1518233,0.5434024,0.5699445,-0.22328688,-0.25424927,0.8148746,0.7699762,-0.0448984
