,reporting_male,reporting_female,tuple,average_male,average_female,female-male
0,-0.042969566,-0.18486467,"('unsociable', 'sociable')",-0.0429696,-0.1848647,-0.1418951
1,1.4593779,1.3957523,"('unfriendly', 'friendly')",1.4593779,1.3957523,-0.0636256
2,0.81047416,0.9154049,"('unlikable', 'likable')",0.8104742,0.9154049,0.1049307
3,0.9436955,1.1116676,"('repellent', 'pleasant')",0.9436955,1.1116676,0.1679721
4,-7.680889,-7.509929,"('disliked', 'liked')",-7.6808891,-7.5099292,0.1709599
5,0.021365158,0.039476614,"('distant', 'outgoing')",0.0213652,0.0394766,0.0181114
6,0.060283348,0.08857272,"('distant', 'open')",0.0602833,0.0885727,0.0282894
7,1.6767128,1.6897551,"('insensitive', 'sensitive')",1.6767128,1.6897551,0.0130423
8,0.99661124,0.95675004,"('unaffectionate', 'affectionate')",0.9966112,0.95675,-0.0398612
9,1.6662605,1.6366004,"('unaffectionate', 'caring')",1.6662605,1.6366004,-0.0296601
10,1.1659347,1.2018504,"('unsympathetic', 'sympathetic')",1.1659347,1.2018504,0.0359157
11,2.3542855,2.312875,"('unhelpful', 'helpful')",2.3542855,2.312875,-0.0414105
12,-0.94404197,-0.93461657,"('unsupportive', 'supportive')",-0.944042,-0.9346166,0.0094254
13,0.35555875,0.2616507,"('impolite', 'polite')",0.3555588,0.2616507,-0.0939081
14,0.23668654,0.1898014,"('antisocial', 'social')",0.2366865,0.1898014,-0.0468851
15,0.37474385,0.40955147,"('boring', 'funny')",0.3747438,0.4095515,0.0348077
16,-0.5395381,-0.46517035,"('unpopular', 'popular')",-0.5395381,-0.4651704,0.0743677
17,-0.3902703,-0.31092685,"('nasty', 'nice')",-0.3902703,-0.3109269,0.0793434
18,-0.3102898,-0.3024409,"('disagreeable', 'welcoming')",-0.3102898,-0.3024409,0.0078489
19,-0.25169373,-0.18063292,"('inhospitable', 'hospitable')",-0.2516937,-0.1806329,0.0710608
20,1.0396228,0.9449254,"('rough', 'thoughtful')",1.0396228,0.9449254,-0.0946974
21,0.31109244,0.38353252,"('immoral', 'moral')",0.3110924,0.3835325,0.0724401
22,0.13249001,0.15493374,"('untrustworthy', 'trustworthy')",0.13249,0.1549337,0.0224437
23,7.594059,7.5108604,"('insincere', 'sincere')",7.594059,7.5108604,-0.0831986
