,planter_male,planter_female,tuple,average_male,average_female,female-male
0,0.5371196,0.48020196,"('unsociable', 'sociable')",0.5371196,0.480202,-0.0569176
1,-0.52792287,-0.62001044,"('unfriendly', 'friendly')",-0.5279229,-0.6200104,-0.0920875
2,0.4389422,0.5061105,"('unlikable', 'likable')",0.4389422,0.5061105,0.0671683
3,0.02622809,0.12945585,"('repellent', 'pleasant')",0.0262281,0.1294558,0.1032277
4,-3.705218,-3.8093376,"('disliked', 'liked')",-3.7052181,-3.8093376,-0.1041195
5,-1.9378316,-1.9873761,"('distant', 'outgoing')",-1.9378316,-1.9873761,-0.0495445
6,-1.764775,-1.8051492,"('distant', 'open')",-1.764775,-1.8051492,-0.0403742
7,0.90951544,1.0008123,"('insensitive', 'sensitive')",0.9095154,1.0008123,0.0912969
8,0.13729435,0.032647014,"('unaffectionate', 'affectionate')",0.1372944,0.032647,-0.1046474
9,0.25199986,0.18444647,"('unaffectionate', 'caring')",0.2519999,0.1844465,-0.0675534
10,0.51562315,0.59306717,"('unsympathetic', 'sympathetic')",0.5156232,0.5930672,0.077444
11,0.71867967,0.80317247,"('unhelpful', 'helpful')",0.7186797,0.8031725,0.0844928
12,-0.9530535,-0.9208921,"('unsupportive', 'supportive')",-0.9530535,-0.9208921,0.0321614
13,0.44847658,0.5256028,"('impolite', 'polite')",0.4484766,0.5256028,0.0771262
14,1.3789868,1.4060724,"('antisocial', 'social')",1.3789868,1.4060724,0.0270856
15,-0.09345372,-0.25299063,"('boring', 'funny')",-0.0934537,-0.2529906,-0.1595369
16,-0.79148746,-0.8892278,"('unpopular', 'popular')",-0.7914875,-0.8892278,-0.0977403
17,-0.5489189,-0.5296257,"('nasty', 'nice')",-0.5489189,-0.5296257,0.0192932
18,-1.1512866,-1.164669,"('disagreeable', 'welcoming')",-1.1512866,-1.164669,-0.0133824
19,-1.6471788,-1.6835837,"('inhospitable', 'hospitable')",-1.6471788,-1.6835837,-0.0364049
20,0.19141784,0.2701439,"('rough', 'thoughtful')",0.1914178,0.2701439,0.0787261
21,0.31536198,0.4854759,"('immoral', 'moral')",0.315362,0.4854759,0.1701139
22,-0.018053735,0.045386393,"('untrustworthy', 'trustworthy')",-0.0180537,0.0453864,0.0634401
23,2.9302673,2.9582417,"('insincere', 'sincere')",2.9302673,2.9582417,0.0279744
24,0.41788578,0.406699,"('dishonest', 'honest')",0.4178858,0.406699,-0.0111868
25,0.20726351,0.12053617,"('egoistic', 'altruistic')",0.2072635,0.1205362,-0.0867273
26,1.050394,0.93048954,"('hardhearted', 'benevolent')",1.0503941,0.9304895,-0.1199046
27,0.13710915,0.024923977,"('hardhearted', 'softhearted')",0.1371091,0.024924,-0.1121851
28,0.6540541,0.64772457,"('disloyal', 'loyal')",0.6540541,0.6477246,-0.0063295
29,-0.6113539,-0.6313084,"('unfair', 'fair')",-0.6113539,-0.6313084,-0.0199545
30,0.9974991,1.0531873,"('intolerant', 'tolerant')",0.9974991,1.0531873,0.0556882
31,-1.4804533,-1.534777,"('evil', 'good')",-1.4804533,-1.534777,-0.0543237
32,0.8986488,0.8699082,"('unkind', 'kind')",0.8986488,0.8699082,-0.0287406
33,-0.24828973,-0.28831172,"('wrong', 'right')",-0.2482897,-0.2883117,-0.040022
34,2.17475,2.3195794,"('mean', 'honorable')",2.1747501,2.3195794,0.1448293
35,-0.9904843,-1.1594635,"('corrupt', 'incorrupt')",-0.9904843,-1.1594635,-0.1689792
36,-1.4554319,-1.5935318,"('hostile', 'amicable')",-1.4554319,-1.5935318,-0.1380999
37,0.39151132,0.45497993,"('fake', 'genuine')",0.3915113,0.4549799,0.0634686
38,-0.058534283,-0.016833417,"('untruthful', 'truthful')",-0.0585343,-0.0168334,0.0417009
39,0.50225323,0.6090154,"('exploitative', 'cooperative')",0.5022532,0.6090154,0.1067622
40,-1.306164,-1.3409446,"('stingy', 'generous')",-1.306164,-1.3409446,-0.0347806
41,0.3447159,0.39192244,"('unforgiving', 'forgiving')",0.3447159,0.3919224,0.0472065
42,-0.9727745,-0.9451961,"('unreliable', 'reliable')",-0.9727745,-0.9451961,0.0275784
43,0.56670403,0.66668844,"('irresponsible', 'responsible')",0.566704,0.6666884,0.0999844
44,-1.0186083,-1.021166,"('prejudiced', 'unprejudiced')",-1.0186083,-1.021166,-0.0025577
45,0.41736174,0.48002338,"('incompetent', 'competent')",0.4173617,0.4800234,0.0626617
46,-0.1401408,-0.07930125,"('uncompetitive', 'competitive')",-0.1401408,-0.0793013,0.0608395
47,3.1021652,3.2032402,"('stupid', 'smart')",3.1021652,3.2032402,0.101075
48,0.010334315,0.048345447,"('unintelligent', 'intelligent')",0.0103343,0.0483454,0.0380111
49,-0.7400894,-0.66872126,"('unable', 'able')",-0.7400894,-0.6687213,0.0713681
50,-0.32606965,-0.41880655,"('clumsy', 'skillful')",-0.3260697,-0.4188066,-0.0927369
