,align_male,align_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,female-male
0,0.52812475,0.4957263,"('unsociable', 'sociable')",0.22698797,0.16500746,-0.5857229,-0.75104535,0.0564633,-0.0301039,-0.0865672
1,0.31847906,0.49113512,"('unfriendly', 'friendly')",0.15807696,0.12115623,2.2015247,2.186321,0.8926936,0.9328708,0.0401772
2,0.34002468,0.34425893,"('unlikable', 'likable')",0.51586854,0.5938541,0.69781476,0.71790856,0.5179027,0.5520072,0.0341045
3,-0.21311477,-0.08045699,"('repellent', 'pleasant')",0.31565234,0.46697602,-0.032121394,0.0056482665,0.0234721,0.1307224,0.1072503
4,-1.7836435,-1.8056448,"('disliked', 'liked')",-0.4626079,-0.46349433,-5.607094,-5.7128143,-2.6177816,-2.6606512,-0.0428696
5,-1.7058614,-1.7219898,"('distant', 'outgoing')",-1.0565063,-0.9336514,0.053935997,0.14569625,-0.9028106,-0.8366483,0.0661623
6,-1.761584,-1.6943686,"('distant', 'open')",-1.2404267,-1.1077946,0.4312265,0.54720694,-0.8569281,-0.7516521,0.105276
7,1.4968781,1.5617448,"('insensitive', 'sensitive')",0.52725965,0.6602098,0.85791963,0.9264126,0.9606858,1.0494557,0.0887699
8,-0.7806811,-0.64478207,"('unaffectionate', 'affectionate')",-0.321014,-0.2431908,1.1819868,1.1952341,0.0267639,0.1024204,0.0756565
9,0.12993547,0.25076455,"('unaffectionate', 'caring')",-0.006529819,0.07963708,1.4066361,1.4887716,0.5100139,0.6063911,0.0963772
10,1.5104977,1.6238837,"('unsympathetic', 'sympathetic')",-0.16935095,-0.09823053,-0.7692609,-0.7824311,0.1906286,0.2477407,0.0571121
11,1.420362,1.4484545,"('unhelpful', 'helpful')",1.1863688,1.2353853,1.7840669,1.8547491,1.4635992,1.512863,0.0492638
12,1.9155979,2.0340366,"('unsupportive', 'supportive')",0.92775416,1.1041296,-1.2908579,-1.2958028,0.5174981,0.6141211,0.096623
13,0.8648101,0.723247,"('impolite', 'polite')",0.3172856,0.26185474,-0.6362885,-0.70704395,0.1819357,0.0926859,-0.0892498
14,1.2939495,1.2474445,"('antisocial', 'social')",1.4042751,1.4725534,-0.8627665,-0.9322831,0.6118193,0.5959049,-0.0159144
15,0.09452251,-0.009215049,"('boring', 'funny')",-0.3342386,-0.39114264,0.70609933,0.68133,0.1554611,0.0936574,-0.0618037
