,realty_male,realty_female,tuple,income_male,income_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.8815622,-1.0922928,"('unsociable', 'sociable')",1.1052375,0.97058874,0.36667827,0.17226693,0.1967845,0.0168543,-0.1799302
1,-1.1606807,-1.1043121,"('unfriendly', 'friendly')",-0.11924763,-0.09573103,1.214547,1.2077738,-0.0217938,0.0025769,0.0243707
2,0.8212593,0.8736022,"('unlikable', 'likable')",1.1644135,1.2130413,1.0923071,1.1323849,1.0259933,1.0730095,0.0470162
3,-0.63018,-0.55569804,"('repellent', 'pleasant')",0.2828378,0.37111843,1.0519245,1.0315859,0.2348608,0.2823354,0.0474746
4,0.3749105,0.45660388,"('disliked', 'liked')",-0.013542638,0.079531506,-6.4664264,-6.4692,-2.0350196,-1.9776883,0.0573313
5,-0.2717867,-0.055284634,"('distant', 'outgoing')",-0.5302726,-0.37282798,-0.9531851,-0.7880624,-0.5850815,-0.4053917,0.1796898
6,-0.58879095,-0.29706022,"('distant', 'open')",-1.169524,-0.9859856,-1.1461513,-0.955907,-0.9681554,-0.7463175,0.2218379
7,-0.4753914,-0.5152815,"('insensitive', 'sensitive')",1.3472501,1.3626931,0.7140684,0.7241378,0.5286424,0.5238498,-0.0047926
8,-0.4039754,-0.37191316,"('unaffectionate', 'affectionate')",-0.1230943,-0.054174326,0.49887833,0.5454051,-0.0093971,0.0397725,0.0491696
9,-0.43249783,-0.4106318,"('unaffectionate', 'caring')",1.0575895,1.1567817,1.3311251,1.4079231,0.6520723,0.7180243,0.065952
10,-1.5590969,-1.7031543,"('unsympathetic', 'sympathetic')",1.0427151,1.003081,0.17615715,0.17816512,-0.1134082,-0.1739694,-0.0605612
11,0.26862654,0.13667311,"('unhelpful', 'helpful')",1.6740661,1.6783123,2.9270282,2.9283335,1.6232403,1.5811063,-0.042134
12,0.10829829,0.2466985,"('unsupportive', 'supportive')",1.8776795,2.0867586,-1.7187618,-1.6059688,0.089072,0.2424961,0.1534241
13,-0.04487708,-0.23620677,"('impolite', 'polite')",1.0433002,0.931802,0.03987755,-0.0061437488,0.3461002,0.2298172,-0.116283
14,0.23134503,0.11620779,"('antisocial', 'social')",1.7779831,1.7116921,0.39424768,0.20975322,0.801192,0.6792177,-0.1219743
15,1.0568197,0.94143254,"('boring', 'funny')",0.5555985,0.48558137,0.083114296,-0.014087449,0.5651775,0.4709755,-0.094202
16,0.23212084,0.23679703,"('unpopular', 'popular')",-1.3011124,-1.2664481,0.2212591,0.1750857,-0.2825775,-0.2848552,-0.0022777
