,weatherford_male,weatherford_female,tuple,international_male,international_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.5774852,-0.7096208,"('unsociable', 'sociable')",0.25982508,0.07209361,-0.5028377,-0.6068172,-0.2734993,-0.4147815,-0.1412822
1,-2.0321677,-2.0716166,"('unfriendly', 'friendly')",0.12120518,-0.05434628,1.5875357,1.3701513,-0.1078089,-0.2519372,-0.1441283
2,-0.4023732,-0.35860032,"('unlikable', 'likable')",1.0859904,1.1993463,0.3986131,0.47380036,0.3607434,0.4381821,0.0774387
3,-0.6495102,-0.6000673,"('repellent', 'pleasant')",-0.69843185,-0.67385745,-0.41368616,-0.37409267,-0.5872094,-0.5493392,0.0378702
4,0.11189794,0.18442027,"('disliked', 'liked')",0.3121429,0.3220357,-2.8558757,-2.478391,-0.8106116,-0.6573117,0.1532999
5,-0.5629841,-0.4091779,"('distant', 'outgoing')",0.09328196,0.17965427,0.6067064,0.55591714,0.0456681,0.1087978,0.0631297
6,-1.4166096,-1.2402117,"('distant', 'open')",-0.08718559,-0.041916013,0.32404107,0.2399882,-0.3932514,-0.3473798,0.0458716
7,0.18710336,0.16801721,"('insensitive', 'sensitive')",-0.11161674,-0.1535672,0.20300803,0.19009517,0.0928316,0.0681817,-0.0246499
8,-1.5162969,-1.5479344,"('unaffectionate', 'affectionate')",-0.6423545,-0.7323747,0.41574436,0.19489864,-0.580969,-0.6951369,-0.1141679
9,-1.2854552,-1.3112662,"('unaffectionate', 'caring')",-0.05419667,-0.112097085,0.93275666,0.7738942,-0.1356318,-0.2164897,-0.0808579
10,-0.5953365,-0.63947666,"('unsympathetic', 'sympathetic')",-1.1875913,-1.20067,-1.2020539,-1.1989465,-0.9949938,-1.013031,-0.0180372
11,-0.3199786,-0.35314554,"('unhelpful', 'helpful')",0.13716301,0.107055634,0.6764953,0.52963954,0.1645599,0.0945165,-0.0700434
12,-0.108786486,-0.060360406,"('unsupportive', 'supportive')",0.15176535,0.2663409,-1.0226232,-0.8512357,-0.3265481,-0.2150851,0.111463
13,0.13335502,0.00390568,"('impolite', 'polite')",0.77268004,0.7384096,-0.5621368,-0.6438278,0.1146327,0.0328291,-0.0818036
14,0.6039933,0.55697715,"('antisocial', 'social')",1.1360396,1.173245,0.8949769,1.0029036,0.8783366,0.9110419,0.0327053
15,-0.74201745,-0.7539885,"('boring', 'funny')",0.21087658,0.12897585,0.1472111,0.07356191,-0.1279766,-0.1838169,-0.0558403
16,-0.5956956,-0.52402365,"('unpopular', 'popular')",0.49297678,0.4857389,0.026344202,-0.02012913,-0.0254582,-0.0194713,0.0059869
17,0.018901614,0.10222394,"('nasty', 'nice')",-0.8362301,-0.79066414,-0.9957293,-1.0308329,-0.6043526,-0.573091,0.0312616
18,-1.2847276,-1.2308885,"('disagreeable', 'welcoming')",0.48316196,0.5036439,-1.1359197,-1.1622605,-0.6458284,-0.629835,0.0159934
19,-1.175315,-1.0789392,"('inhospitable', 'hospitable')",-1.1438212,-1.2022848,-0.770421,-0.87536573,-1.0298524,-1.0521966,-0.0223442
20,-0.4620465,-0.38522848,"('rough', 'thoughtful')",0.3151098,0.345214,1.1635748,1.0952832,0.3388793,0.3517562,0.0128769
