,timpani_male,timpani_female,tuple,average_male,average_female,female-male
0,-0.25508088,-0.43246892,"('unsociable', 'sociable')",-0.2550809,-0.4324689,-0.177388
1,0.45022503,0.2675109,"('unfriendly', 'friendly')",0.450225,0.2675109,-0.1827141
2,-0.06767934,0.03546311,"('unlikable', 'likable')",-0.0676793,0.0354631,0.1031424
3,-0.66978246,-0.47624886,"('repellent', 'pleasant')",-0.6697825,-0.4762489,0.1935336
4,-2.961902,-3.10002,"('disliked', 'liked')",-2.9619019,-3.1000199,-0.138118
5,-0.29298717,-0.37637597,"('distant', 'outgoing')",-0.2929872,-0.376376,-0.0833888
6,-0.49654752,-0.61953807,"('distant', 'open')",-0.4965475,-0.6195381,-0.1229906
7,-0.7055444,-0.6683809,"('insensitive', 'sensitive')",-0.7055444,-0.6683809,0.0371635
8,-0.058099393,-0.0529772,"('unaffectionate', 'affectionate')",-0.0580994,-0.0529772,0.0051222
9,-0.49375644,-0.5449655,"('unaffectionate', 'caring')",-0.4937564,-0.5449655,-0.0512091
10,-1.341922,-1.2850814,"('unsympathetic', 'sympathetic')",-1.341922,-1.2850814,0.0568406
11,-0.49032235,-0.29570833,"('unhelpful', 'helpful')",-0.4903224,-0.2957083,0.1946141
12,-1.5536321,-1.531434,"('unsupportive', 'supportive')",-1.5536321,-1.5314341,0.022198
13,-0.24704683,-0.31185526,"('impolite', 'polite')",-0.2470468,-0.3118553,-0.0648085
14,0.011751871,-0.058203556,"('antisocial', 'social')",0.0117519,-0.0582036,-0.0699555
15,1.1327085,0.988709,"('boring', 'funny')",1.1327085,0.988709,-0.1439995
16,-0.6515397,-0.6066172,"('unpopular', 'popular')",-0.6515397,-0.6066172,0.0449225
17,-0.83382404,-0.71510506,"('nasty', 'nice')",-0.833824,-0.7151051,0.1187189
18,-0.19826782,-0.17802866,"('disagreeable', 'welcoming')",-0.1982678,-0.1780287,0.0202391
19,-0.9563048,-0.9336191,"('inhospitable', 'hospitable')",-0.9563048,-0.9336191,0.0226857
20,-0.40050244,-0.32483748,"('rough', 'thoughtful')",-0.4005024,-0.3248375,0.0756649
21,-0.42752936,-0.31825656,"('immoral', 'moral')",-0.4275294,-0.3182566,0.1092728
22,0.07123729,-0.04425936,"('untrustworthy', 'trustworthy')",0.0712373,-0.0442594,-0.1154967
23,1.581255,1.7215036,"('insincere', 'sincere')",1.581255,1.7215036,0.1402486
