,angle_male,angle_female,tuple,average_male,average_female,female-male
0,-0.042926792,-0.016144399,"('unsociable', 'sociable')",-0.0429268,-0.0161444,0.0267824
1,1.0698696,0.9479826,"('unfriendly', 'friendly')",1.0698696,0.9479826,-0.121887
2,0.07034907,-0.0046381876,"('unlikable', 'likable')",0.0703491,-0.0046382,-0.0749873
3,0.50107163,0.6268472,"('repellent', 'pleasant')",0.5010716,0.6268472,0.1257756
4,-7.452673,-7.5696526,"('disliked', 'liked')",-7.452673,-7.5696526,-0.1169796
5,-1.0117725,-1.1181544,"('distant', 'outgoing')",-1.0117725,-1.1181544,-0.1063819
6,-0.26151136,-0.37918657,"('distant', 'open')",-0.2615114,-0.3791866,-0.1176752
7,0.9006158,1.0161681,"('insensitive', 'sensitive')",0.9006158,1.0161681,0.1155523
8,0.9499088,0.8488304,"('unaffectionate', 'affectionate')",0.9499088,0.8488304,-0.1010784
9,1.6212087,1.5640738,"('unaffectionate', 'caring')",1.6212087,1.5640738,-0.0571349
10,1.058617,1.1796238,"('unsympathetic', 'sympathetic')",1.058617,1.1796238,0.1210068
11,1.0879427,1.2046578,"('unhelpful', 'helpful')",1.0879427,1.2046578,0.1167151
12,-1.8110443,-1.8369777,"('unsupportive', 'supportive')",-1.8110443,-1.8369777,-0.0259334
13,-0.4895832,-0.41137308,"('impolite', 'polite')",-0.4895832,-0.4113731,0.0782101
14,0.29251564,0.31230655,"('antisocial', 'social')",0.2925156,0.3123066,0.019791
15,0.10214455,0.0028201612,"('boring', 'funny')",0.1021445,0.0028202,-0.0993243
16,-0.619025,-0.6763687,"('unpopular', 'popular')",-0.619025,-0.6763687,-0.0573437
17,-0.1900079,-0.2592599,"('nasty', 'nice')",-0.1900079,-0.2592599,-0.069252
18,-0.55936855,-0.505507,"('disagreeable', 'welcoming')",-0.5593686,-0.505507,0.0538616
19,-0.510491,-0.61296463,"('inhospitable', 'hospitable')",-0.510491,-0.6129646,-0.1024736
20,0.7925521,0.7763984,"('rough', 'thoughtful')",0.7925521,0.7763984,-0.0161537
21,-0.35083,-0.22202909,"('immoral', 'moral')",-0.35083,-0.2220291,0.1288009
22,-0.6568571,-0.62084264,"('untrustworthy', 'trustworthy')",-0.6568571,-0.6208426,0.0360145
23,6.2360487,6.326093,"('insincere', 'sincere')",6.2360487,6.3260932,0.0900445
24,1.4798372,1.3713431,"('dishonest', 'honest')",1.4798372,1.3713431,-0.1084941
25,0.9182075,0.6997404,"('egoistic', 'altruistic')",0.9182075,0.6997404,-0.2184671
26,1.1276321,1.0261189,"('hardhearted', 'benevolent')",1.1276321,1.0261189,-0.1015132
27,1.7690488,1.6188891,"('hardhearted', 'softhearted')",1.7690488,1.6188891,-0.1501597
28,0.9958939,0.93042624,"('disloyal', 'loyal')",0.9958939,0.9304262,-0.0654677
29,-1.1705124,-1.2589551,"('unfair', 'fair')",-1.1705124,-1.2589551,-0.0884427
30,1.3385226,1.4886453,"('intolerant', 'tolerant')",1.3385226,1.4886453,0.1501227
31,-1.0559205,-1.1925954,"('evil', 'good')",-1.0559205,-1.1925954,-0.1366749
32,0.8109433,0.7264766,"('unkind', 'kind')",0.8109433,0.7264766,-0.0844667
33,-0.3366197,-0.4882066,"('wrong', 'right')",-0.3366197,-0.4882066,-0.1515869
34,4.795962,4.9372277,"('mean', 'honorable')",4.7959619,4.9372277,0.1412658
35,-0.47945774,-0.80959487,"('corrupt', 'incorrupt')",-0.4794577,-0.8095949,-0.3301372
36,-0.0878579,-0.37577996,"('hostile', 'amicable')",-0.0878579,-0.37578,-0.2879221
37,0.46906027,0.4478274,"('fake', 'genuine')",0.4690603,0.4478274,-0.0212329
38,-0.3230285,-0.34339565,"('untruthful', 'truthful')",-0.3230285,-0.3433957,-0.0203672
39,0.2298362,0.28663072,"('exploitative', 'cooperative')",0.2298362,0.2866307,0.0567945
40,-1.7071667,-1.7707884,"('stingy', 'generous')",-1.7071667,-1.7707884,-0.0636217
41,0.2359723,0.14867488,"('unforgiving', 'forgiving')",0.2359723,0.1486749,-0.0872974
42,-2.6260536,-2.4835477,"('unreliable', 'reliable')",-2.6260536,-2.4835477,0.1425059
