,digital_male,digital_female,tuple,realty_male,realty_female,trust_male,trust_female,inc_male,inc_female,average_male,average_female,female-male
0,0.1704191,0.05022571,"('unsociable', 'sociable')",-0.7734001,-0.92690474,1.5064414,1.3856871,-0.53137445,-0.6734578,0.0930215,-0.0411124,-0.1341339
1,-0.21267238,-0.24368504,"('unfriendly', 'friendly')",-0.3275066,-0.29615986,-0.346945,-0.30637404,2.0757375,2.036154,0.2971534,0.2974838,0.0003304
2,0.8015026,0.8381479,"('unlikable', 'likable')",1.3408502,1.3741273,2.3470678,2.3414776,0.7107952,0.77200544,1.3000541,1.3314396,0.0313855
3,0.07488904,0.16964415,"('repellent', 'pleasant')",-0.6374636,-0.52807397,1.617898,1.739367,0.38785,0.39325774,0.3607934,0.4435487,0.0827553
4,-1.9973654,-2.0258992,"('disliked', 'liked')",0.6131932,0.59251714,-1.0415331,-1.049259,-6.223371,-6.2604094,-2.1622691,-2.1857626,-0.0234935
5,-0.9682968,-0.9044991,"('distant', 'outgoing')",0.35335153,0.42845768,-1.7722858,-1.7054944,-0.16070303,-0.034512132,-0.6369835,-0.5540119,0.0829716
6,-1.0478383,-0.9254547,"('distant', 'open')",0.29428127,0.44744045,-2.011336,-1.882737,0.37986493,0.5154751,-0.596257,-0.461319,0.134938
7,1.7342483,1.7346249,"('insensitive', 'sensitive')",-0.28219044,-0.2501369,2.1463554,2.2057452,1.009837,1.0078839,1.1520625,1.1745293,0.0224668
8,-0.41250142,-0.359241,"('unaffectionate', 'affectionate')",-0.08754443,-0.027688444,-0.747382,-0.6510211,0.948172,0.9984898,-0.074814,-0.0098652,0.0649488
9,0.39806432,0.4514442,"('unaffectionate', 'caring')",0.08029588,0.12825035,0.460711,0.5658831,1.3946456,1.4898815,0.5834292,0.6588648,0.0754356
10,0.21816674,0.1950991,"('unsympathetic', 'sympathetic')",-1.9054787,-1.9515905,1.5906578,1.6647013,-0.35038117,-0.34115386,-0.1117588,-0.108236,0.0035228
11,1.1765764,1.1668202,"('unhelpful', 'helpful')",-0.40860802,-0.4845773,1.6443262,1.6169069,1.9637854,2.0182116,1.09402,1.0793403,-0.0146797
12,1.0892832,1.161311,"('unsupportive', 'supportive')",0.4816974,0.59374344,0.8412681,1.0436026,-1.5884787,-1.5181042,0.2059425,0.3201382,0.1141957
13,0.4046762,0.3111215,"('impolite', 'polite')",-0.5888295,-0.6976489,2.123593,1.9866611,-0.20965275,-0.295445,0.4324467,0.3261722,-0.1062745
14,1.3141321,1.2349013,"('antisocial', 'social')",-0.1506502,-0.19160822,2.5544279,2.5656195,-0.66705525,-0.7486224,0.7627137,0.7150725,-0.0476412
15,0.19892061,0.13958767,"('boring', 'funny')",1.035815,0.9329904,0.03758496,-0.07064776,0.7271261,0.67670935,0.4998617,0.4196599,-0.0802018
16,-1.2075037,-1.2001078,"('unpopular', 'popular')",0.37272096,0.37570557,-1.2429614,-1.1820114,0.39742982,0.44082183,-0.4200785,-0.3913979,0.0286806
17,-1.0608325,-1.050925,"('nasty', 'nice')",0.8628854,0.9200391,0.91184783,0.910364,-0.19296245,-0.14285752,0.1302346,0.1591551,0.0289205
18,-0.05623769,-0.0570352,"('disagreeable', 'welcoming')",0.6052828,0.7226866,-0.31580034,-0.17732663,-0.16792095,-0.10618469,0.0163309,0.095535,0.0792041
19,-0.93988323,-0.8931365,"('inhospitable', 'hospitable')",-0.5449446,-0.50861686,-1.8986738,-1.8834231,0.20599821,0.3213582,-0.7943758,-0.7409546,0.0534212
20,0.7328935,0.8076565,"('rough', 'thoughtful')",-0.042607877,0.014348529,0.19430496,0.22045845,0.6235673,0.6108985,0.3770395,0.4133405,0.036301
21,0.74033093,0.6709504,"('immoral', 'moral')",-0.1422108,-0.23359756,2.6718547,2.6373577,-0.709504,-0.697487,0.6401178,0.5943059,-0.0458119
22,0.8835182,0.8370779,"('untrustworthy', 'trustworthy')",-0.8706033,-0.8671137,1.903243,1.9056667,-0.85872924,-0.87066823,0.2643571,0.2512407,-0.0131164
23,1.4183233,1.372408,"('insincere', 'sincere')",-0.13859226,-0.22044657,2.760187,2.7148383,6.138218,6.070449,2.544534,2.4843121,-0.0602219
24,0.67924476,0.67477155,"('dishonest', 'honest')",-0.75427204,-0.728806,1.7425461,1.8116788,1.111225,1.0640459,0.6946859,0.7054225,0.0107366
25,-0.80749685,-0.785781,"('egoistic', 'altruistic')",0.3555012,0.43758112,-0.6757642,-0.6506558,1.7653807,1.7131796,0.1594052,0.178581,0.0191758
