,female_male,female_female,tuple,average_male,average_female,female-male
0,-0.14216325,-0.30104515,"('unsociable', 'sociable')",-0.1421632,-0.3010451,-0.1588819
1,1.070242,1.1816672,"('unfriendly', 'friendly')",1.070242,1.1816672,0.1114252
2,-0.34821397,-0.39161184,"('unlikable', 'likable')",-0.348214,-0.3916118,-0.0433978
3,0.78123087,0.77388203,"('repellent', 'pleasant')",0.7812309,0.773882,-0.0073489
4,-7.500399,-7.541865,"('disliked', 'liked')",-7.5003991,-7.5418649,-0.0414658
5,-0.8887752,-0.75538564,"('distant', 'outgoing')",-0.8887752,-0.7553856,0.1333896
6,-0.3518889,-0.41193324,"('distant', 'open')",-0.3518889,-0.4119332,-0.0600443
7,0.83894706,0.730712,"('insensitive', 'sensitive')",0.8389471,0.730712,-0.1082351
8,0.9206171,1.0309573,"('unaffectionate', 'affectionate')",0.9206171,1.0309573,0.1103402
9,1.082293,1.4233552,"('unaffectionate', 'caring')",1.082293,1.4233552,0.3410622
10,1.0471251,0.7952622,"('unsympathetic', 'sympathetic')",1.0471251,0.7952622,-0.2518629
11,1.1299639,1.0412884,"('unhelpful', 'helpful')",1.1299639,1.0412884,-0.0886755
12,-2.141086,-2.2219894,"('unsupportive', 'supportive')",-2.1410861,-2.2219894,-0.0809033
13,-0.25389594,-0.6727465,"('impolite', 'polite')",-0.2538959,-0.6727465,-0.4188506
14,0.30050772,-0.09935829,"('antisocial', 'social')",0.3005077,-0.0993583,-0.399866
15,-0.09597901,-0.16254435,"('boring', 'funny')",-0.095979,-0.1625444,-0.0665654
16,-0.7415775,-0.6592335,"('unpopular', 'popular')",-0.7415775,-0.6592335,0.082344
17,-0.622795,-0.5128336,"('nasty', 'nice')",-0.622795,-0.5128336,0.1099614
18,-0.25041085,-0.4420183,"('disagreeable', 'welcoming')",-0.2504109,-0.4420183,-0.1916074
19,-0.95318544,-0.7920315,"('inhospitable', 'hospitable')",-0.9531854,-0.7920315,0.1611539
20,1.0448644,0.88163185,"('rough', 'thoughtful')",1.0448644,0.8816319,-0.1632325
21,-0.4160201,-0.40274262,"('immoral', 'moral')",-0.4160201,-0.4027426,0.0132775
22,-0.3004087,-0.3799599,"('untrustworthy', 'trustworthy')",-0.3004087,-0.3799599,-0.0795512
23,6.0764585,6.0414352,"('insincere', 'sincere')",6.0764585,6.0414352,-0.0350233
24,1.2960691,1.1474699,"('dishonest', 'honest')",1.2960691,1.1474699,-0.1485992
25,0.7979229,0.7660443,"('egoistic', 'altruistic')",0.7979229,0.7660443,-0.0318786
26,0.9202904,1.078308,"('hardhearted', 'benevolent')",0.9202904,1.078308,0.1580176
27,1.7000597,1.5985181,"('hardhearted', 'softhearted')",1.7000597,1.5985181,-0.1015416
28,0.88057506,0.82758445,"('disloyal', 'loyal')",0.8805751,0.8275844,-0.0529907
29,-0.71381944,-1.026745,"('unfair', 'fair')",-0.7138194,-1.026745,-0.3129256
30,1.0687395,0.95319897,"('intolerant', 'tolerant')",1.0687395,0.953199,-0.1155405
31,-1.5100594,-1.4401613,"('evil', 'good')",-1.5100594,-1.4401613,0.0698981
32,0.8636402,0.84105027,"('unkind', 'kind')",0.8636402,0.8410503,-0.0225899
33,-0.6247889,-0.40891802,"('wrong', 'right')",-0.6247889,-0.408918,0.2158709
34,4.4612055,4.660659,"('mean', 'honorable')",4.4612055,4.6606588,0.1994533
35,-0.7150131,-0.78931147,"('corrupt', 'incorrupt')",-0.7150131,-0.7893115,-0.0742984
36,-0.7784352,-0.65952617,"('hostile', 'amicable')",-0.7784352,-0.6595262,0.118909
37,0.77431464,0.6088041,"('fake', 'genuine')",0.7743146,0.6088041,-0.1655105
38,-0.61874825,-0.5465557,"('untruthful', 'truthful')",-0.6187482,-0.5465557,0.0721925
39,0.64961725,0.56600106,"('exploitative', 'cooperative')",0.6496173,0.5660011,-0.0836162
40,-1.1604891,-1.5811225,"('stingy', 'generous')",-1.1604891,-1.5811225,-0.4206334
41,-0.17542228,-0.33742642,"('unforgiving', 'forgiving')",-0.1754223,-0.3374264,-0.1620041
42,-2.1509652,-2.523984,"('unreliable', 'reliable')",-2.1509652,-2.523984,-0.3730188
43,0.7294718,0.65918845,"('irresponsible', 'responsible')",0.7294718,0.6591884,-0.0702834
44,-0.42524785,-0.49028268,"('prejudiced', 'unprejudiced')",-0.4252478,-0.4902827,-0.0650349
45,-0.23204485,-0.44466576,"('incompetent', 'competent')",-0.2320448,-0.4446658,-0.212621
46,-0.4045503,-0.7090136,"('uncompetitive', 'competitive')",-0.4045503,-0.7090136,-0.3044633
47,4.9378567,5.0154643,"('stupid', 'smart')",4.9378567,5.0154643,0.0776076
48,0.20002265,0.15379967,"('unintelligent', 'intelligent')",0.2000227,0.1537997,-0.046223
49,-0.26766294,-0.32296208,"('unable', 'able')",-0.2676629,-0.3229621,-0.0552992
50,-0.54693717,-0.36661234,"('clumsy', 'skillful')",-0.5469372,-0.3666123,0.1803249
51,0.5959793,0.14817844,"('uneducated', 'educated')",0.5959793,0.1481784,-0.4478009
52,-0.57521826,-0.48761848,"('irrational', 'rational')",-0.5752183,-0.4876185,0.0875998
53,-0.21375927,-0.0054758564,"('uncreative', 'creative')",-0.2137593,-0.0054759,0.2082834
54,0.86639357,1.0769006,"('incapable', 'capable')",0.8663936,1.0769006,0.210507
55,0.67845964,0.3271111,"('incompetent', 'clever')",0.6784596,0.3271111,-0.3513485
56,0.2664404,0.14031842,"('impractical', 'practical')",0.2664404,0.1403184,-0.126122
57,-2.7056181,-2.9080818,"('unimaginative', 'imaginative')",-2.7056181,-2.9080818,-0.2024637
58,0.16178995,0.093342,"('undiscriminating', 'discriminating')",0.16179,0.093342,-0.068448
59,-0.428533,-0.31686315,"('foolish', 'wise')",-0.428533,-0.3168631,0.1116699
60,0.29401705,0.022800576,"('inefficient', 'efficient')",0.294017,0.0228006,-0.2712164
