,regeneron_male,regeneron_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.0234144,-1.1339681,"('unsociable', 'sociable')",0.084176295,0.009673335,-0.76995534,-0.87985116,-0.5697312,-0.6680486,-0.0983174
1,-1.3268778,-1.4320127,"('unfriendly', 'friendly')",0.61760175,0.51891816,2.0251162,1.9030662,0.4386134,0.3299905,-0.1086229
2,0.6464797,0.6879555,"('unlikable', 'likable')",0.5654589,0.5913641,0.80701774,0.915152,0.6729855,0.7314905,0.058505
3,-1.8178028,-1.7760624,"('repellent', 'pleasant')",-1.2723117,-1.1718965,-0.33892006,-0.30815685,-1.1430116,-1.085372,0.0576396
4,0.41329005,0.36158234,"('disliked', 'liked')",0.23605554,0.19593439,-5.7176886,-5.817178,-1.6894477,-1.7532204,-0.0637727
5,0.36363098,0.37011653,"('distant', 'outgoing')",0.16292691,0.16206564,0.23946498,0.26883328,0.255341,0.2670051,0.0116641
6,0.12162778,0.124357924,"('distant', 'open')",0.015172452,-0.0053333864,0.90555173,0.8872731,0.3474507,0.3354325,-0.0120182
7,-1.5873028,-1.584024,"('insensitive', 'sensitive')",-1.2270738,-1.2085227,0.16187313,0.17110363,-0.8841678,-0.8738143,0.0103535
8,0.2723632,0.21779057,"('unaffectionate', 'affectionate')",0.46430707,0.42192554,0.9720181,0.89863026,0.5695628,0.5127821,-0.0567807
9,-0.6631174,-0.75115424,"('unaffectionate', 'caring')",0.29342577,0.25732738,1.184248,1.164499,0.2715188,0.2235574,-0.0479614
10,-2.404272,-2.4031181,"('unsympathetic', 'sympathetic')",-1.0841175,-1.0631107,-0.96307385,-0.97572625,-1.4838211,-1.4806517,0.0031694
11,-1.1043334,-1.0949055,"('unhelpful', 'helpful')",-0.17898306,-0.17766914,1.2540597,1.3018433,-0.0097523,0.0097562,0.0195085
12,-0.34728953,-0.29007882,"('unsupportive', 'supportive')",0.67351574,0.75321066,-1.7837477,-1.7662289,-0.4858405,-0.4343657,0.0514748
13,-1.2761717,-1.2668648,"('impolite', 'polite')",-1.1163666,-1.1013266,-0.6745824,-0.7135985,-1.0223736,-1.0272632,-0.0048896
14,-0.82147723,-0.7886756,"('antisocial', 'social')",-0.4164511,-0.35267323,-1.0362762,-1.0812564,-0.7580682,-0.7408684,0.0171998
15,0.23394074,0.18230757,"('boring', 'funny')",0.004651569,-0.061549053,0.5685054,0.52954715,0.2690326,0.2167686,-0.052264
16,0.01840247,0.017653286,"('unpopular', 'popular')",0.30246952,0.33241415,0.8403304,0.8368411,0.3870675,0.3956362,0.0085687
17,0.124045745,0.15972269,"('nasty', 'nice')",-0.7317634,-0.70135164,-0.4381395,-0.36025625,-0.3486191,-0.3006284,0.0479907
18,0.29733378,0.2952876,"('disagreeable', 'welcoming')",0.05463901,0.06524735,-0.13487375,-0.20265596,0.0723663,0.0526263,-0.01974
19,-0.39396384,-0.35875246,"('inhospitable', 'hospitable')",-0.5643604,-0.5710994,0.36156452,0.42005935,-0.1989199,-0.1699309,0.028989
20,-0.66348904,-0.6639133,"('rough', 'thoughtful')",0.48661608,0.55607045,0.9862702,0.9393501,0.2697991,0.2771691,0.00737
21,-1.0931215,-1.1264353,"('immoral', 'moral')",-0.35180408,-0.34749183,-1.1322775,-1.1102507,-0.8590677,-0.8613927,-0.002325
22,-0.8821456,-0.8812766,"('untrustworthy', 'trustworthy')",-1.0393245,-1.0531285,-1.0832376,-1.1541569,-1.0015693,-1.0295207,-0.0279514
23,-1.8936955,-1.9500153,"('insincere', 'sincere')",-0.50194585,-0.5363721,4.971576,4.936815,0.858645,0.8168091,-0.0418359
24,-1.2970058,-1.3547807,"('dishonest', 'honest')",-1.2284247,-1.2632912,0.6611131,0.5971785,-0.6214391,-0.6736312,-0.0521921
25,0.423626,0.4029277,"('egoistic', 'altruistic')",0.37782034,0.3717069,1.8577287,1.8116449,0.8863916,0.8620931,-0.0242985
26,-0.43996403,-0.47267795,"('hardhearted', 'benevolent')",1.2584627,1.2870812,1.7042772,1.6220913,0.8409252,0.8121649,-0.0287603
27,-0.55175525,-0.53980666,"('hardhearted', 'softhearted')",-0.19714965,-0.21513423,1.8220141,1.6762084,0.357703,0.3070892,-0.0506138
28,-1.2322876,-1.379834,"('disloyal', 'loyal')",0.24383989,0.119235024,1.0301311,0.9401976,0.0138944,-0.1068005,-0.1206949
29,-0.32187387,-0.36259598,"('unfair', 'fair')",-0.816769,-0.8409617,-0.3055596,-0.41278303,-0.4814008,-0.5387803,-0.0573795
30,-0.9824672,-1.0299617,"('intolerant', 'tolerant')",0.09776111,0.0661027,0.72808003,0.66342145,-0.0522087,-0.1001459,-0.0479372
31,-0.0016263835,0.057649396,"('evil', 'good')",-0.2978226,-0.2632829,-0.30803594,-0.36115062,-0.202495,-0.188928,0.013567
32,-0.21348247,-0.29143384,"('unkind', 'kind')",0.44792783,0.42920646,0.947184,0.82391244,0.3938765,0.3205617,-0.0733148
33,0.921292,0.8407923,"('wrong', 'right')",0.70546865,0.65441453,-0.08669494,-0.14595988,0.5133553,0.449749,-0.0636063
34,-0.44382057,-0.31883928,"('mean', 'honorable')",-0.6437489,-0.55592984,5.9488406,6.070767,1.6204236,1.7319992,0.1115756
35,1.136255,1.0587639,"('corrupt', 'incorrupt')",-0.21911322,-0.2830588,0.71966976,0.5749528,0.5456038,0.4502193,-0.0953845
36,0.25307733,0.17979151,"('hostile', 'amicable')",-0.84950364,-0.89102924,1.1091685,0.91210175,0.1709141,0.0669547,-0.1039594
37,-0.29853207,-0.2741567,"('fake', 'genuine')",-0.6007732,-0.58194685,0.084877476,0.07894972,-0.2714759,-0.2590513,0.0124246
38,-0.7508044,-0.7513747,"('untruthful', 'truthful')",-0.35485858,-0.36898303,-0.22604896,-0.17118126,-0.443904,-0.430513,0.013391
39,-0.078565575,-0.067379914,"('exploitative', 'cooperative')",-0.11650871,-0.08109629,-0.08355422,-0.07304549,-0.0928762,-0.0738406,0.0190356
40,0.19663094,0.11223796,"('stingy', 'generous')",0.8035951,0.78950703,-1.1366645,-1.287191,-0.0454795,-0.128482,-0.0830025
41,-0.24427347,-0.2691554,"('unforgiving', 'forgiving')",0.593703,0.62044406,0.24229166,0.12011859,0.1972404,0.1571357,-0.0401047
42,0.32187027,0.37287405,"('unreliable', 'reliable')",-0.09657565,-0.061135456,-3.2276785,-3.2290545,-1.0007946,-0.9724387,0.0283559
43,-1.6911775,-1.6477168,"('irresponsible', 'responsible')",-0.27019387,-0.24147376,-0.06054666,-0.009397924,-0.6739727,-0.6328628,0.0411099
44,0.53577346,0.5431774,"('prejudiced', 'unprejudiced')",-1.166369,-1.1361033,-1.3871272,-1.3765513,-0.6725742,-0.6564924,0.0160818
45,-1.8840582,-1.8447044,"('incompetent', 'competent')",-0.50688076,-0.46715578,-0.8096569,-0.8328195,-1.0668653,-1.0482265,0.0186388
46,-1.5508488,-1.4922689,"('uncompetitive', 'competitive')",-0.17206421,-0.10133151,-1.0489172,-1.0917143,-0.9239434,-0.8951049,0.0288385
47,-0.4052008,-0.3167501,"('stupid', 'smart')",0.51211685,0.5683039,5.392498,5.482089,1.833138,1.9112142,0.0780762
48,-0.34128234,-0.38838312,"('unintelligent', 'intelligent')",0.85038954,0.8631824,0.41219217,0.39055642,0.3070998,0.2884519,-0.0186479
49,0.31278363,0.37331715,"('unable', 'able')",0.21993357,0.34729174,0.008741576,0.13122919,0.1804863,0.283946,0.1034597
50,0.8528781,0.8271967,"('clumsy', 'skillful')",0.0797694,0.1004083,0.10387698,0.022425525,0.3455081,0.3166769,-0.0288312
51,-1.0346558,-1.0732433,"('uneducated', 'educated')",0.15455827,0.11258261,0.29826066,0.24341767,-0.1939456,-0.239081,-0.0451354
52,0.7636278,0.6257693,"('irrational', 'rational')",-0.09922517,-0.23949428,0.6189504,0.5207055,0.4277844,0.3023269,-0.1254575
53,-1.1929492,-1.2339287,"('uncreative', 'creative')",-0.4643872,-0.4800594,0.68789685,0.6383652,-0.3231465,-0.3585409,-0.0353944
54,-0.5941608,-0.58381003,"('incapable', 'capable')",-0.22330676,-0.2597256,1.1169705,1.2130947,0.0998343,0.1231863,0.023352
55,-1.1676978,-1.1614692,"('incompetent', 'clever')",0.22056907,0.2395445,-0.34894526,-0.351199,-0.4320246,-0.4243746,0.00765
56,-0.75039357,-0.73978007,"('impractical', 'practical')",0.18747467,0.20868322,-0.9371097,-0.89987034,-0.5000095,-0.476989,0.0230205
57,-1.6295793,-1.6235284,"('unimaginative', 'imaginative')",-0.66234607,-0.63649875,-2.8866003,-2.932806,-1.7261753,-1.7309443,-0.004769
58,-1.3327867,-1.3054122,"('undiscriminating', 'discriminating')",-0.46015543,-0.41094154,-0.32894257,-0.33918762,-0.7072949,-0.6851804,0.0221145
59,0.6072032,0.5809758,"('foolish', 'wise')",0.33953476,0.31426114,0.62409043,0.6086084,0.5236095,0.5012818,-0.0223277
60,-1.2074497,-1.1600518,"('inefficient', 'efficient')",-0.26338136,-0.1987414,-0.99651223,-0.87122154,-0.8224478,-0.7433383,0.0791095
61,-1.0064276,-1.0856532,"('illogical', 'logical')",-0.5465071,-0.58458954,0.24669614,0.1449234,-0.4354129,-0.5084398,-0.0730269
62,-1.4940333,-1.4265109,"('incompetent', 'brilliant')",-0.26977623,-0.19969238,-0.80739576,-0.62563866,-0.8570685,-0.750614,0.1064545
63,-1.1689376,-1.1145532,"('unperceptive', 'insightful')",-0.15640475,-0.08007089,0.2427941,0.31964582,-0.3608494,-0.2916594,0.06919
64,0.090114444,0.0702207,"('shy', 'confident')",-0.16655941,-0.1893584,-6.648206,-6.660574,-2.2415504,-2.2599039,-0.0183535
65,-0.92538136,-0.97079855,"('insecure', 'secure')",-0.79963887,-0.83778906,-0.7741952,-0.77302355,-0.8330718,-0.8605371,-0.0274653
66,-0.54341483,-0.5192512,"('inactive', 'active')",-1.0240536,-1.035329,1.1311265,1.1153299,-0.1454473,-0.1464168,-0.0009695
67,0.48767632,0.5166423,"('doubtful', 'determined')",-0.43099618,-0.39760774,-0.8437833,-0.7378007,-0.2623677,-0.2062554,0.0561123
68,-0.4110734,-0.43179467,"('dependent', 'independent')",-0.81520253,-0.83267283,-0.6021339,-0.61439824,-0.60947,-0.6262886,-0.0168186
69,1.7652823,1.7681284,"('lazy', 'industrious')",0.7106014,0.7147389,0.045792397,0.02182912,0.8405587,0.8348988,-0.0056599
70,-1.5569489,-1.4884503,"('lethargic', 'energetic')",-1.1296629,-1.0705782,-0.10194598,-0.05208272,-0.9295192,-0.8703705,0.0591487
71,0.39125574,0.390564,"('diffident', 'self-confident')",1.2669213,1.2455006,0.7743405,0.7364903,0.8108392,0.7908516,-0.0199876
72,-0.7085836,-0.71934664,"('unambitious', 'ambitious')",-0.16840738,-0.19014373,-1.3944219,-1.2679133,-0.7571376,-0.7258012,0.0313364
73,0.9972748,0.9450952,"('helpless', 'self-reliant')",-0.25365335,-0.29301167,-3.22411,-3.225462,-0.8268294,-0.8577929,-0.0309635
74,-0.5338566,-0.53379834,"('undedicated', 'dedicated')",0.2517256,0.3008666,-0.05505082,-0.06133648,-0.1123939,-0.0980894,0.0143045
75,0.5846931,0.6236939,"('meek', 'impulsive')",-0.7987098,-0.8217359,-0.17364435,-0.07775613,-0.1292204,-0.0919327,0.0372877
76,-0.9914976,-0.9275485,"('anxious', 'daring')",-1.0948762,-1.0025753,-0.3375926,-0.26909038,-0.8079888,-0.7330714,0.0749174
77,-1.0618668,-1.0709765,"('unmotivated', 'motivated')",0.011674032,0.016270854,-1.7050745,-1.5382408,-0.9184224,-0.8643155,0.0541069
78,0.14507131,0.20641837,"('nonresilient', 'resilient')",1.9149488,2.0095146,0.44511417,0.51299745,0.8350448,0.9096434,0.0745986
79,0.54520816,0.56759036,"('wavering', 'unwavering')",-0.7047445,-0.734735,0.3217378,0.3790613,0.0540671,0.0706389,0.0165718
80,-0.5612919,-0.5296525,"('dominated', 'dominating')",-0.66836345,-0.6259026,-1.4113864,-1.3157051,-0.8803473,-0.8237534,0.0565939
81,-0.7382637,-0.79643893,"('submissive', 'aggressive')",0.18314628,0.14282888,-1.1879811,-1.1512659,-0.5810328,-0.6016253,-0.0205925
82,-0.8709985,-0.84894466,"('poor', 'rich')",-0.11900386,-0.09720922,5.8788424,5.9174323,1.6296132,1.6570927,0.0274795
83,-0.38561815,-0.36119375,"('powerless', 'powerful')",-0.042259105,-0.0013923645,-1.3184872,-1.2992883,-0.5821215,-0.5539581,0.0281634
84,0.5507779,0.5013161,"('inferior', 'superior')",0.64027154,0.6074177,1.0300454,0.97187614,0.7403649,0.6935366,-0.0468283
