,planter_male,planter_female,tuple,average_male,average_female,female-male
0,0.54757625,0.5953584,"('unsociable', 'sociable')",0.5475762,0.5953584,0.0477822
1,-0.2266539,-0.3269342,"('unfriendly', 'friendly')",-0.2266539,-0.3269342,-0.1002803
2,0.39332166,0.4932604,"('unlikable', 'likable')",0.3933217,0.4932604,0.0999387
3,0.058389857,0.17471509,"('repellent', 'pleasant')",0.0583899,0.1747151,0.1163252
4,-3.4847915,-3.6122391,"('disliked', 'liked')",-3.4847915,-3.6122391,-0.1274476
5,-1.5026101,-1.6624006,"('distant', 'outgoing')",-1.5026101,-1.6624006,-0.1597905
6,-1.406553,-1.5916195,"('distant', 'open')",-1.406553,-1.5916195,-0.1850665
7,0.85156757,1.0889577,"('insensitive', 'sensitive')",0.8515676,1.0889577,0.2373901
8,0.32992047,0.2768853,"('unaffectionate', 'affectionate')",0.3299205,0.2768853,-0.0530352
9,0.36742088,0.32110894,"('unaffectionate', 'caring')",0.3674209,0.3211089,-0.046312
10,0.37678793,0.5908329,"('unsympathetic', 'sympathetic')",0.3767879,0.5908329,0.214045
11,0.7703573,0.89647514,"('unhelpful', 'helpful')",0.7703573,0.8964751,0.1261178
12,-0.72413623,-0.57898194,"('unsupportive', 'supportive')",-0.7241362,-0.5789819,0.1451543
13,0.13275138,0.36285388,"('impolite', 'polite')",0.1327514,0.3628539,0.2301025
14,0.944538,1.1919767,"('antisocial', 'social')",0.944538,1.1919767,0.2474387
15,0.19145927,0.011388898,"('boring', 'funny')",0.1914593,0.0113889,-0.1800704
16,-0.5480575,-0.700778,"('unpopular', 'popular')",-0.5480575,-0.700778,-0.1527205
17,-0.49240348,-0.45525867,"('nasty', 'nice')",-0.4924035,-0.4552587,0.0371448
18,-1.2886761,-1.1774768,"('disagreeable', 'welcoming')",-1.2886761,-1.1774768,0.1111993
19,-1.2519678,-1.3710444,"('inhospitable', 'hospitable')",-1.2519678,-1.3710444,-0.1190766
20,-0.3238083,-0.25127244,"('rough', 'thoughtful')",-0.3238083,-0.2512724,0.0725359
21,-0.22999153,0.15319592,"('immoral', 'moral')",-0.2299915,0.1531959,0.3831874
22,-0.05023165,-0.0059997365,"('untrustworthy', 'trustworthy')",-0.0502317,-0.0059997,0.044232
23,2.8687875,2.9998434,"('insincere', 'sincere')",2.8687875,2.9998434,0.1310559
24,0.12553436,0.25764197,"('dishonest', 'honest')",0.1255344,0.257642,0.1321076
25,0.49515456,0.39820465,"('egoistic', 'altruistic')",0.4951546,0.3982047,-0.0969499
26,1.5391326,1.4440012,"('hardhearted', 'benevolent')",1.5391326,1.4440012,-0.0951314
27,0.20482554,0.05940125,"('hardhearted', 'softhearted')",0.2048255,0.0594013,-0.1454242
28,0.59385717,0.5579932,"('disloyal', 'loyal')",0.5938572,0.5579932,-0.035864
29,-0.76974386,-0.7841782,"('unfair', 'fair')",-0.7697439,-0.7841782,-0.0144343
30,0.80671096,0.93714887,"('intolerant', 'tolerant')",0.806711,0.9371489,0.1304379
31,-0.9676265,-1.1816278,"('evil', 'good')",-0.9676265,-1.1816278,-0.2140013
32,0.9225701,0.95716506,"('unkind', 'kind')",0.9225701,0.9571651,0.034595
33,-0.14138068,-0.17698884,"('wrong', 'right')",-0.1413807,-0.1769888,-0.0356081
34,2.1353762,2.2666821,"('mean', 'honorable')",2.1353762,2.2666821,0.1313059
35,-0.9347194,-1.2764225,"('corrupt', 'incorrupt')",-0.9347194,-1.2764225,-0.3417031
36,-0.8834396,-1.2828127,"('hostile', 'amicable')",-0.8834396,-1.2828127,-0.3993731
